"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-02-28,"Adair",10787,920,681,28,22,6,3388,807,98,2021-02-28
"Adams",2021-02-28,"Adams",4631,326,307,4,4,0,1494,317,6,2021-02-28
"Allamakee",2021-02-28,"Allamakee",18048,1451,1286,46,38,8,5673,1403,71,2021-02-28
"Appanoose",2021-02-28,"Appanoose",15386,1388,1111,47,43,4,5667,1227,69,2021-02-28
"Audubon",2021-02-28,"Audubon",10134,486,422,9,8,1,2448,469,38,2021-02-28
"Benton",2021-02-28,"Benton",31140,2521,2131,54,44,10,11841,2372,187,2021-02-28
"Black Hawk",2021-02-28,"Black Hawk",183707,16223,14099,290,272,18,66210,14863,474,2021-02-28
"Boone",2021-02-28,"Boone",38037,2589,2261,30,28,2,12903,2412,121,2021-02-28
"Bremer",2021-02-28,"Bremer",32036,2793,2488,54,47,7,11443,2662,120,2021-02-28
"Buchanan",2021-02-28,"Buchanan",25622,1846,1630,29,25,4,8803,1753,94,2021-02-28
"Buena Vista",2021-02-28,"Buena Vista",39498,4727,3978,36,33,3,14100,4099,85,2021-02-28
"Butler",2021-02-28,"Butler",24981,1663,1504,31,28,3,6625,1576,41,2021-02-28
"Calhoun",2021-02-28,"Calhoun",15867,1332,1240,11,11,0,5001,1285,34,2021-02-28
"Carroll",2021-02-28,"Carroll",31365,2855,2557,48,40,8,10712,2656,51,2021-02-28
"Cass",2021-02-28,"Cass",18014,1333,1134,51,46,5,5928,1262,77,2021-02-28
"Cedar",2021-02-28,"Cedar",25748,1769,1565,23,21,2,8527,1690,102,2021-02-28
"Cerro Gordo",2021-02-28,"Cerro Gordo",66357,5327,4752,81,68,13,23228,4975,142,2021-02-28
"Cherokee",2021-02-28,"Cherokee",17345,1535,1377,35,29,6,5623,1442,30,2021-02-28
"Chickasaw",2021-02-28,"Chickasaw",15137,1248,1144,13,12,1,5107,1184,27,2021-02-28
"Clarke",2021-02-28,"Clarke",11640,1002,834,20,20,0,4577,944,90,2021-02-28
"Clay",2021-02-28,"Clay",25230,1931,1739,25,20,5,7787,1830,66,2021-02-28
"Clayton",2021-02-28,"Clayton",21029,1680,1517,53,45,8,6555,1596,26,2021-02-28
"Clinton",2021-02-28,"Clinton",52782,5424,4632,84,74,10,20890,4981,265,2021-02-28
"Crawford",2021-02-28,"Crawford",23401,2734,2353,35,31,4,8328,2509,121,2021-02-28
"Dallas",2021-02-28,"Dallas",109076,11324,9290,90,79,11,50387,10092,712,2021-02-28
"Davis",2021-02-28,"Davis",9224,825,697,23,22,1,3188,756,36,2021-02-28
"Decatur",2021-02-28,"Decatur",8710,574,517,9,9,0,3352,560,34,2021-02-28
"Delaware",2021-02-28,"Delaware",23077,1889,1752,39,34,5,7412,1848,57,2021-02-28
"Des Moines",2021-02-28,"Des Moines",47348,4571,3996,61,53,8,19915,4252,195,2021-02-28
"Dickinson",2021-02-28,"Dickinson",22085,2172,1877,38,32,6,9651,2012,97,2021-02-28
"Dubuque",2021-02-28,"Dubuque",159769,13520,11658,194,180,14,53751,12361,509,2021-02-28
"Emmet",2021-02-28,"Emmet",14246,1210,1074,40,38,2,4704,1143,29,2021-02-28
"Fayette",2021-02-28,"Fayette",29884,1843,1664,35,32,3,8648,1768,69,2021-02-28
"Floyd",2021-02-28,"Floyd",21983,1626,1396,40,31,9,7257,1470,34,2021-02-28
"Franklin",2021-02-28,"Franklin",17358,1183,1037,19,18,1,4912,1089,33,2021-02-28
"Fremont",2021-02-28,"Fremont",6405,586,533,9,7,2,2488,554,12,2021-02-28
"Greene",2021-02-28,"Greene",12910,769,701,10,10,0,3858,725,14,2021-02-28
"Grundy",2021-02-28,"Grundy",16512,1389,1212,30,25,5,5441,1314,72,2021-02-28
"Guthrie",2021-02-28,"Guthrie",15311,1163,1032,28,23,5,5247,1085,25,2021-02-28
"Hamilton",2021-02-28,"Hamilton",20641,1918,1611,42,41,1,7109,1734,81,2021-02-28
"Hancock",2021-02-28,"Hancock",18368,1467,1317,29,24,5,5639,1371,25,2021-02-28
"Hardin",2021-02-28,"Hardin",29284,1809,1572,39,33,6,7842,1686,75,2021-02-28
"Harrison",2021-02-28,"Harrison",17852,1792,1547,69,65,4,6078,1667,51,2021-02-28
"Henry",2021-02-28,"Henry",31351,2932,2687,37,36,1,10318,2791,67,2021-02-28
"Howard",2021-02-28,"Howard",14287,1028,883,21,17,4,4262,988,84,2021-02-28
"Humboldt",2021-02-28,"Humboldt",13381,1172,1061,25,22,3,4457,1125,39,2021-02-28
"Ida",2021-02-28,"Ida",10209,908,747,32,30,2,3064,805,26,2021-02-28
"Iowa",2021-02-28,"Iowa",25245,1442,1292,23,21,2,7600,1384,69,2021-02-28
"Jackson",2021-02-28,"Jackson",22031,2212,1964,38,35,3,8482,2092,90,2021-02-28
"Jasper",2021-02-28,"Jasper",43147,4161,3388,66,62,4,16932,3840,386,2021-02-28
"Jefferson",2021-02-28,"Jefferson",17446,1383,1223,32,27,5,7262,1278,23,2021-02-28
"Johnson",2021-02-28,"Johnson",179389,13804,12385,73,68,5,74331,13055,597,2021-02-28
"Jones",2021-02-28,"Jones",22084,2942,2732,54,50,4,9313,2845,59,2021-02-28
"Keokuk",2021-02-28,"Keokuk",13261,978,850,29,29,0,3907,914,35,2021-02-28
"Kossuth",2021-02-28,"Kossuth",21801,2081,1828,54,47,7,7373,1972,90,2021-02-28
"Lee",2021-02-28,"Lee",46421,3747,3339,52,39,13,14909,3532,141,2021-02-28
"Linn",2021-02-28,"Linn",247550,20607,18239,312,282,30,109138,19371,820,2021-02-28
"Louisa",2021-02-28,"Louisa",14912,1281,1147,41,34,7,5102,1220,32,2021-02-28
"Lucas",2021-02-28,"Lucas",7985,733,658,21,17,4,3556,701,22,2021-02-28
"Lyon",2021-02-28,"Lyon",12908,1457,1369,41,37,4,4320,1452,42,2021-02-28
"Madison",2021-02-28,"Madison",17141,1542,1296,18,14,4,7173,1409,95,2021-02-28
"Mahaska",2021-02-28,"Mahaska",26105,2239,1984,46,41,5,9777,2138,108,2021-02-28
"Marion",2021-02-28,"Marion",34888,3583,3145,69,60,9,14768,3387,173,2021-02-28
"Marshall",2021-02-28,"Marshall",69958,4953,4333,72,64,8,19929,4605,200,2021-02-28
"Mills",2021-02-28,"Mills",19007,1629,1388,20,17,3,7263,1476,68,2021-02-28
"Mitchell",2021-02-28,"Mitchell",15185,1307,1150,40,38,2,5170,1196,6,2021-02-28
"Monona",2021-02-28,"Monona",15561,815,712,27,26,1,3528,761,22,2021-02-28
"Monroe",2021-02-28,"Monroe",8352,930,814,28,21,7,3224,890,48,2021-02-28
"Montgomery",2021-02-28,"Montgomery",12302,1039,891,36,34,2,4170,964,37,2021-02-28
"Muscatine",2021-02-28,"Muscatine",45944,4505,3922,91,82,9,19955,4202,189,2021-02-28
"O'Brien",2021-02-28,"O'Brien",21759,1936,1676,58,54,4,6249,1793,59,2021-02-28
"Osceola",2021-02-28,"Osceola",6875,703,643,14,12,2,2279,678,21,2021-02-28
"Page",2021-02-28,"Page",17564,1826,1692,19,18,1,5971,1766,55,2021-02-28
"Palo Alto",2021-02-28,"Palo Alto",15616,1049,920,21,19,2,4213,1002,61,2021-02-28
"Pending Investigation",2021-02-28,"Pending Investigation",13026,985,825,0,0,0,6560,961,136,2021-02-28
"Plymouth",2021-02-28,"Plymouth",33038,3942,3495,77,69,8,12501,3654,82,2021-02-28
"Pocahontas",2021-02-28,"Pocahontas",11339,851,776,19,19,0,3270,807,12,2021-02-28
"Polk",2021-02-28,"Polk",575747,58014,47612,549,489,60,255717,51390,3229,2021-02-28
"Pottawattamie",2021-02-28,"Pottawattamie",102732,10760,9230,143,128,15,44526,9784,411,2021-02-28
"Poweshiek",2021-02-28,"Poweshiek",34499,1538,1378,30,28,2,8255,1468,60,2021-02-28
"Ringgold",2021-02-28,"Ringgold",8541,518,456,20,17,3,2246,500,24,2021-02-28
"Sac",2021-02-28,"Sac",16859,1242,1129,18,18,0,4987,1173,26,2021-02-28
"Scott",2021-02-28,"Scott",177526,18277,16084,207,192,15,79974,17016,725,2021-02-28
"Shelby",2021-02-28,"Shelby",14050,1205,1074,33,30,3,5016,1149,42,2021-02-28
"Sioux",2021-02-28,"Sioux",36978,4935,4561,69,66,3,14939,4765,135,2021-02-28
"Story",2021-02-28,"Story",138437,10190,8984,45,39,6,52960,9508,479,2021-02-28
"Tama",2021-02-28,"Tama",28074,2129,1874,65,63,2,7972,2005,66,2021-02-28
"Taylor",2021-02-28,"Taylor",7273,663,610,12,10,2,2393,638,16,2021-02-28
"Union",2021-02-28,"Union",14872,1263,1117,31,26,5,6198,1184,36,2021-02-28
"Van Buren",2021-02-28,"Van Buren",7260,560,502,18,15,3,2569,535,15,2021-02-28
"Wapello",2021-02-28,"Wapello",39512,4318,3558,108,104,4,16990,3987,321,2021-02-28
"Warren",2021-02-28,"Warren",63403,5534,4706,74,69,5,25974,5065,285,2021-02-28
"Washington",2021-02-28,"Washington",35169,2537,2243,47,43,4,11120,2385,95,2021-02-28
"Wayne",2021-02-28,"Wayne",5076,487,404,21,17,4,2081,449,24,2021-02-28
"Webster",2021-02-28,"Webster",59957,5177,4702,87,73,14,20361,4919,130,2021-02-28
"Winnebago",2021-02-28,"Winnebago",14985,1378,1218,30,25,5,5809,1289,41,2021-02-28
"Winneshiek",2021-02-28,"Winneshiek",30992,1884,1632,27,23,4,9509,1814,155,2021-02-28
"Woodbury",2021-02-28,"Woodbury",123118,14932,13089,211,195,16,55544,13698,398,2021-02-28
"Worth",2021-02-28,"Worth",10800,696,624,7,6,1,3498,656,25,2021-02-28
"Wright",2021-02-28,"Wright",18599,1795,1667,31,26,5,7550,1731,33,2021-02-28
"Total",2021-02-28,"Totals",4049492,363467,315133,5470,4908,562,1556251,335963,15360,2021-02-28
