"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","1734","98","56","1","41","0.0565167243367935",2020-10-11
"Adams","Adams","738","55","30","0","25","0.0745257452574526",2020-10-11
"Allamakee","Allamakee","3108","296","219","8","69","0.0952380952380952",2020-10-11
"Appanoose","Appanoose","2868","178","134","3","41","0.0620641562064156",2020-10-11
"Audubon","Audubon","1320","116","42","1","73","0.0878787878787879",2020-10-11
"Benton","Benton","6048","411","253","1","157","0.0679563492063492",2020-10-11
"Black Hawk","Black Hawk","37948","4912","4108","96","708","0.129440286708127",2020-10-11
"Boone","Boone","6962","611","419","8","184","0.087762137316863",2020-10-11
"Bremer","Bremer","5819","563","427","7","129","0.0967520192472933",2020-10-11
"Buchanan","Buchanan","4865","350","212","1","137","0.0719424460431655",2020-10-11
"Buena Vista","Buena Vista","9872","2138","1890","12","236","0.216572123176661",2020-10-11
"Butler","Butler","3622","322","285","2","35","0.0889011595803424",2020-10-11
"Calhoun","Calhoun","2830","242","199","3","40","0.0855123674911661",2020-10-11
"Carroll","Carroll","6406","913","560","6","347","0.14252263502966",2020-10-11
"Cass","Cass","3159","234","190","2","42","0.0740740740740741",2020-10-11
"Cedar","Cedar","4311","300","205","3","92","0.069589422407794",2020-10-11
"Cerro Gordo","Cerro Gordo","12314","1179","961","23","195","0.0957446808510638",2020-10-11
"Cherokee","Cherokee","3119","333","168","2","163","0.106764988778455",2020-10-11
"Chickasaw","Chickasaw","2797","309","285","1","23","0.110475509474437",2020-10-11
"Clarke","Clarke","2497","289","242","3","44","0.115738886663997",2020-10-11
"Clay","Clay","4209","427","259","4","164","0.101449275362319",2020-10-11
"Clayton","Clayton","3525","314","274","3","37","0.0890780141843972",2020-10-11
"Clinton","Clinton","10737","1265","984","25","256","0.117816894849586",2020-10-11
"Crawford","Crawford","5654","1227","913","11","303","0.217014503006721",2020-10-11
"Dallas","Dallas","27841","3100","2561","40","499","0.111346575194857",2020-10-11
"Davis","Davis","1449","145","106","4","35","0.100069013112491",2020-10-11
"Decatur","Decatur","1702","101","55","0","46","0.0593419506462985",2020-10-11
"Delaware","Delaware","4296","570","457","6","107","0.13268156424581",2020-10-11
"Des Moines","Des Moines","9999","1008","684","9","315","0.100810081008101",2020-10-11
"Dickinson","Dickinson","5768","632","445","7","180","0.109570041608877",2020-10-11
"Dubuque","Dubuque","32853","4146","2469","47","1630","0.126198520683043",2020-10-11
"Emmet","Emmet","2488","349","227","11","111","0.140273311897106",2020-10-11
"Fayette","Fayette","4523","285","172","2","111","0.0630112757019677",2020-10-11
"Floyd","Floyd","4159","390","349","9","32","0.0937725414763164",2020-10-11
"Franklin","Franklin","2730","362","325","18","19","0.132600732600733",2020-10-11
"Fremont","Fremont","1420","164","73","0","91","0.115492957746479",2020-10-11
"Greene","Greene","2316","151","75","0","76","0.0651986183074266",2020-10-11
"Grundy","Grundy","3016","255","182","4","69","0.0845490716180371",2020-10-11
"Guthrie","Guthrie","2956","329","200","13","116","0.111299052774019",2020-10-11
"Hamilton","Hamilton","3997","383","327","3","53","0.0958218663997999",2020-10-11
"Hancock","Hancock","2816","247","203","4","40","0.0877130681818182",2020-10-11
"Hardin","Hardin","4182","371","279","3","89","0.0887135341941655",2020-10-11
"Harrison","Harrison","3278","443","192","5","246","0.135143380109823",2020-10-11
"Henry","Henry","5684","906","468","5","433","0.159394792399719",2020-10-11
"Howard","Howard","2241","213","169","7","37","0.0950468540829987",2020-10-11
"Humboldt","Humboldt","2522","244","203","3","38","0.0967486122125297",2020-10-11
"Ida","Ida","1658","156","76","2","78","0.0940892641737033",2020-10-11
"Iowa","Iowa","4355","312","163","2","147","0.0716417910447761",2020-10-11
"Jackson","Jackson","4382","452","270","3","179","0.103149246919215",2020-10-11
"Jasper","Jasper","8867","963","665","35","263","0.108604939663922",2020-10-11
"Jefferson","Jefferson","3120","169","128","1","40","0.0541666666666667",2020-10-11
"Johnson","Johnson","42668","5447","4790","29","628","0.127660073122715",2020-10-11
"Jones","Jones","4357","352","218","3","131","0.0807895340830847",2020-10-11
"Keokuk","Keokuk","1873","131","85","1","45","0.0699412706887347",2020-10-11
"Kossuth","Kossuth","3916","374","192","0","182","0.0955056179775281",2020-10-11
"Lee","Lee","7587","774","558","9","207","0.102016607354686",2020-10-11
"Linn","Linn","56171","4664","3500","120","1044","0.0830321696248954",2020-10-11
"Louisa","Louisa","2822","462","391","15","56","0.163713678242381",2020-10-11
"Lucas","Lucas","1803","165","117","6","42","0.0915141430948419",2020-10-11
"Lyon","Lyon","2269","474","210","5","259","0.208902600264434",2020-10-11
"Madison","Madison","3862","304","199","2","103","0.0787156913516313",2020-10-11
"Mahaska","Mahaska","5452","513","349","21","143","0.0940939104915627",2020-10-11
"Marion","Marion","7598","866","782","9","75","0.113977362463806",2020-10-11
"Marshall","Marshall","12040","1866","1714","36","116","0.154983388704319",2020-10-11
"Mills","Mills","4159","292","148","1","143","0.0702091849002164",2020-10-11
"Mitchell","Mitchell","2990","209","170","0","39","0.0698996655518395",2020-10-11
"Monona","Monona","2074","198","126","1","71","0.0954676952748312",2020-10-11
"Monroe","Monroe","1534","198","123","11","64","0.129074315514993",2020-10-11
"Montgomery","Montgomery","2123","133","102","5","26","0.0626471973622233",2020-10-11
"Muscatine","Muscatine","10542","1222","993","57","172","0.115917283247961",2020-10-11
