"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","1264","51","21","1","29","0.0403481012658228",2020-08-31
"Adams","Adams","495","22","17","0","5","0.0444444444444444",2020-08-31
"Allamakee","Allamakee","2358","174","147","4","23","0.0737913486005089",2020-08-31
"Appanoose","Appanoose","1920","84","61","3","20","0.04375",2020-08-31
"Audubon","Audubon","850","41","27","1","13","0.0482352941176471",2020-08-31
"Benton","Benton","4065","200","145","1","54","0.04920049200492",2020-08-31
"Black Hawk","Black Hawk","28734","3788","2948","74","766","0.131829887937635",2020-08-31
"Boone","Boone","4845","344","232","4","108","0.0710010319917441",2020-08-31
"Bremer","Bremer","4180","299","187","7","105","0.0715311004784689",2020-08-31
"Buchanan","Buchanan","3492","174","110","1","63","0.0498281786941581",2020-08-31
"Buena Vista","Buena Vista","8327","1826","1773","12","41","0.219286657859974",2020-08-31
"Butler","Butler","2676","203","156","2","45","0.0758594917787743",2020-08-31
"Calhoun","Calhoun","1937","126","87","2","37","0.0650490449148167",2020-08-31
"Carroll","Carroll","4265","387","197","2","188","0.0907385697538101",2020-08-31
"Cass","Cass","2041","112","98","2","12","0.054875061244488",2020-08-31
"Cedar","Cedar","2909","156","121","1","34","0.0536266758336198",2020-08-31
"Cerro Gordo","Cerro Gordo","9486","824","566","20","238","0.086864853468269",2020-08-31
"Cherokee","Cherokee","1976","140","123","2","15","0.0708502024291498",2020-08-31
"Chickasaw","Chickasaw","1976","108","80","0","28","0.0546558704453441",2020-08-31
"Clarke","Clarke","1840","239","184","3","52","0.129891304347826",2020-08-31
"Clay","Clay","3019","236","171","3","62","0.0781715799933753",2020-08-31
"Clayton","Clayton","2687","180","140","3","37","0.0669892072943803",2020-08-31
"Clinton","Clinton","7702","827","325","10","492","0.107374707868086",2020-08-31
"Crawford","Crawford","4100","832","715","3","114","0.202926829268293",2020-08-31
"Dallas","Dallas","20956","2380","1783","39","558","0.113571292231342",2020-08-31
"Davis","Davis","1008","82","48","2","32","0.0813492063492064",2020-08-31
"Decatur","Decatur","1122","44","24","0","20","0.0392156862745098",2020-08-31
"Delaware","Delaware","3018","219","151","3","65","0.0725646123260437",2020-08-31
"Des Moines","Des Moines","6699","568","139","5","424","0.0847887744439469",2020-08-31
"Dickinson","Dickinson","4398","424","367","6","51","0.0964074579354252",2020-08-31
"Dubuque","Dubuque","24029","2031","1535","36","460","0.0845228682009239",2020-08-31
"Emmet","Emmet","1790","221","181","8","32","0.123463687150838",2020-08-31
"Fayette","Fayette","3222","138","81","1","56","0.042830540037244",2020-08-31
"Floyd","Floyd","3208","215","171","3","41","0.0670199501246883",2020-08-31
"Franklin","Franklin","2136","296","245","17","34","0.138576779026217",2020-08-31
"Fremont","Fremont","843","59","35","0","24","0.069988137603796",2020-08-31
"Greene","Greene","1482","54","38","0","16","0.0364372469635627",2020-08-31
"Grundy","Grundy","2212","128","73","1","54","0.0578661844484629",2020-08-31
"Guthrie","Guthrie","2113","173","126","5","42","0.0818741126360625",2020-08-31
"Hamilton","Hamilton","3103","279","231","2","46","0.0899129874315179",2020-08-31
"Hancock","Hancock","2126","154","126","2","26","0.0724365004703669",2020-08-31
"Hardin","Hardin","3020","230","166","1","63","0.076158940397351",2020-08-31
"Harrison","Harrison","1972","147","117","1","29","0.0745436105476673",2020-08-31
"Henry","Henry","3524","279","110","4","165","0.0791713961407492",2020-08-31
"Howard","Howard","1560","133","54","2","77","0.0852564102564103",2020-08-31
"Humboldt","Humboldt","1801","153","89","2","62","0.084952803997779",2020-08-31
"Ida","Ida","1091","40","29","0","11","0.0366636113657195",2020-08-31
"Iowa","Iowa","3040","114","89","1","24","0.0375",2020-08-31
"Jackson","Jackson","3125","208","140","1","67","0.06656",2020-08-31
"Jasper","Jasper","5954","586","432","30","124","0.0984212294255962",2020-08-31
"Jefferson","Jefferson","2324","117","77","0","40","0.0503442340791738",2020-08-31
"Johnson","Johnson","31641","3837","1941","26","1870","0.121266710913056",2020-08-31
"Jones","Jones","3016","170","130","2","38","0.0563660477453581",2020-08-31
"Keokuk","Keokuk","1267","60","29","1","30","0.0473559589581689",2020-08-31
"Kossuth","Kossuth","2525","121","79","0","42","0.0479207920792079",2020-08-31
"Lee","Lee","4665","413","94","5","314","0.0885316184351554",2020-08-31
"Linn","Linn","41101","2974","2409","93","472","0.072358336780127",2020-08-31
"Louisa","Louisa","2096","397","362","14","21","0.189408396946565",2020-08-31
"Lucas","Lucas","1137","93","43","5","45","0.0817941952506596",2020-08-31
"Lyon","Lyon","1300","150","129","2","19","0.115384615384615",2020-08-31
"Madison","Madison","2799","164","105","2","57","0.0585923544122901",2020-08-31
"Mahaska","Mahaska","3654","218","146","18","54","0.0596606458675424",2020-08-31
"Marion","Marion","5149","482","206","0","276","0.0936104097883084",2020-08-31
"Marshall","Marshall","9475","1639","1385","32","222","0.172981530343008",2020-08-31
"Mills","Mills","3074","128","84","1","43","0.0416395575797007",2020-08-31
"Mitchell","Mitchell","2212","109","76","0","33","0.0492766726943942",2020-08-31
"Monona","Monona","1349","107","92","1","14","0.0793180133432172",2020-08-31
"Monroe","Monroe","1039","106","59","8","39","0.102021174205967",2020-08-31
"Montgomery","Montgomery","1555","76","61","5","10","0.0488745980707396",2020-08-31
"Muscatine","Muscatine","7846","962","782","51","129","0.12261024725975",2020-08-31
"O'Brien","O'Brien","2312","197","127","7","63","0.0852076124567474",2020-08-31
"Osceola","Osceola","750","99","79","0","20","0.132",2020-08-31
"Page","Page","2233","112","107","0","5","0.0501567398119122",2020-08-31
"Palo Alto","Palo Alto","1706","113","79","0","34","0.0662368112543962",2020-08-31
"Pending Investigation","Pending Investigation","7870","22","1","0","21","0.00279542566709022",2020-08-31
"Plymouth","Plymouth","5011","738","435","18","285","0.147275992815805",2020-08-31
"Pocahontas","Pocahontas","1395","130","110","2","18","0.0931899641577061",2020-08-31
"Polk","Polk","108088","13316","9639","225","3452","0.123195914440086",2020-08-31
"Pottawattamie","Pottawattamie","17563","1631","1334","34","263","0.0928656835392587",2020-08-31
"Poweshiek","Poweshiek","2762","184","155","8","21","0.0666183924692252",2020-08-31
"Ringgold","Ringgold","854","32","27","1","4","0.0374707259953162",2020-08-31
"Sac","Sac","1980","114","82","0","32","0.0575757575757576",2020-08-31
"Scott","Scott","29822","2211","1645","21","545","0.0741398967205419",2020-08-31
"Shelby","Shelby","1870","215","205","1","9","0.114973262032086",2020-08-31
"Sioux","Sioux","5563","895","594","3","298","0.160884414884055",2020-08-31
"Story","Story","24406","2362","1132","16","1214","0.0967794804556257",2020-08-31
"Tama","Tama","3710","622","513","29","80","0.167654986522911",2020-08-31
"Taylor","Taylor","1027","113","102","1","10","0.110029211295034",2020-08-31
"Union","Union","2524","93","68","3","22","0.0368462757527734",2020-08-31
"Van Buren","Van Buren","953","101","33","1","67","0.10598111227702",2020-08-31
"Wapello","Wapello","6778","1084","903","49","132","0.159929182649749",2020-08-31
"Warren","Warren","10042","778","534","5","239","0.0774746066520613",2020-08-31
"Washington","Washington","3616","336","296","11","29","0.0929203539823009",2020-08-31
"Wayne","Wayne","726","50","29","2","19","0.068870523415978",2020-08-31
"Webster","Webster","10184","1006","632","8","366","0.0987824037706206",2020-08-31
"Winnebago","Winnebago","2399","161","78","8","75","0.0671112963734889",2020-08-31
"Winneshiek","Winneshiek","3113","217","113","3","101","0.0697076774815291",2020-08-31
"Woodbury","Woodbury","24401","4132","3606","56","470","0.169337322240892",2020-08-31
"Worth","Worth","1316","79","62","0","17","0.0600303951367781",2020-08-31
"Wright","Wright","3770","519","431","1","87","0.137665782493369",2020-08-31
"Total","Totals","633664","64713","46651","1112","16950","0.102125100999899",2020-08-31
