"","date","Tested","Positive","Recovered","Deaths","Active","New.Pos","New.Test","New.Deaths","Frac.Pos"
"1","2020-07-31",80775,9445,6490,201,2754,NA,NA,NA,NA
"2","2020-08-01",81629,9538,6564,201,2773,93,854,0,0.108899297423888
