"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-06-19,"Adair",12803,993,841,32,22,10,3837,873,0,2021-06-19
"Adams",2021-06-19,"Adams",6205,354,339,4,4,0,1693,344,1,2021-06-19
"Allamakee",2021-06-19,"Allamakee",22795,1586,1470,52,42,10,6601,1526,4,2021-06-19
"Appanoose",2021-06-19,"Appanoose",19251,1469,1236,49,44,5,6454,1290,5,2021-06-19
"Audubon",2021-06-19,"Audubon",13800,553,504,11,10,1,2881,534,19,2021-06-19
"Benton",2021-06-19,"Benton",40109,2764,2516,55,44,11,13711,2598,27,2021-06-19
"Black Hawk",2021-06-19,"Black Hawk",228209,17636,15582,312,288,24,74864,16126,232,2021-06-19
"Boone",2021-06-19,"Boone",46727,2872,2641,34,31,3,14786,2685,10,2021-06-19
"Bremer",2021-06-19,"Bremer",42329,3021,2800,61,51,10,13071,2883,22,2021-06-19
"Buchanan",2021-06-19,"Buchanan",33665,2050,1885,33,27,6,10106,1937,19,2021-06-19
"Buena Vista",2021-06-19,"Buena Vista",47171,4972,4219,40,36,4,15512,4270,11,2021-06-19
"Butler",2021-06-19,"Butler",31176,1755,1618,35,31,4,7498,1662,9,2021-06-19
"Calhoun",2021-06-19,"Calhoun",19727,1443,1376,13,12,1,5619,1389,0,2021-06-19
"Carroll",2021-06-19,"Carroll",39054,3081,2820,52,43,9,11963,2871,-1,2021-06-19
"Cass",2021-06-19,"Cass",21807,1476,1341,55,49,6,6729,1392,-4,2021-06-19
"Cedar",2021-06-19,"Cedar",33695,2016,1884,23,21,2,9780,1922,15,2021-06-19
"Cerro Gordo",2021-06-19,"Cerro Gordo",83600,5984,5374,93,78,15,26923,5539,72,2021-06-19
"Cherokee",2021-06-19,"Cherokee",22257,1696,1551,38,30,8,6310,1593,4,2021-06-19
"Chickasaw",2021-06-19,"Chickasaw",18758,1319,1233,17,14,3,5823,1247,-3,2021-06-19
"Clarke",2021-06-19,"Clarke",14367,1071,980,24,22,2,5229,1009,5,2021-06-19
"Clay",2021-06-19,"Clay",32760,2280,2134,27,22,5,8959,2166,5,2021-06-19
"Clayton",2021-06-19,"Clayton",27218,1800,1655,57,48,9,7682,1711,-1,2021-06-19
"Clinton",2021-06-19,"Clinton",69410,6097,5501,93,79,14,24951,5614,20,2021-06-19
"Crawford",2021-06-19,"Crawford",29885,2929,2641,40,35,5,9273,2685,4,2021-06-19
"Dallas",2021-06-19,"Dallas",136405,12635,11130,99,85,14,57947,11288,59,2021-06-19
"Davis",2021-06-19,"Davis",12010,925,815,25,23,2,3768,852,12,2021-06-19
"Decatur",2021-06-19,"Decatur",10990,632,607,9,9,0,3776,616,0,2021-06-19
"Delaware",2021-06-19,"Delaware",31218,2159,2060,43,38,5,8605,2110,7,2021-06-19
"Des Moines",2021-06-19,"Des Moines",61516,5044,4568,71,59,12,22754,4672,33,2021-06-19
"Dickinson",2021-06-19,"Dickinson",29122,2687,2446,44,38,6,11066,2493,3,2021-06-19
"Dubuque",2021-06-19,"Dubuque",205195,14824,13210,211,195,16,60712,13509,88,2021-06-19
"Emmet",2021-06-19,"Emmet",18145,1436,1300,41,39,2,5516,1357,16,2021-06-19
"Fayette",2021-06-19,"Fayette",38438,1950,1816,43,38,5,9891,1865,6,2021-06-19
"Floyd",2021-06-19,"Floyd",27494,1815,1577,42,32,10,8294,1633,14,2021-06-19
"Franklin",2021-06-19,"Franklin",21638,1345,1192,23,21,2,5851,1234,19,2021-06-19
"Fremont",2021-06-19,"Fremont",8031,662,620,9,7,2,2843,626,-3,2021-06-19
"Greene",2021-06-19,"Greene",15758,829,768,11,10,1,4382,780,1,2021-06-19
"Grundy",2021-06-19,"Grundy",20284,1452,1337,33,27,6,6113,1373,3,2021-06-19
"Guthrie",2021-06-19,"Guthrie",20032,1317,1197,32,26,6,6141,1232,3,2021-06-19
"Hamilton",2021-06-19,"Hamilton",24614,2009,1760,51,46,5,8059,1818,7,2021-06-19
"Hancock",2021-06-19,"Hancock",23312,1601,1462,34,27,7,6525,1502,6,2021-06-19
"Hardin",2021-06-19,"Hardin",37700,2008,1825,44,34,10,9091,1875,6,2021-06-19
"Harrison",2021-06-19,"Harrison",22447,1935,1725,73,69,4,6794,1800,2,2021-06-19
"Henry",2021-06-19,"Henry",38864,3097,2900,37,36,1,11706,2944,7,2021-06-19
"Howard",2021-06-19,"Howard",17841,1099,1023,22,18,4,4881,1049,4,2021-06-19
"Humboldt",2021-06-19,"Humboldt",16205,1246,1169,26,23,3,4971,1196,1,2021-06-19
"Ida",2021-06-19,"Ida",13210,1028,868,35,32,3,3544,916,13,2021-06-19
"Iowa",2021-06-19,"Iowa",31554,1562,1472,24,22,2,8674,1498,2,2021-06-19
"Jackson",2021-06-19,"Jackson",27925,2385,2201,42,39,3,9827,2252,9,2021-06-19
"Jasper",2021-06-19,"Jasper",55404,4562,4131,72,67,5,19607,4211,8,2021-06-19
"Jefferson",2021-06-19,"Jefferson",22492,1457,1301,35,29,6,8394,1335,-1,2021-06-19
"Johnson",2021-06-19,"Johnson",226552,15500,14450,85,77,8,86726,14617,82,2021-06-19
"Jones",2021-06-19,"Jones",28518,3140,2943,57,51,6,10725,3009,9,2021-06-19
"Keokuk",2021-06-19,"Keokuk",16608,1035,932,32,31,1,4544,964,0,2021-06-19
"Kossuth",2021-06-19,"Kossuth",27940,2283,2102,66,57,9,8422,2161,-7,2021-06-19
"Lee",2021-06-19,"Lee",58172,4070,3739,56,43,13,17032,3823,28,2021-06-19
"Linn",2021-06-19,"Linn",313970,22623,20662,339,303,36,126275,21214,213,2021-06-19
"Louisa",2021-06-19,"Louisa",18668,1364,1243,49,42,7,5775,1297,5,2021-06-19
"Lucas",2021-06-19,"Lucas",10136,807,756,23,18,5,4137,779,0,2021-06-19
"Lyon",2021-06-19,"Lyon",17516,1596,1547,41,37,4,5029,1588,0,2021-06-19
"Madison",2021-06-19,"Madison",22496,1788,1620,19,15,4,8396,1646,7,2021-06-19
"Mahaska",2021-06-19,"Mahaska",33497,2433,2259,51,46,5,11203,2323,13,2021-06-19
"Marion",2021-06-19,"Marion",45313,3866,3580,76,65,11,17231,3660,4,2021-06-19
"Marshall",2021-06-19,"Marshall",86854,5241,4780,76,68,8,22875,4866,10,2021-06-19
"Mills",2021-06-19,"Mills",22327,1806,1608,24,21,3,8000,1638,6,2021-06-19
"Mitchell",2021-06-19,"Mitchell",19213,1377,1232,43,40,3,5752,1266,-9,2021-06-19
"Monona",2021-06-19,"Monona",18923,890,801,31,29,2,3980,829,-3,2021-06-19
"Monroe",2021-06-19,"Monroe",10392,1010,927,30,22,8,3769,962,5,2021-06-19
"Montgomery",2021-06-19,"Montgomery",15059,1117,998,38,36,2,4513,1036,0,2021-06-19
"Muscatine",2021-06-19,"Muscatine",60364,5221,4746,106,97,9,23102,4881,29,2021-06-19
"O'Brien",2021-06-19,"O'Brien",27537,2153,1938,61,56,5,6999,1997,-2,2021-06-19
"Osceola",2021-06-19,"Osceola",9751,816,774,16,13,3,2688,789,-1,2021-06-19
"Page",2021-06-19,"Page",22794,2012,1914,22,20,2,6659,1945,9,2021-06-19
"Palo Alto",2021-06-19,"Palo Alto",19993,1196,1110,23,22,1,4749,1135,2,2021-06-19
"Pending Investigation",2021-06-19,"Pending Investigation",8138,980,943,0,0,0,4357,958,15,2021-06-19
"Plymouth",2021-06-19,"Plymouth",40567,4337,3935,81,73,8,13950,4029,13,2021-06-19
"Pocahontas",2021-06-19,"Pocahontas",14397,903,838,22,22,0,3633,858,-2,2021-06-19
"Polk",2021-06-19,"Polk",746178,65646,57314,640,562,78,296668,58239,285,2021-06-19
"Pottawattamie",2021-06-19,"Pottawattamie",126825,12361,11016,174,151,23,50268,11224,34,2021-06-19
"Poweshiek",2021-06-19,"Poweshiek",47954,1648,1530,36,33,3,9430,1570,4,2021-06-19
"Ringgold",2021-06-19,"Ringgold",10629,583,540,24,18,6,2531,564,0,2021-06-19
"Sac",2021-06-19,"Sac",21896,1395,1290,20,19,1,5667,1309,-1,2021-06-19
"Scott",2021-06-19,"Scott",232176,21745,19952,247,223,24,94204,20304,105,2021-06-19
"Shelby",2021-06-19,"Shelby",18261,1378,1279,37,33,4,5821,1316,0,2021-06-19
"Sioux",2021-06-19,"Sioux",48398,5358,5084,74,71,3,17004,5171,13,2021-06-19
"Story",2021-06-19,"Story",170443,11480,10614,48,42,6,59204,10714,52,2021-06-19
"Tama",2021-06-19,"Tama",34579,2247,2034,71,67,4,8941,2118,13,2021-06-19
"Taylor",2021-06-19,"Taylor",9469,690,652,12,10,2,2676,668,4,2021-06-19
"Union",2021-06-19,"Union",18490,1382,1256,35,27,8,6987,1300,9,2021-06-19
"Van Buren",2021-06-19,"Van Buren",9141,590,543,18,15,3,2944,563,2,2021-06-19
"Wapello",2021-06-19,"Wapello",50509,4709,4194,122,118,4,19761,4338,22,2021-06-19
"Warren",2021-06-19,"Warren",83326,6348,5712,91,81,10,30045,5838,35,2021-06-19
"Washington",2021-06-19,"Washington",44510,2745,2503,51,47,4,12697,2571,17,2021-06-19
"Wayne",2021-06-19,"Wayne",7773,585,520,23,18,5,2688,544,1,2021-06-19
"Webster",2021-06-19,"Webster",72763,5444,5042,94,79,15,22292,5153,17,2021-06-19
"Winnebago",2021-06-19,"Winnebago",19055,1560,1398,31,26,5,6767,1445,16,2021-06-19
"Winneshiek",2021-06-19,"Winneshiek",42209,2067,1935,35,30,5,10984,1987,17,2021-06-19
"Woodbury",2021-06-19,"Woodbury",155708,16552,14972,230,211,19,63631,15238,36,2021-06-19
"Worth",2021-06-19,"Worth",14372,805,747,8,7,1,4136,760,5,2021-06-19
"Wright",2021-06-19,"Wright",21801,1932,1816,40,33,7,8241,1858,2,2021-06-19
"Total",2021-06-19,"Totals",5146782,403732,364941,6109,5397,712,1784095,372964,1914,2021-06-19
