"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Jackson","Jackson","6462","1443","795","13","635","0.22330547818013",2020-11-29
"Jasper","Jasper","12406","2176","1305","43","828","0.175399000483637",2020-11-29
"Jefferson","Jefferson","5294","712","287","2","423","0.13449187759728",2020-11-29
"Johnson","Johnson","58337","9517","6229","36","3252","0.163138317020073",2020-11-29
"Jones","Jones","7551","2307","600","13","1694","0.305522447357966",2020-11-29
"Keokuk","Keokuk","2902","598","215","7","376","0.206064782908339",2020-11-29
"Kossuth","Kossuth","5552","1063","517","6","540","0.191462536023055",2020-11-29
"Lee","Lee","11257","2035","1098","17","920","0.180776405791952",2020-11-29
"Linn","Linn","85546","14255","6667","164","7424","0.166635494353915",2020-11-29
"Louisa","Louisa","4028","860","551","16","293","0.213505461767627",2020-11-29
"Lucas","Lucas","2520","323","215","6","102","0.128174603174603",2020-11-29
"Lyon","Lyon","3304","1029","596","8","425","0.311440677966102",2020-11-29
"Madison","Madison","5163","681","396","4","281","0.131900058105752",2020-11-29
"Mahaska","Mahaska","7342","1267","771","27","469","0.172568782348134",2020-11-29
"Marion","Marion","10779","2043","1164","20","859","0.18953520734762",2020-11-29
"Marshall","Marshall","15461","3481","2250","46","1185","0.225147144427915",2020-11-29
"Mills","Mills","5849","1047","485","7","555","0.179004958112498",2020-11-29
"Mitchell","Mitchell","4132","790","326","4","460","0.191190706679574",2020-11-29
"Monona","Monona","2719","433","277","2","154","0.159249724163295",2020-11-29
"Monroe","Monroe","2192","444","269","12","163","0.202554744525547",2020-11-29
"Montgomery","Montgomery","2963","464","211","11","242","0.156598042524468",2020-11-29
"Muscatine","Muscatine","15357","2873","1576","68","1229","0.187080810054047",2020-11-29
"O'Brien","O'Brien","4895","1290","810","30","450","0.263534218590398",2020-11-29
"Osceola","Osceola","1817","523","324","1","198","0.287837094111172",2020-11-29
"Page","Page","4553","1132","458","4","670","0.248627278717329",2020-11-29
"Palo Alto","Palo Alto","3357","655","353","4","298","0.195114685731308",2020-11-29
"Pending Investigation","Pending Investigation","8318","663","2","0","661","0.079706660254869",2020-11-29
"Plymouth","Plymouth","10027","2748","1831","42","875","0.274060037897676",2020-11-29
"Pocahontas","Pocahontas","2703","558","263","4","291","0.206437291897891",2020-11-29
"Polk","Polk","195857","33464","20639","334","12491","0.17085935146561",2020-11-29
"Pottawattamie","Pottawattamie","34371","6302","3578","70","2654","0.183352244624829",2020-11-29
"Poweshiek","Poweshiek","6154","991","535","13","443","0.161033474163146",2020-11-29
"Ringgold","Ringgold","1716","211","104","2","105","0.122960372960373",2020-11-29
"Sac","Sac","4043","858","434","8","416","0.212218649517685",2020-11-29
"Scott","Scott","61984","11190","5349","85","5756","0.180530459473412",2020-11-29
"Shelby","Shelby","3713","765","441","11","313","0.206032857527606",2020-11-29
"Sioux","Sioux","11867","3696","2665","25","1006","0.31145192550771",2020-11-29
"Story","Story","41491","6783","4259","21","2503","0.163481236894748",2020-11-29
"Tama","Tama","6355","1540","1019","40","481","0.242328874901652",2020-11-29
"Taylor","Taylor","1903","464","272","3","189","0.243825538623226",2020-11-29
"Union","Union","4954","768","302","6","460","0.155026241421074",2020-11-29
"Van Buren","Van Buren","1942","355","209","5","141","0.182801235839341",2020-11-29
"Wapello","Wapello","11921","2555","1604","71","880","0.214327657075749",2020-11-29
"Warren","Warren","19653","2799","1438","11","1350","0.142421004426805",2020-11-29
"Washington","Washington","8386","1406","741","14","651","0.167660386358216",2020-11-29
"Wayne","Wayne","1627","298","156","7","135","0.183159188690842",2020-11-29
"Webster","Webster","16822","3579","2061","33","1485","0.212757103792652",2020-11-29
"Winnebago","Winnebago","4556","929","528","23","378","0.203906935908692",2020-11-29
"Winneshiek","Winneshiek","6883","972","551","12","409","0.141217492372512",2020-11-29
"Woodbury","Woodbury","44701","10331","7744","124","2463","0.231113397910561",2020-11-29
"Worth","Worth","2607","362","164","0","198","0.13885692366705",2020-11-29
"Wright","Wright","6129","1236","823","6","407","0.201664219285365",2020-11-29
"Total","Totals","1208053","227796","131098","2375","94323","0.188564574567507",2020-11-29
