"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"83","Scott",95851,20396,20080,250,66,0.21278859897132,2021-07-17
"84","Shelby",5883,1316,1270,38,8,0.223695393506714,2021-07-17
"85","Sioux",17198,5189,5109,74,6,0.301721130363996,2021-07-17
"86","Story",59900,10801,10702,48,51,0.180317195325543,2021-07-17
"87","Tama",9070,2131,2052,72,7,0.234950385887541,2021-07-17
"88","Taylor",2714,669,659,12,-2,0.246499631540162,2021-07-17
"89","Union",7082,1295,1261,35,-1,0.182857949731714,2021-07-17
"90","Van Buren",3005,567,550,18,-1,0.188685524126456,2021-07-17
"91","Wapello",20097,4363,4222,123,18,0.217097079166045,2021-07-17
"92","Warren",30511,5912,5784,92,36,0.193766182688211,2021-07-17
"93","Washington",12924,2597,2545,51,1,0.200943980191891,2021-07-17
"94","Wayne",2758,561,528,23,10,0.203408266860044,2021-07-17
"95","Webster",22687,5331,5059,95,177,0.23498038524265,2021-07-17
"96","Winnebago",6873,1455,1417,31,7,0.211697948494107,2021-07-17
"97","Winneshiek",11178,2006,1945,35,26,0.179459652889605,2021-07-17
"98","Woodbury",64457,15292,15002,230,60,0.237243433606901,2021-07-17
"99","Worth",4207,756,746,8,2,0.179700499168053,2021-07-17
"100","Wright",8331,1883,1821,40,22,0.226023286520226,2021-07-17
"101","Totals",1812055,375859,367308,6158,2393,0.207421408290587,2021-07-17
