"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-04-17,"Adair",12089,963,804,32,22,10,3634,844,8,2021-04-17
"Adams",2021-04-17,"Adams",5414,339,315,4,4,0,1590,328,9,2021-04-17
"Allamakee",2021-04-17,"Allamakee",20655,1541,1425,51,41,10,6215,1490,14,2021-04-17
"Appanoose",2021-04-17,"Appanoose",17300,1437,1199,47,43,4,6045,1266,20,2021-04-17
"Audubon",2021-04-17,"Audubon",11876,511,466,9,8,1,2651,493,18,2021-04-17
"Benton",2021-04-17,"Benton",36212,2654,2397,55,44,11,12870,2499,47,2021-04-17
"Black Hawk",2021-04-17,"Black Hawk",207967,16948,14842,306,283,23,70670,15532,384,2021-04-17
"Boone",2021-04-17,"Boone",43169,2765,2456,33,31,2,13954,2579,90,2021-04-17
"Bremer",2021-04-17,"Bremer",38213,2931,2679,60,51,9,12370,2791,52,2021-04-17
"Buchanan",2021-04-17,"Buchanan",30089,1987,1779,31,26,5,9542,1885,75,2021-04-17
"Buena Vista",2021-04-17,"Buena Vista",44106,4858,4120,40,36,4,14832,4216,56,2021-04-17
"Butler",2021-04-17,"Butler",28825,1712,1567,34,30,4,7071,1625,24,2021-04-17
"Calhoun",2021-04-17,"Calhoun",17893,1382,1305,11,11,0,5324,1332,16,2021-04-17
"Carroll",2021-04-17,"Carroll",35535,2997,2687,51,43,8,11443,2790,52,2021-04-17
"Cass",2021-04-17,"Cass",20231,1422,1270,54,48,6,6361,1343,19,2021-04-17
"Cedar",2021-04-17,"Cedar",29950,1919,1739,23,21,2,9204,1839,77,2021-04-17
"Cerro Gordo",2021-04-17,"Cerro Gordo",74370,5600,4973,86,72,14,25048,5213,154,2021-04-17
"Cherokee",2021-04-17,"Cherokee",20487,1669,1471,38,30,8,6068,1569,60,2021-04-17
"Chickasaw",2021-04-17,"Chickasaw",17027,1291,1199,15,13,2,5474,1225,11,2021-04-17
"Clarke",2021-04-17,"Clarke",13092,1042,947,23,22,1,4895,981,11,2021-04-17
"Clay",2021-04-17,"Clay",29436,2211,1900,25,20,5,8493,2103,178,2021-04-17
"Clayton",2021-04-17,"Clayton",24226,1758,1568,55,46,9,7144,1668,45,2021-04-17
"Clinton",2021-04-17,"Clinton",61041,5825,5017,90,78,12,22949,5366,259,2021-04-17
"Crawford",2021-04-17,"Crawford",26848,2858,2543,40,35,5,8875,2622,39,2021-04-17
"Dallas",2021-04-17,"Dallas",124183,12180,10371,96,84,12,54566,10884,417,2021-04-17
"Davis",2021-04-17,"Davis",10731,870,752,24,23,1,3479,799,23,2021-04-17
"Decatur",2021-04-17,"Decatur",10247,602,574,9,9,0,3565,589,6,2021-04-17
"Delaware",2021-04-17,"Delaware",27280,2069,1850,39,35,4,8098,2025,136,2021-04-17
"Des Moines",2021-04-17,"Des Moines",54334,4745,4273,65,54,11,21248,4407,69,2021-04-17
"Dickinson",2021-04-17,"Dickinson",25928,2587,2109,43,37,6,10547,2412,260,2021-04-17
"Dubuque",2021-04-17,"Dubuque",183744,14360,12341,202,188,14,57470,13127,584,2021-04-17
"Emmet",2021-04-17,"Emmet",16514,1359,1138,40,38,2,5154,1284,106,2021-04-17
