"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-07-06,"Adair",12907,996,842,32,22,10,3868,876,2,2021-07-06
"Adams",2021-07-06,"Adams",6297,359,342,4,4,0,1711,349,3,2021-07-06
"Allamakee",2021-07-06,"Allamakee",23083,1593,1473,52,42,10,6669,1532,7,2021-07-06
"Appanoose",2021-07-06,"Appanoose",19505,1470,1243,49,44,5,6506,1291,-1,2021-07-06
"Audubon",2021-07-06,"Audubon",14081,556,520,11,10,1,2913,536,5,2021-07-06
"Benton",2021-07-06,"Benton",40757,2785,2527,55,44,11,13868,2618,36,2021-07-06
"Black Hawk",2021-07-06,"Black Hawk",232386,17887,15700,316,292,24,75707,16352,336,2021-07-06
"Boone",2021-07-06,"Boone",47069,2879,2653,34,31,3,14859,2686,-1,2021-07-06
"Bremer",2021-07-06,"Bremer",43322,3032,2814,62,52,10,13169,2896,20,2021-07-06
"Buchanan",2021-07-06,"Buchanan",34144,2061,1893,34,27,7,10199,1943,16,2021-07-06
"Buena Vista",2021-07-06,"Buena Vista",47529,4979,4224,40,36,4,15599,4274,10,2021-07-06
"Butler",2021-07-06,"Butler",31505,1766,1622,35,31,4,7563,1672,15,2021-07-06
"Calhoun",2021-07-06,"Calhoun",19938,1451,1376,13,12,1,5660,1395,6,2021-07-06
"Carroll",2021-07-06,"Carroll",39450,3088,2819,52,43,9,12041,2873,2,2021-07-06
"Cass",2021-07-06,"Cass",21929,1479,1341,55,49,6,6760,1393,-3,2021-07-06
"Cedar",2021-07-06,"Cedar",34199,2018,1893,23,21,2,9865,1924,8,2021-07-06
"Cerro Gordo",2021-07-06,"Cerro Gordo",84963,6019,5416,97,80,17,27187,5562,49,2021-07-06
"Cherokee",2021-07-06,"Cherokee",22474,1703,1554,38,30,8,6370,1599,7,2021-07-06
"Chickasaw",2021-07-06,"Chickasaw",19001,1324,1234,17,14,3,5882,1252,1,2021-07-06
"Clarke",2021-07-06,"Clarke",14521,1078,986,24,22,2,5269,1016,6,2021-07-06
"Clay",2021-07-06,"Clay",33108,2283,2139,27,22,5,9013,2168,2,2021-07-06
"Clayton",2021-07-06,"Clayton",27572,1801,1661,57,48,9,7773,1713,-5,2021-07-06
"Clinton",2021-07-06,"Clinton",70201,6096,5523,93,79,14,25173,5618,2,2021-07-06
"Crawford",2021-07-06,"Crawford",30139,2936,2647,41,35,6,9317,2690,2,2021-07-06
"Dallas",2021-07-06,"Dallas",137907,12652,11174,99,85,14,58424,11305,32,2021-07-06
"Davis",2021-07-06,"Davis",12130,926,825,25,23,2,3793,853,3,2021-07-06
