"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-05-05,"Adair",12362,980,809,32,22,10,3706,860,19,2021-05-05
"Adams",2021-05-05,"Adams",5678,349,323,4,4,0,1633,337,10,2021-05-05
"Allamakee",2021-05-05,"Allamakee",21364,1556,1441,51,41,10,6336,1501,9,2021-05-05
"Appanoose",2021-05-05,"Appanoose",18067,1452,1212,47,43,4,6177,1277,18,2021-05-05
"Audubon",2021-05-05,"Audubon",12337,520,478,9,8,1,2737,499,12,2021-05-05
"Benton",2021-05-05,"Benton",37560,2708,2433,55,44,11,13196,2549,61,2021-05-05
"Black Hawk",2021-05-05,"Black Hawk",215729,17185,15091,307,284,23,72115,15733,335,2021-05-05
"Boone",2021-05-05,"Boone",44672,2806,2516,34,31,3,14274,2620,70,2021-05-05
"Bremer",2021-05-05,"Bremer",39634,2956,2714,60,51,9,12597,2822,48,2021-05-05
"Buchanan",2021-05-05,"Buchanan",31513,2008,1829,31,26,5,9752,1903,43,2021-05-05
"Buena Vista",2021-05-05,"Buena Vista",45402,4890,4162,40,36,4,15074,4240,38,2021-05-05
"Butler",2021-05-05,"Butler",29758,1730,1579,34,30,4,7239,1636,23,2021-05-05
"Calhoun",2021-05-05,"Calhoun",18540,1403,1318,13,12,1,5420,1351,20,2021-05-05
"Carroll",2021-05-05,"Carroll",36861,3056,2720,52,43,9,11658,2841,69,2021-05-05
"Cass",2021-05-05,"Cass",20890,1458,1286,54,48,6,6520,1376,36,2021-05-05
"Cedar",2021-05-05,"Cedar",31618,1976,1789,23,21,2,9452,1887,75,2021-05-05
"Cerro Gordo",2021-05-05,"Cerro Gordo",77103,5757,5062,89,74,15,25695,5340,189,2021-05-05
"Cherokee",2021-05-05,"Cherokee",21014,1685,1512,38,30,8,6148,1583,33,2021-05-05
"Chickasaw",2021-05-05,"Chickasaw",17650,1304,1208,15,13,2,5589,1235,12,2021-05-05
"Clarke",2021-05-05,"Clarke",13492,1052,957,24,22,2,4994,993,12,2021-05-05
"Clay",2021-05-05,"Clay",30940,2252,2036,25,20,5,8666,2144,83,2021-05-05
"Clayton",2021-05-05,"Clayton",25271,1771,1595,56,47,9,7352,1684,33,2021-05-05
"Clinton",2021-05-05,"Clinton",64057,5978,5189,92,79,13,23646,5505,224,2021-05-05
"Crawford",2021-05-05,"Crawford",28038,2885,2568,40,35,5,9006,2639,31,2021-05-05
"Dallas",2021-05-05,"Dallas",129107,12402,10678,97,84,13,55782,11088,313,2021-05-05
"Davis",2021-05-05,"Davis",11197,882,773,24,23,1,3579,809,12,2021-05-05
"Decatur",2021-05-05,"Decatur",10450,619,581,9,9,0,3624,600,10,2021-05-05
"Delaware",2021-05-05,"Delaware",28748,2123,1940,40,36,4,8324,2080,100,2021-05-05
"Des Moines",2021-05-05,"Des Moines",56600,4855,4320,66,55,11,21702,4502,116,2021-05-05
"Dickinson",2021-05-05,"Dickinson",27094,2660,2311,43,37,6,10767,2473,119,2021-05-05
"Dubuque",2021-05-05,"Dubuque",192114,14577,12695,207,191,16,58619,13303,401,2021-05-05
"Emmet",2021-05-05,"Emmet",17226,1405,1215,40,38,2,5314,1330,75,2021-05-05
"Fayette",2021-05-05,"Fayette",36605,1924,1789,41,36,5,9552,1843,13,2021-05-05
"Floyd",2021-05-05,"Floyd",25965,1768,1494,42,32,10,7953,1593,57,2021-05-05
"Franklin",2021-05-05,"Franklin",19638,1261,1098,21,19,2,5468,1162,43,2021-05-05
"Fremont",2021-05-05,"Fremont",7386,655,592,9,7,2,2724,619,18,2021-05-05
"Greene",2021-05-05,"Greene",15091,821,750,10,10,0,4249,773,13,2021-05-05
"Grundy",2021-05-05,"Grundy",19494,1439,1316,32,27,5,5931,1359,11,2021-05-05
"Guthrie",2021-05-05,"Guthrie",18750,1288,1145,29,24,5,5871,1203,29,2021-05-05
"Hamilton",2021-05-05,"Hamilton",23560,1976,1725,49,45,4,7758,1789,15,2021-05-05
"Hancock",2021-05-05,"Hancock",21607,1563,1386,34,27,7,6220,1464,44,2021-05-05
"Hardin",2021-05-05,"Hardin",35197,1974,1732,43,34,9,8721,1844,69,2021-05-05
"Harrison",2021-05-05,"Harrison",21578,1921,1659,73,69,4,6623,1791,59,2021-05-05
"Henry",2021-05-05,"Henry",36510,3054,2811,37,36,1,11264,2898,50,2021-05-05
"Howard",2021-05-05,"Howard",16968,1084,1003,22,18,4,4729,1040,15,2021-05-05
"Humboldt",2021-05-05,"Humboldt",15566,1234,1153,26,23,3,4839,1187,8,2021-05-05
"Ida",2021-05-05,"Ida",12659,1013,842,34,32,2,3420,903,27,2021-05-05
"Iowa",2021-05-05,"Iowa",29958,1544,1424,24,22,2,8390,1479,31,2021-05-05
"Jackson",2021-05-05,"Jackson",25916,2334,2126,42,39,3,9419,2206,38,2021-05-05
