"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Hardin","Hardin","3273","258","189","1","68","0.078826764436297",2020-09-12
"Harrison","Harrison","2192","160","142","2","16","0.072992700729927",2020-09-12
"Henry","Henry","4440","458","162","4","292","0.103153153153153",2020-09-12
"Howard","Howard","1794","165","81","4","80","0.0919732441471572",2020-09-12
"Humboldt","Humboldt","2006","163","99","2","62","0.0812562313060818",2020-09-12
"Ida","Ida","1279","65","34","0","31","0.0508209538702111",2020-09-12
"Iowa","Iowa","3438","154","100","1","53","0.0447934845840605",2020-09-12
"Jackson","Jackson","3442","260","170","2","88","0.0755374782103428",2020-09-12
"Jasper","Jasper","6772","667","476","31","160","0.0984937979917306",2020-09-12
"Jefferson","Jefferson","2527","126","92","1","33","0.0498614958448753",2020-09-12
"Johnson","Johnson","35882","4766","2198","26","2542","0.132824257287777",2020-09-12
"Jones","Jones","3416","212","146","3","63","0.0620608899297424",2020-09-12
"Keokuk","Keokuk","1447","80","40","1","39","0.055286800276434",2020-09-12
"Kossuth","Kossuth","2861","158","105","0","53","0.0552254456483747",2020-09-12
"Lee","Lee","5484","536","168","6","362","0.0977388767323122",2020-09-12
"Linn","Linn","44990","3446","2736","100","610","0.0765947988441876",2020-09-12
"Louisa","Louisa","2252","404","363","14","27","0.179396092362345",2020-09-12
"Lucas","Lucas","1368","117","72","6","39","0.0855263157894737",2020-09-12
"Lyon","Lyon","1450","182","152","3","27","0.12551724137931",2020-09-12
"Madison","Madison","3090","179","145","2","32","0.0579288025889968",2020-09-12
"Mahaska","Mahaska","4235","287","182","18","87","0.0677685950413223",2020-09-12
"Marion","Marion","6070","643","355","3","285","0.105930807248764",2020-09-12
"Marshall","Marshall","10161","1737","1483","32","222","0.170947741364039",2020-09-12
"Mills","Mills","3296","145","100","1","44","0.0439927184466019",2020-09-12
"Mitchell","Mitchell","2488","158","82","0","76","0.0635048231511254",2020-09-12
"Monona","Monona","1492","113","93","1","19","0.0757372654155496",2020-09-12
"Monroe","Monroe","1212","130","74","8","48","0.107260726072607",2020-09-12
"Montgomery","Montgomery","1687","83","78","5","0","0.0491997628927089",2020-09-12
"Muscatine","Muscatine","8617","1028","849","52","127","0.119299059997679",2020-09-12
"O'Brien","O'Brien","2536","246","148","8","90","0.0970031545741325",2020-09-12
"Osceola","Osceola","796","103","90","0","13","0.129396984924623",2020-09-12
"Page","Page","2414","133","116","0","17","0.0550952775476388",2020-09-12
"Palo Alto","Palo Alto","1891","137","102","0","35","0.0724484399788472",2020-09-12
"Pending Investigation","Pending Investigation","1345","22","0","0","22","0.0163568773234201",2020-09-12
"Plymouth","Plymouth","5743","904","504","20","380","0.157409019676127",2020-09-12
"Pocahontas","Pocahontas","1528","143","115","2","26","0.093586387434555",2020-09-12
"Polk","Polk","118924","14478","10869","251","3358","0.121741616494568",2020-09-12
"Pottawattamie","Pottawattamie","19008","1774","1540","36","198","0.0933291245791246",2020-09-12
"Poweshiek","Poweshiek","3114","212","173","8","31","0.0680796403339756",2020-09-12
"Ringgold","Ringgold","1001","35","30","2","3","0.034965034965035",2020-09-12
"Sac","Sac","2261","137","91","0","46","0.0605926581158779",2020-09-12
"Scott","Scott","32944","2493","1876","25","592","0.0756738708110733",2020-09-12
"Shelby","Shelby","2098","229","221","1","7","0.109151572926597",2020-09-12
"Sioux","Sioux","6153","1059","700","3","356","0.172111165285227",2020-09-12
"Story","Story","27584","3091","1366","17","1708","0.112057714617169",2020-09-12
"Tama","Tama","4065","666","542","30","94","0.163837638376384",2020-09-12
"Taylor","Taylor","1100","114","108","1","5","0.103636363636364",2020-09-12
"Union","Union","2740","100","83","3","14","0.0364963503649635",2020-09-12
"Van Buren","Van Buren","1095","108","40","1","67","0.0986301369863014",2020-09-12
"Wapello","Wapello","7472","1177","1013","56","108","0.157521413276231",2020-09-12
"Warren","Warren","11249","894","597","6","291","0.079473730998311",2020-09-12
"Washington","Washington","4256","388","318","11","59","0.0911654135338346",2020-09-12
"Wayne","Wayne","945","71","44","2","25","0.0751322751322751",2020-09-12
"Webster","Webster","11015","1126","690","13","423","0.102224239673173",2020-09-12
"Winnebago","Winnebago","2638","190","113","10","67","0.0720242608036391",2020-09-12
"Winneshiek","Winneshiek","3496","257","141","5","111","0.073512585812357",2020-09-12
"Woodbury","Woodbury","26527","4475","3779","58","638","0.168696045538508",2020-09-12
"Worth","Worth","1459","94","72","0","22","0.0644276901987663",2020-09-12
"Wright","Wright","4003","536","481","1","54","0.133899575318511",2020-09-12
"Total","Totals","694371","73495","52930","1216","19349","0.105843994060812",2020-09-12
