"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Harrison","Harrison","1890","140","110","1","29","0.0740740740740741",2020-08-27
"Henry","Henry","3240","216","106","4","106","0.0666666666666667",2020-08-27
"Howard","Howard","1494","115","52","2","61","0.0769745649263722",2020-08-27
"Humboldt","Humboldt","1756","101","87","2","12","0.0575170842824601",2020-08-27
"Ida","Ida","1071","39","29","0","10","0.0364145658263305",2020-08-27
"Iowa","Iowa","2994","109","84","1","24","0.0364061456245825",2020-08-27
"Jackson","Jackson","3043","189","132","1","56","0.0621097601051594",2020-08-27
"Jasper","Jasper","5756","538","426","30","82","0.0934676858929812",2020-08-27
"Jefferson","Jefferson","2270","110","75","0","35","0.0484581497797357",2020-08-27
"Johnson","Johnson","29873","3058","1872","26","1160","0.102366685635858",2020-08-27
"Jones","Jones","2953","165","121","2","42","0.0558753809685066",2020-08-27
"Keokuk","Keokuk","1239","53","27","1","25","0.0427764326069411",2020-08-27
"Kossuth","Kossuth","2439","115","77","0","38","0.047150471504715",2020-08-27
"Lee","Lee","4348","329","87","5","237","0.0756669733210672",2020-08-27
"Linn","Linn","40156","2833","2325","92","416","0.0705498555633031",2020-08-27
"Louisa","Louisa","2055","386","361","14","11","0.187834549878345",2020-08-27
"Lucas","Lucas","1092","85","38","5","42","0.0778388278388278",2020-08-27
"Lyon","Lyon","1270","140","124","2","14","0.110236220472441",2020-08-27
"Madison","Madison","2717","154","96","2","56","0.0566801619433198",2020-08-27
"Mahaska","Mahaska","3519","203","134","18","51","0.0576868428530833",2020-08-27
"Marion","Marion","4802","381","199","0","182","0.0793419408579758",2020-08-27
"Marshall","Marshall","9402","1598","1361","29","208","0.169963837481387",2020-08-27
"Mills","Mills","3025","121","78","1","42","0.04",2020-08-27
"Mitchell","Mitchell","2140","93","76","0","17","0.0434579439252336",2020-08-27
"Monona","Monona","1313","105","89","1","15","0.07996953541508",2020-08-27
"Monroe","Monroe","989","93","58","8","27","0.0940343781597573",2020-08-27
"Montgomery","Montgomery","1516","70","59","4","7","0.0461741424802111",2020-08-27
"Muscatine","Muscatine","7714","941","751","49","141","0.121985999481462",2020-08-27
"O'Brien","O'Brien","2221","175","125","7","43","0.0787933363349842",2020-08-27
"Osceola","Osceola","726","92","78","0","14","0.126721763085399",2020-08-27
"Page","Page","2190","107","106","0","1","0.0488584474885845",2020-08-27
"Palo Alto","Palo Alto","1666","107","74","0","33","0.0642256902761104",2020-08-27
"Pending Investigation","Pending Investigation","7640","19","0","0","19","0.0024869109947644",2020-08-27
"Plymouth","Plymouth","4816","661","427","17","217","0.137250830564784",2020-08-27
"Pocahontas","Pocahontas","1374","124","110","2","12","0.0902474526928675",2020-08-27
"Polk","Polk","104538","12149","9377","221","2551","0.116216112801087",2020-08-27
"Pottawattamie","Pottawattamie","17282","1551","1272","34","245","0.0897465571114454",2020-08-27
"Poweshiek","Poweshiek","2476","179","148","8","23","0.0722940226171244",2020-08-27
"Ringgold","Ringgold","828","30","25","1","4","0.036231884057971",2020-08-27
"Sac","Sac","1918","103","81","0","22","0.0537017726798749",2020-08-27
"Scott","Scott","29014","2069","1584","19","466","0.0713104018749569",2020-08-27
"Shelby","Shelby","1856","211","196","1","14","0.113685344827586",2020-08-27
"Sioux","Sioux","5383","847","584","3","260","0.157347204161248",2020-08-27
"Story","Story","23395","1879","1101","16","762","0.0803163069031844",2020-08-27
"Tama","Tama","3675","602","507","29","66","0.163809523809524",2020-08-27
"Taylor","Taylor","1007","107","101","0","6","0.106256206554121",2020-08-27
"Union","Union","2449","91","64","3","24","0.037158023683136",2020-08-27
"Van Buren","Van Buren","904","49","30","1","18","0.0542035398230089",2020-08-27
"Wapello","Wapello","6602","1042","898","46","98","0.157830960315056",2020-08-27
"Warren","Warren","9759","686","511","5","170","0.0702940875089661",2020-08-27
"Washington","Washington","3538","320","293","11","16","0.0904465799886942",2020-08-27
"Wayne","Wayne","697","39","26","2","11","0.0559540889526542",2020-08-27
"Webster","Webster","10026","712","618","8","86","0.071015360063834",2020-08-27
"Winnebago","Winnebago","2284","149","73","6","70","0.0652364273204904",2020-08-27
"Winneshiek","Winneshiek","2998","197","96","1","100","0.0657104736490994",2020-08-27
"Woodbury","Woodbury","24016","4012","3571","54","387","0.167055296469021",2020-08-27
"Worth","Worth","1284","76","58","0","18","0.059190031152648",2020-08-27
"Wright","Wright","3737","496","430","1","65","0.132726786192133",2020-08-27
"Total","Totals","614975","59170","45355","1077","12738","0.0962152933046059",2020-08-27
