"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Adair",2021-01-23,"Adair",3156,696,580,20,16,4,96,0.220532319391635
"Adams",2021-01-23,"Adams",1374,298,253,3,3,0,42,0.21688500727802
"Allamakee",2021-01-23,"Allamakee",5226,1306,1125,30,26,4,151,0.24990432453119
"Appanoose",2021-01-23,"Appanoose",5186,1122,937,40,39,1,145,0.216351716158889
"Audubon",2021-01-23,"Audubon",2230,422,361,8,8,0,53,0.189237668161435
"Benton",2021-01-23,"Benton",10911,2122,1934,50,40,10,138,0.194482632206031
"Black Hawk",2021-01-23,"Black Hawk",60869,14042,12563,243,229,14,1236,0.23069214214132
"Boone",2021-01-23,"Boone",11859,2226,1807,17,15,2,402,0.18770554009613
"Bremer",2021-01-23,"Bremer",10363,2495,2253,48,44,4,194,0.240760397568272
"Buchanan",2021-01-23,"Buchanan",8133,1620,1405,24,22,2,191,0.199188491331612
"Buena Vista",2021-01-23,"Buena Vista",13460,3961,3639,30,27,3,292,0.294279346210996
"Butler",2021-01-23,"Butler",6058,1509,1246,24,21,3,239,0.249092109607131
"Calhoun",2021-01-23,"Calhoun",4747,1233,1159,9,9,0,65,0.259742995576153
"Carroll",2021-01-23,"Carroll",10155,2581,2283,34,28,6,264,0.254160512063023
"Cass",2021-01-23,"Cass",5491,1147,981,43,41,2,123,0.20888727007831
"Cedar",2021-01-23,"Cedar",7849,1554,1331,19,18,1,204,0.197987004713976
"Cerro Gordo",2021-01-23,"Cerro Gordo",21077,4725,4218,72,61,11,435,0.224178013948854
"Cherokee",2021-01-23,"Cherokee",5286,1399,1199,27,23,4,173,0.264661369655694
"Chickasaw",2021-01-23,"Chickasaw",4653,1136,1014,12,11,1,110,0.244143563292499
"Clarke",2021-01-23,"Clarke",4129,808,646,7,7,0,155,0.195689028820538
"Clay",2021-01-23,"Clay",7279,1716,1508,21,17,4,187,0.23574666849842
"Clayton",2021-01-23,"Clayton",6085,1536,1345,49,41,8,142,0.252423993426458
"Clinton",2021-01-23,"Clinton",19063,4565,4017,67,61,6,481,0.239469128678592
"Crawford",2021-01-23,"Crawford",7808,2339,2062,24,21,3,253,0.299564549180328
"Dallas",2021-01-23,"Dallas",46491,9066,7692,72,61,11,1302,0.195005484932568
"Davis",2021-01-23,"Davis",2795,701,623,21,20,1,57,0.250805008944544
"Decatur",2021-01-23,"Decatur",2980,495,415,4,4,0,76,0.166107382550336
"Delaware",2021-01-23,"Delaware",6930,1760,1578,36,32,4,146,0.253968253968254
"Des Moines",2021-01-23,"Des Moines",18414,3923,3431,43,39,4,449,0.213044422721842
"Dickinson",2021-01-23,"Dickinson",9147,1883,1660,29,26,3,194,0.205859844757844
"Dubuque",2021-01-23,"Dubuque",50628,11564,10353,159,150,9,1052,0.228411155882121
"Emmet",2021-01-23,"Emmet",4444,1112,962,32,31,1,118,0.25022502250225
"Fayette",2021-01-23,"Fayette",7950,1652,1326,24,22,2,302,0.207798742138365
"Floyd",2021-01-23,"Floyd",6732,1408,1239,36,28,8,133,0.209150326797386
"Franklin",2021-01-23,"Franklin",4488,1032,850,18,17,1,164,0.229946524064171
"Fremont",2021-01-23,"Fremont",2364,524,454,6,4,2,64,0.22165820642978
"Greene",2021-01-23,"Greene",3657,697,634,7,7,0,56,0.190593382554006
"Grundy",2021-01-23,"Grundy",4998,1221,1060,28,23,5,133,0.244297719087635
"Guthrie",2021-01-23,"Guthrie",4921,1041,917,24,19,5,100,0.211542369437106
"Hamilton",2021-01-23,"Hamilton",6550,1622,1428,30,29,1,164,0.24763358778626
"Hancock",2021-01-23,"Hancock",5160,1314,1133,24,19,5,157,0.254651162790698
"Hardin",2021-01-23,"Hardin",7228,1569,1425,30,27,3,114,0.217072495849474
"Harrison",2021-01-23,"Harrison",5752,1581,1365,62,58,4,154,0.274860917941586
"Henry",2021-01-23,"Henry",9676,2669,2428,31,31,0,210,0.275837122778007
"Howard",2021-01-23,"Howard",3814,852,669,19,15,4,164,0.223387519664394
"Humboldt",2021-01-23,"Humboldt",4208,1064,927,19,16,3,118,0.252851711026616
"Ida",2021-01-23,"Ida",2813,758,676,30,29,1,52,0.269463206541059
"Iowa",2021-01-23,"Iowa",7069,1275,1106,22,21,1,147,0.180364973829396
"Jackson",2021-01-23,"Jackson",7835,1944,1735,31,30,1,178,0.248117421825144
"Jasper",2021-01-23,"Jasper",15490,3302,2772,59,57,2,471,0.213169786959329
"Jefferson",2021-01-23,"Jefferson",6585,1221,969,25,22,3,227,0.185421412300683
"Johnson",2021-01-23,"Johnson",69274,12252,10722,52,48,4,1478,0.176862892282819
"Jones",2021-01-23,"Jones",8680,2744,2561,50,48,2,133,0.316129032258064
"Keokuk",2021-01-23,"Keokuk",3565,861,767,26,26,0,68,0.241514726507714
"Kossuth",2021-01-23,"Kossuth",6806,1785,1527,44,41,3,214,0.262268586541287
"Lee",2021-01-23,"Lee",13839,3234,2789,32,26,6,413,0.233687405159332
"Linn",2021-01-23,"Linn",101174,17982,16165,279,255,24,1538,0.177733409769308
"Louisa",2021-01-23,"Louisa",4777,1158,1015,30,25,5,113,0.242411555369479
"Lucas",2021-01-23,"Lucas",3300,665,529,10,9,1,126,0.201515151515152
"Lyon",2021-01-23,"Lyon",4043,1373,1218,33,30,3,122,0.339599307444967
"Madison",2021-01-23,"Madison",6535,1232,919,10,9,1,303,0.188523335883703
"Mahaska",2021-01-23,"Mahaska",9081,1973,1623,37,33,4,313,0.21726682083471
"Marion",2021-01-23,"Marion",13403,3082,2604,52,45,7,426,0.229948518988286
"Marshall",2021-01-23,"Marshall",18096,4302,3974,62,57,5,266,0.237732095490716
"Mills",2021-01-23,"Mills",6921,1384,1250,17,16,1,117,0.199971102441844
"Mitchell",2021-01-23,"Mitchell",4903,1168,990,37,36,1,141,0.238221497042627
"Monona",2021-01-23,"Monona",3269,671,530,18,17,1,123,0.205261547873968
"Monroe",2021-01-23,"Monroe",2924,819,606,19,16,3,194,0.280095759233926
"Montgomery",2021-01-23,"Montgomery",3802,882,714,24,23,1,144,0.23198316675434
"Muscatine",2021-01-23,"Muscatine",18703,3951,3422,78,71,7,451,0.211249532160616
"O'Brien",2021-01-23,"O'Brien",5874,1707,1535,54,50,4,118,0.290602655771195
"Osceola",2021-01-23,"Osceola",2146,647,604,11,9,2,32,0.301491146318733
"Page",2021-01-23,"Page",5323,1464,1352,15,14,1,97,0.275032876197633
"Palo Alto",2021-01-23,"Palo Alto",3921,917,787,11,10,1,119,0.233868910992094
"Pending Investigation",2021-01-23,"Pending Investigation",8669,1010,603,0,0,0,407,0.116507094243857
"Plymouth",2021-01-23,"Plymouth",11835,3526,3262,70,63,7,194,0.297929869032531
"Pocahontas",2021-01-23,"Pocahontas",3129,781,679,11,11,0,91,0.249600511345478
"Polk",2021-01-23,"Polk",235450,46618,40263,464,418,46,5891,0.197995328095137
"Pottawattamie",2021-01-23,"Pottawattamie",41978,9127,8025,115,101,14,987,0.217423412263567
"Poweshiek",2021-01-23,"Poweshiek",7372,1346,1154,24,22,2,168,0.182582745523603
"Ringgold",2021-01-23,"Ringgold",2073,448,348,11,10,1,89,0.21611191509889
"Sac",2021-01-23,"Sac",4701,1120,1015,15,15,0,90,0.238247181450755
"Scott",2021-01-23,"Scott",75037,15795,13809,171,161,10,1815,0.210496155230086
"Shelby",2021-01-23,"Shelby",4617,1049,906,27,27,0,116,0.227203811999134
"Sioux",2021-01-23,"Sioux",14010,4593,4235,57,55,2,301,0.327837259100642
"Story",2021-01-23,"Story",48731,8781,7881,38,33,5,862,0.180193306109048
"Tama",2021-01-23,"Tama",7370,1899,1696,59,57,2,144,0.257666214382632
"Taylor",2021-01-23,"Taylor",2236,598,532,9,7,2,57,0.267441860465116
"Union",2021-01-23,"Union",5851,1107,996,23,21,2,88,0.18919842761921
"Van Buren",2021-01-23,"Van Buren",2335,501,442,15,13,2,44,0.214561027837259
"Wapello",2021-01-23,"Wapello",14903,3492,2986,98,96,2,408,0.234315238542575
"Warren",2021-01-23,"Warren",24005,4565,3649,39,37,2,877,0.190168714851073
"Washington",2021-01-23,"Washington",10327,2222,1803,33,32,1,386,0.215164132855621
"Wayne",2021-01-23,"Wayne",1941,418,353,21,17,4,44,0.215352910870685
"Webster",2021-01-23,"Webster",19371,4715,4311,77,66,11,327,0.243405090083114
"Winnebago",2021-01-23,"Winnebago",5326,1217,1069,29,24,5,119,0.228501689823507
"Winneshiek",2021-01-23,"Winneshiek",8612,1597,1329,20,18,2,248,0.185438922433813
"Woodbury",2021-01-23,"Woodbury",52302,13096,11946,181,168,13,969,0.250391954418569
"Worth",2021-01-23,"Worth",3212,618,502,4,3,1,112,0.192403486924035
"Wright",2021-01-23,"Wright",7139,1664,1498,24,22,2,142,0.233085866367839
"Total",2021-01-23,"Totals",1444457,311964,273188,4478,4076,402,34298,0.215973199617573
