"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-06-06,"Adair",12709,993,834,32,22,10,3810,873,7,2021-06-06
"Adams",2021-06-06,"Adams",6084,354,337,4,4,0,1682,344,3,2021-06-06
"Allamakee",2021-06-06,"Allamakee",22576,1582,1462,51,41,10,6533,1524,11,2021-06-06
"Appanoose",2021-06-06,"Appanoose",19031,1469,1230,49,44,5,6399,1290,11,2021-06-06
"Audubon",2021-06-06,"Audubon",13337,542,495,10,9,1,2857,521,16,2021-06-06
"Benton",2021-06-06,"Benton",39597,2743,2505,55,44,11,13577,2582,22,2021-06-06
"Black Hawk",2021-06-06,"Black Hawk",225248,17459,15487,310,287,23,74137,15971,174,2021-06-06
"Boone",2021-06-06,"Boone",46312,2865,2609,34,31,3,14697,2682,39,2021-06-06
"Bremer",2021-06-06,"Bremer",41753,3007,2776,60,51,9,12952,2873,37,2021-06-06
"Buchanan",2021-06-06,"Buchanan",33196,2032,1873,33,27,6,10030,1923,17,2021-06-06
"Buena Vista",2021-06-06,"Buena Vista",46708,4912,4202,40,36,4,15396,4259,17,2021-06-06
"Butler",2021-06-06,"Butler",30819,1753,1609,35,31,4,7438,1659,15,2021-06-06
"Calhoun",2021-06-06,"Calhoun",19508,1440,1363,13,12,1,5590,1389,13,2021-06-06
"Carroll",2021-06-06,"Carroll",38584,3078,2805,52,43,9,11906,2867,10,2021-06-06
"Cass",2021-06-06,"Cass",21672,1477,1331,54,48,6,6699,1392,7,2021-06-06
"Cedar",2021-06-06,"Cedar",33123,2003,1870,23,21,2,9703,1914,21,2021-06-06
"Cerro Gordo",2021-06-06,"Cerro Gordo",81837,5950,5289,90,75,15,26641,5509,130,2021-06-06
"Cherokee",2021-06-06,"Cherokee",21988,1694,1546,38,30,8,6273,1593,9,2021-06-06
"Chickasaw",2021-06-06,"Chickasaw",18566,1314,1227,16,14,2,5782,1244,1,2021-06-06
"Clarke",2021-06-06,"Clarke",14191,1069,976,24,22,2,5172,1008,8,2021-06-06
"Clay",2021-06-06,"Clay",32419,2274,2125,27,22,5,8896,2163,11,2021-06-06
"Clayton",2021-06-06,"Clayton",26818,1794,1646,57,48,9,7588,1706,3,2021-06-06
"Clinton",2021-06-06,"Clinton",68202,6085,5451,93,79,14,24683,5607,63,2021-06-06
"Crawford",2021-06-06,"Crawford",29520,2923,2626,40,35,5,9218,2679,13,2021-06-06
"Dallas",2021-06-06,"Dallas",134917,12614,11060,99,85,14,57511,11266,107,2021-06-06
"Davis",2021-06-06,"Davis",11888,923,803,24,23,1,3726,851,24,2021-06-06
"Decatur",2021-06-06,"Decatur",10884,629,603,9,9,0,3748,613,1,2021-06-06
"Delaware",2021-06-06,"Delaware",30918,2153,2043,41,37,4,8538,2108,24,2021-06-06
"Des Moines",2021-06-06,"Des Moines",60206,5030,4481,68,56,12,22523,4659,110,2021-06-06
"Dickinson",2021-06-06,"Dickinson",28887,2685,2438,44,38,6,11016,2493,11,2021-06-06
"Dubuque",2021-06-06,"Dubuque",203523,14785,13136,209,193,16,60247,13473,128,2021-06-06
"Emmet",2021-06-06,"Emmet",17980,1434,1297,40,38,2,5470,1356,19,2021-06-06
"Fayette",2021-06-06,"Fayette",38113,1944,1813,42,37,5,9813,1860,5,2021-06-06
"Floyd",2021-06-06,"Floyd",27115,1805,1561,42,32,10,8200,1624,21,2021-06-06
"Franklin",2021-06-06,"Franklin",21231,1339,1157,21,19,2,5763,1231,53,2021-06-06
"Fremont",2021-06-06,"Fremont",7977,662,617,9,7,2,2827,626,0,2021-06-06
"Greene",2021-06-06,"Greene",15617,829,765,11,10,1,4362,780,4,2021-06-06
"Grundy",2021-06-06,"Grundy",20113,1447,1332,33,27,6,6068,1367,2,2021-06-06
"Guthrie",2021-06-06,"Guthrie",19731,1312,1186,32,26,6,6089,1228,10,2021-06-06
"Hamilton",2021-06-06,"Hamilton",24357,2000,1747,51,46,5,7993,1810,12,2021-06-06
"Hancock",2021-06-06,"Hancock",22889,1597,1437,34,27,7,6471,1498,27,2021-06-06
"Hardin",2021-06-06,"Hardin",37328,2006,1810,44,34,10,9017,1871,17,2021-06-06
"Harrison",2021-06-06,"Harrison",22286,1935,1721,73,69,4,6762,1799,5,2021-06-06
"Henry",2021-06-06,"Henry",38362,3092,2876,37,36,1,11609,2942,29,2021-06-06
"Howard",2021-06-06,"Howard",17634,1095,1023,22,18,4,4842,1048,3,2021-06-06
"Humboldt",2021-06-06,"Humboldt",16064,1243,1162,26,23,3,4939,1194,6,2021-06-06
"Ida",2021-06-06,"Ida",13122,1027,864,35,32,3,3524,914,15,2021-06-06
"Iowa",2021-06-06,"Iowa",31176,1560,1464,24,22,2,8618,1497,9,2021-06-06
"Jackson",2021-06-06,"Jackson",27354,2385,2173,42,39,3,9751,2249,34,2021-06-06
"Jasper",2021-06-06,"Jasper",54865,4555,4108,72,67,5,19438,4204,24,2021-06-06
"Jefferson",2021-06-06,"Jefferson",22025,1453,1299,35,29,6,8289,1333,-1,2021-06-06
"Johnson",2021-06-06,"Johnson",223271,15464,14354,85,77,8,85746,14588,149,2021-06-06
"Jones",2021-06-06,"Jones",28184,3134,2920,57,51,6,10657,3008,31,2021-06-06
"Keokuk",2021-06-06,"Keokuk",16446,1031,928,31,31,0,4503,963,4,2021-06-06
"Kossuth",2021-06-06,"Kossuth",27585,2281,2098,65,56,9,8342,2161,-2,2021-06-06
"Lee",2021-06-06,"Lee",57280,4046,3702,56,43,13,16867,3802,44,2021-06-06
"Linn",2021-06-06,"Linn",309797,22517,20468,338,302,36,125137,21115,309,2021-06-06
"Louisa",2021-06-06,"Louisa",18289,1358,1233,49,42,7,5725,1293,11,2021-06-06
"Lucas",2021-06-06,"Lucas",10013,807,752,23,18,5,4094,779,4,2021-06-06
"Lyon",2021-06-06,"Lyon",17364,1596,1537,41,37,4,4999,1588,10,2021-06-06
"Madison",2021-06-06,"Madison",22218,1787,1599,19,15,4,8332,1644,26,2021-06-06
"Mahaska",2021-06-06,"Mahaska",33074,2427,2241,51,46,5,11108,2319,27,2021-06-06
"Marion",2021-06-06,"Marion",44833,3858,3556,76,65,11,17080,3655,23,2021-06-06
"Marshall",2021-06-06,"Marshall",86265,5233,4750,76,68,8,22733,4862,36,2021-06-06
"Mills",2021-06-06,"Mills",22169,1797,1597,24,21,3,7952,1629,8,2021-06-06
"Mitchell",2021-06-06,"Mitchell",18900,1377,1229,42,39,3,5706,1265,-6,2021-06-06
"Monona",2021-06-06,"Monona",18817,887,800,31,29,2,3960,828,-3,2021-06-06
"Monroe",2021-06-06,"Monroe",10253,1005,922,29,22,7,3733,960,9,2021-06-06
"Montgomery",2021-06-06,"Montgomery",14963,1115,997,38,36,2,4488,1036,1,2021-06-06
"Muscatine",2021-06-06,"Muscatine",59503,5209,4689,105,96,9,22921,4870,76,2021-06-06
"O'Brien",2021-06-06,"O'Brien",27417,2152,1935,61,56,5,6967,1998,2,2021-06-06
"Osceola",2021-06-06,"Osceola",9663,816,769,16,13,3,2680,790,5,2021-06-06
"Page",2021-06-06,"Page",22617,2006,1907,22,20,2,6635,1938,9,2021-06-06
"Palo Alto",2021-06-06,"Palo Alto",19806,1194,1100,23,22,1,4720,1135,12,2021-06-06
"Pending Investigation",2021-06-06,"Pending Investigation",8152,984,939,0,0,0,4357,960,21,2021-06-06
"Plymouth",2021-06-06,"Plymouth",40210,4333,3927,80,72,8,13857,4026,19,2021-06-06
"Pocahontas",2021-06-06,"Pocahontas",14255,903,837,22,22,0,3607,858,-1,2021-06-06
"Polk",2021-06-06,"Polk",736694,65457,56870,636,558,78,293933,58080,574,2021-06-06
"Pottawattamie",2021-06-06,"Pottawattamie",125905,12329,10933,173,150,23,49997,11195,89,2021-06-06
"Poweshiek",2021-06-06,"Poweshiek",47690,1645,1522,35,32,3,9358,1567,10,2021-06-06
"Ringgold",2021-06-06,"Ringgold",10516,578,539,24,18,6,2512,559,-4,2021-06-06
"Sac",2021-06-06,"Sac",21688,1392,1285,19,19,0,5630,1307,3,2021-06-06
"Scott",2021-06-06,"Scott",227865,21696,19715,244,220,24,93205,20262,303,2021-06-06
"Shelby",2021-06-06,"Shelby",18130,1372,1272,37,33,4,5791,1311,2,2021-06-06
"Sioux",2021-06-06,"Sioux",48039,5345,5066,74,71,3,16927,5164,24,2021-06-06
"Story",2021-06-06,"Story",169120,11459,10537,48,42,6,58857,10698,113,2021-06-06
"Tama",2021-06-06,"Tama",34194,2237,2019,71,67,4,8886,2111,21,2021-06-06
"Taylor",2021-06-06,"Taylor",9324,687,648,12,10,2,2663,664,4,2021-06-06
"Union",2021-06-06,"Union",18212,1378,1251,35,27,8,6912,1295,9,2021-06-06
"Van Buren",2021-06-06,"Van Buren",8991,589,542,18,15,3,2917,564,4,2021-06-06
"Wapello",2021-06-06,"Wapello",49882,4696,4172,122,118,4,19603,4328,34,2021-06-06
"Warren",2021-06-06,"Warren",82414,6323,5672,90,80,10,29810,5817,55,2021-06-06
"Washington",2021-06-06,"Washington",43993,2737,2494,51,47,4,12583,2563,18,2021-06-06
"Wayne",2021-06-06,"Wayne",7665,584,513,23,18,5,2653,543,7,2021-06-06
"Webster",2021-06-06,"Webster",71984,5427,5023,94,79,15,22158,5138,21,2021-06-06
"Winnebago",2021-06-06,"Winnebago",18796,1553,1388,31,26,5,6700,1441,22,2021-06-06
"Winneshiek",2021-06-06,"Winneshiek",41904,2054,1935,35,30,5,10875,1975,5,2021-06-06
"Woodbury",2021-06-06,"Woodbury",153890,16517,14903,229,210,19,63148,15211,79,2021-06-06
"Worth",2021-06-06,"Worth",14077,800,738,8,7,1,4088,757,11,2021-06-06
"Wright",2021-06-06,"Wright",21646,1930,1805,40,33,7,8212,1857,12,2021-06-06
"Total",2021-06-06,"Totals",5084323,402453,362278,6068,5364,704,1769137,371943,3597,2021-06-06
