"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-06-25,"Adair",12854,996,842,32,22,10,3854,876,2,2021-06-25
"Adams",2021-06-25,"Adams",6236,357,341,4,4,0,1697,345,0,2021-06-25
"Allamakee",2021-06-25,"Allamakee",22909,1588,1471,52,42,10,6627,1528,5,2021-06-25
"Appanoose",2021-06-25,"Appanoose",19344,1470,1238,49,44,5,6476,1290,3,2021-06-25
"Audubon",2021-06-25,"Audubon",13950,551,504,11,10,1,2895,533,18,2021-06-25
"Benton",2021-06-25,"Benton",40286,2777,2519,55,44,11,13769,2604,30,2021-06-25
"Black Hawk",2021-06-25,"Black Hawk",229318,17739,15630,312,288,24,75164,16213,271,2021-06-25
"Boone",2021-06-25,"Boone",46898,2877,2649,34,31,3,14817,2686,3,2021-06-25
"Bremer",2021-06-25,"Bremer",42631,3029,2804,62,52,10,13116,2889,23,2021-06-25
"Buchanan",2021-06-25,"Buchanan",33807,2055,1891,33,27,6,10142,1942,18,2021-06-25
"Buena Vista",2021-06-25,"Buena Vista",47352,4970,4222,40,36,4,15550,4270,8,2021-06-25
"Butler",2021-06-25,"Butler",31298,1756,1621,35,31,4,7526,1665,9,2021-06-25
"Calhoun",2021-06-25,"Calhoun",19815,1446,1375,13,12,1,5632,1389,1,2021-06-25
"Carroll",2021-06-25,"Carroll",39216,3083,2820,52,43,9,11997,2871,-1,2021-06-25
"Cass",2021-06-25,"Cass",21844,1475,1341,55,49,6,6737,1392,-4,2021-06-25
"Cedar",2021-06-25,"Cedar",33917,2017,1886,23,21,2,9813,1923,14,2021-06-25
"Cerro Gordo",2021-06-25,"Cerro Gordo",84157,5990,5398,97,80,17,27033,5542,47,2021-06-25
"Cherokee",2021-06-25,"Cherokee",22322,1696,1552,38,30,8,6332,1594,4,2021-06-25
"Chickasaw",2021-06-25,"Chickasaw",18855,1325,1233,17,14,3,5849,1249,-1,2021-06-25
"Clarke",2021-06-25,"Clarke",14428,1075,981,24,22,2,5245,1011,6,2021-06-25
"Clay",2021-06-25,"Clay",32875,2282,2134,27,22,5,8977,2167,6,2021-06-25
"Clayton",2021-06-25,"Clayton",27333,1797,1658,57,48,9,7720,1711,-4,2021-06-25
"Clinton",2021-06-25,"Clinton",69673,6105,5511,93,79,14,25017,5615,11,2021-06-25
"Crawford",2021-06-25,"Crawford",29995,2930,2645,41,35,6,9288,2683,-3,2021-06-25
"Dallas",2021-06-25,"Dallas",136928,12645,11142,99,85,14,58099,11295,54,2021-06-25
"Davis",2021-06-25,"Davis",12057,926,821,25,23,2,3778,853,7,2021-06-25
"Decatur",2021-06-25,"Decatur",11016,633,608,9,9,0,3781,616,-1,2021-06-25
"Delaware",2021-06-25,"Delaware",31323,2160,2064,43,38,5,8641,2111,4,2021-06-25
"Des Moines",2021-06-25,"Des Moines",61894,5053,4594,72,60,12,22838,4681,15,2021-06-25
"Dickinson",2021-06-25,"Dickinson",29199,2688,2449,44,38,6,11082,2493,0,2021-06-25
"Dubuque",2021-06-25,"Dubuque",205779,14842,13242,211,195,16,60884,13522,69,2021-06-25
"Emmet",2021-06-25,"Emmet",18183,1433,1309,41,39,2,5528,1358,8,2021-06-25
"Fayette",2021-06-25,"Fayette",38585,1955,1817,43,38,5,9924,1871,11,2021-06-25
"Floyd",2021-06-25,"Floyd",27657,1818,1583,42,32,10,8343,1636,11,2021-06-25
"Franklin",2021-06-25,"Franklin",21737,1345,1197,23,21,2,5873,1235,15,2021-06-25
"Fremont",2021-06-25,"Fremont",8045,667,621,9,7,2,2847,627,-3,2021-06-25
"Greene",2021-06-25,"Greene",15818,829,769,11,10,1,4393,781,1,2021-06-25
"Grundy",2021-06-25,"Grundy",20350,1452,1337,33,27,6,6129,1375,5,2021-06-25
"Guthrie",2021-06-25,"Guthrie",20091,1318,1199,32,26,6,6168,1233,2,2021-06-25
"Hamilton",2021-06-25,"Hamilton",24693,2011,1765,51,46,5,8087,1820,4,2021-06-25
"Hancock",2021-06-25,"Hancock",23469,1602,1462,34,27,7,6545,1504,8,2021-06-25
"Hardin",2021-06-25,"Hardin",37828,2009,1828,44,34,10,9129,1876,4,2021-06-25
"Harrison",2021-06-25,"Harrison",22483,1938,1724,73,69,4,6803,1799,2,2021-06-25
"Henry",2021-06-25,"Henry",39040,3098,2902,37,36,1,11751,2952,13,2021-06-25
"Howard",2021-06-25,"Howard",17910,1103,1023,22,18,4,4900,1051,6,2021-06-25
"Humboldt",2021-06-25,"Humboldt",16271,1248,1170,26,23,3,4987,1196,0,2021-06-25
"Ida",2021-06-25,"Ida",13256,1026,874,35,32,3,3553,915,6,2021-06-25
"Iowa",2021-06-25,"Iowa",31642,1562,1478,24,22,2,8707,1499,-3,2021-06-25
"Jackson",2021-06-25,"Jackson",28054,2382,2208,42,39,3,9855,2252,2,2021-06-25
"Jasper",2021-06-25,"Jasper",55621,4563,4137,73,67,6,19678,4212,2,2021-06-25
"Jefferson",2021-06-25,"Jefferson",22681,1459,1304,35,29,6,8453,1336,-3,2021-06-25
"Johnson",2021-06-25,"Johnson",227628,15518,14482,85,77,8,87083,14626,59,2021-06-25
"Jones",2021-06-25,"Jones",28636,3140,2948,57,51,6,10754,3011,6,2021-06-25
"Keokuk",2021-06-25,"Keokuk",16693,1036,932,32,31,1,4570,968,4,2021-06-25
"Kossuth",2021-06-25,"Kossuth",28061,2284,2101,66,57,9,8454,2162,-5,2021-06-25
"Lee",2021-06-25,"Lee",58621,4077,3751,57,44,13,17101,3827,19,2021-06-25
"Linn",2021-06-25,"Linn",315471,22671,20720,340,304,36,126698,21253,193,2021-06-25
"Louisa",2021-06-25,"Louisa",18749,1363,1247,49,42,7,5793,1298,2,2021-06-25
"Lucas",2021-06-25,"Lucas",10188,807,759,23,18,5,4156,779,-3,2021-06-25
