"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Lyon",2021-06-25,"Lyon",17576,1604,1548,41,37,4,5046,1593,4,2021-06-25
"Madison",2021-06-25,"Madison",22632,1788,1626,19,15,4,8441,1647,2,2021-06-25
"Mahaska",2021-06-25,"Mahaska",33642,2433,2262,51,46,5,11242,2328,15,2021-06-25
"Marion",2021-06-25,"Marion",45463,3864,3588,76,65,11,17286,3661,-3,2021-06-25
"Marshall",2021-06-25,"Marshall",87494,5258,4787,76,68,8,22948,4880,17,2021-06-25
"Mills",2021-06-25,"Mills",22377,1809,1608,24,21,3,8015,1638,6,2021-06-25
"Mitchell",2021-06-25,"Mitchell",19349,1380,1233,43,40,3,5772,1267,-9,2021-06-25
"Monona",2021-06-25,"Monona",19015,898,806,31,29,2,3992,837,0,2021-06-25
"Monroe",2021-06-25,"Monroe",10438,1010,928,31,23,8,3784,963,4,2021-06-25
"Montgomery",2021-06-25,"Montgomery",15119,1116,999,38,36,2,4519,1036,-1,2021-06-25
"Muscatine",2021-06-25,"Muscatine",60716,5231,4761,106,97,9,23201,4883,16,2021-06-25
"O'Brien",2021-06-25,"O'Brien",27597,2152,1940,61,56,5,7008,1996,-5,2021-06-25
"Osceola",2021-06-25,"Osceola",9787,818,774,17,14,3,2696,789,-2,2021-06-25
"Page",2021-06-25,"Page",22918,2012,1919,22,20,2,6665,1945,4,2021-06-25
"Palo Alto",2021-06-25,"Palo Alto",20068,1195,1110,23,22,1,4761,1135,2,2021-06-25
"Pending Investigation",2021-06-25,"Pending Investigation",8121,983,948,0,0,0,4312,958,10,2021-06-25
"Plymouth",2021-06-25,"Plymouth",40693,4345,3944,81,73,8,13984,4031,6,2021-06-25
"Pocahontas",2021-06-25,"Pocahontas",14460,903,839,22,22,0,3641,858,-3,2021-06-25
"Polk",2021-06-25,"Polk",749184,65692,57410,642,563,79,297610,58289,237,2021-06-25
"Pottawattamie",2021-06-25,"Pottawattamie",127180,12363,11029,174,151,23,50401,11235,32,2021-06-25
"Poweshiek",2021-06-25,"Poweshiek",48084,1650,1537,36,33,3,9461,1571,-2,2021-06-25
"Ringgold",2021-06-25,"Ringgold",10676,582,540,24,18,6,2535,564,0,2021-06-25
"Sac",2021-06-25,"Sac",21979,1395,1292,20,19,1,5677,1308,-4,2021-06-25
"Scott",2021-06-25,"Scott",233592,21763,20006,248,224,24,94565,20313,59,2021-06-25
"Shelby",2021-06-25,"Shelby",18305,1378,1279,37,33,4,5838,1316,0,2021-06-25
"Sioux",2021-06-25,"Sioux",48514,5364,5091,74,71,3,17045,5177,12,2021-06-25
"Story",2021-06-25,"Story",170924,11490,10633,48,42,6,59342,10719,38,2021-06-25
"Tama",2021-06-25,"Tama",34770,2253,2036,71,67,4,8972,2123,16,2021-06-25
"Taylor",2021-06-25,"Taylor",9507,689,653,12,10,2,2687,668,3,2021-06-25
"Union",2021-06-25,"Union",18542,1382,1259,35,27,8,7012,1301,7,2021-06-25
"Van Buren",2021-06-25,"Van Buren",9199,590,546,18,15,3,2957,564,0,2021-06-25
"Wapello",2021-06-25,"Wapello",50762,4710,4202,122,118,4,19815,4341,17,2021-06-25
"Warren",2021-06-25,"Warren",83664,6350,5719,91,81,10,30110,5841,31,2021-06-25
"Washington",2021-06-25,"Washington",44662,2740,2505,51,47,4,12739,2571,15,2021-06-25
"Wayne",2021-06-25,"Wayne",7805,585,520,23,18,5,2698,544,1,2021-06-25
"Webster",2021-06-25,"Webster",73337,5473,5041,94,79,15,22353,5169,34,2021-06-25
"Winnebago",2021-06-25,"Winnebago",19169,1562,1404,31,26,5,6799,1445,10,2021-06-25
"Winneshiek",2021-06-25,"Winneshiek",42352,2072,1937,35,30,5,11032,1991,19,2021-06-25
"Woodbury",2021-06-25,"Woodbury",156324,16564,14993,230,211,19,63795,15243,20,2021-06-25
"Worth",2021-06-25,"Worth",14561,806,750,8,7,1,4162,762,4,2021-06-25
"Wright",2021-06-25,"Wright",21872,1937,1821,40,33,7,8256,1861,0,2021-06-25
"Total",2021-06-25,"Totals",5169399,404236,365656,6124,5407,717,1789812,373372,1592,2021-06-25
