"","date","Tested","Positive","Recovered","Deaths","Active","New.Pos","New.Test","New.Deaths","Frac.Pos"
"1","2020-07-31",1642,115,89,1,25,NA,NA,NA,NA
"2","2020-08-01",1664,116,90,1,25,1,22,0,0.0454545454545455
