"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Marion",2021-03-21,"Marion",37793,3673,3301,74,64,10,15500,3472,97,2021-03-21
"Marshall",2021-03-21,"Marshall",74684,5063,4518,74,66,8,20736,4706,114,2021-03-21
"Mills",2021-03-21,"Mills",19775,1686,1449,20,17,3,7473,1524,55,2021-03-21
"Mitchell",2021-03-21,"Mitchell",16064,1342,1161,40,38,2,5328,1229,28,2021-03-21
"Monona",2021-03-21,"Monona",16620,835,735,30,28,2,3653,781,16,2021-03-21
"Monroe",2021-03-21,"Monroe",8891,953,852,28,21,7,3366,912,32,2021-03-21
"Montgomery",2021-03-21,"Montgomery",13071,1046,926,36,34,2,4224,973,11,2021-03-21
"Muscatine",2021-03-21,"Muscatine",48762,4655,4061,94,85,9,20713,4347,192,2021-03-21
"O'Brien",2021-03-21,"O'Brien",23355,2029,1720,58,54,4,6479,1885,107,2021-03-21
"Osceola",2021-03-21,"Osceola",7503,717,654,15,13,2,2365,691,22,2021-03-21
"Page",2021-03-21,"Page",19348,1890,1762,19,18,1,6197,1829,48,2021-03-21
"Palo Alto",2021-03-21,"Palo Alto",16442,1087,974,22,20,2,4329,1038,42,2021-03-21
"Pending Investigation",2021-03-21,"Pending Investigation",12399,1023,880,0,0,0,6292,1001,121,2021-03-21
"Plymouth",2021-03-21,"Plymouth",34602,4068,3560,79,71,8,12871,3771,132,2021-03-21
"Pocahontas",2021-03-21,"Pocahontas",11937,868,788,19,19,0,3366,823,16,2021-03-21
"Polk",2021-03-21,"Polk",619514,60218,50329,577,513,64,265781,53349,2443,2021-03-21
"Pottawattamie",2021-03-21,"Pottawattamie",108263,11091,9573,149,132,17,45940,10084,362,2021-03-21
"Poweshiek",2021-03-21,"Poweshiek",37805,1579,1438,31,28,3,8499,1505,36,2021-03-21
"Ringgold",2021-03-21,"Ringgold",8972,534,481,22,18,4,2316,517,14,2021-03-21
"Sac",2021-03-21,"Sac",18025,1289,1151,18,18,0,5203,1216,47,2021-03-21
"Scott",2021-03-21,"Scott",188188,18772,16707,224,206,18,82687,17474,543,2021-03-21
"Shelby",2021-03-21,"Shelby",15055,1259,1100,34,31,3,5217,1203,69,2021-03-21
"Sioux",2021-03-21,"Sioux",39468,5061,4660,69,66,3,15459,4885,156,2021-03-21
"Story",2021-03-21,"Story",147561,10539,9355,46,40,6,54547,9837,436,2021-03-21
"Tama",2021-03-21,"Tama",29891,2169,1919,68,65,3,8205,2046,59,2021-03-21
"Taylor",2021-03-21,"Taylor",7790,667,626,12,10,2,2444,642,4,2021-03-21
"Union",2021-03-21,"Union",15658,1285,1153,31,26,5,6358,1208,24,2021-03-21
"Van Buren",2021-03-21,"Van Buren",7727,564,520,18,15,3,2664,539,1,2021-03-21
"Wapello",2021-03-21,"Wapello",42760,4522,3807,114,110,4,17796,4174,253,2021-03-21
"Warren",2021-03-21,"Warren",68520,5751,4951,80,71,9,26987,5271,240,2021-03-21
"Washington",2021-03-21,"Washington",37295,2580,2339,48,44,4,11525,2420,33,2021-03-21
"Wayne",2021-03-21,"Wayne",5713,543,423,21,17,4,2304,500,56,2021-03-21
"Webster",2021-03-21,"Webster",63478,5280,4803,88,74,14,20850,5008,117,2021-03-21
"Winnebago",2021-03-21,"Winnebago",15987,1424,1248,31,26,5,6043,1330,51,2021-03-21
"Winneshiek",2021-03-21,"Winneshiek",34377,1941,1765,31,26,5,9929,1868,72,2021-03-21
"Woodbury",2021-03-21,"Woodbury",131210,15491,13413,216,198,18,57877,14242,613,2021-03-21
"Worth",2021-03-21,"Worth",11379,712,647,8,7,1,3639,674,19,2021-03-21
"Wright",2021-03-21,"Wright",19360,1825,1697,32,27,5,7698,1758,29,2021-03-21
"Total",2021-03-21,"Totals",4321948,373730,327858,5674,5065,609,1611520,345359,11827,2021-03-21
