"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Hancock",2020-12-14,"Hancock",4545,1015,682,21,18,3,312,0.223322332233223
"Hardin",2020-12-14,"Hardin",6453,1316,912,20,18,2,384,0.203936153726949
"Harrison",2020-12-14,"Harrison",5031,1245,902,49,46,3,294,0.247465712581992
"Henry",2020-12-14,"Henry",8730,2296,1636,19,19,0,641,0.263001145475372
"Howard",2020-12-14,"Howard",3318,628,396,15,11,4,217,0.189270644966848
"Humboldt",2020-12-14,"Humboldt",3728,858,572,12,10,2,274,0.230150214592275
"Ida",2020-12-14,"Ida",2494,635,395,17,16,1,223,0.254611066559743
"Iowa",2020-12-14,"Iowa",6288,1056,753,19,19,0,284,0.16793893129771
"Jackson",2020-12-14,"Jackson",6934,1670,1272,23,22,1,375,0.24084222670897
"Jasper",2020-12-14,"Jasper",13405,2533,1824,48,46,2,661,0.188959343528534
"Jefferson",2020-12-14,"Jefferson",5654,845,523,12,11,1,310,0.149451715599576
"Johnson",2020-12-14,"Johnson",61536,10336,8195,42,39,3,2099,0.167966718668747
"Jones",2020-12-14,"Jones",7911,2473,1957,32,32,0,484,0.312602705094173
"Keokuk",2020-12-14,"Keokuk",3139,720,433,16,16,0,271,0.22937241159605
"Kossuth",2020-12-14,"Kossuth",5974,1361,785,22,21,1,554,0.227820555741547
"Lee",2020-12-14,"Lee",12093,2558,1679,20,16,4,859,0.21152732986025
"Linn",2020-12-14,"Linn",90596,15461,11611,215,202,13,3635,0.170658748730628
"Louisa",2020-12-14,"Louisa",4282,961,711,23,19,4,227,0.224427837459131
"Lucas",2020-12-14,"Lucas",2725,396,279,6,6,0,111,0.145321100917431
"Lyon",2020-12-14,"Lyon",3553,1140,814,21,19,2,305,0.320855614973262
"Madison",2020-12-14,"Madison",5560,829,575,8,7,1,246,0.14910071942446
"Mahaska",2020-12-14,"Mahaska",7799,1456,1062,31,29,2,363,0.186690601359149
"Marion",2020-12-14,"Marion",11562,2314,1691,32,27,5,591,0.200138384362567
"Marshall",2020-12-14,"Marshall",16087,3753,3021,53,50,3,679,0.233293964070367
"Mills",2020-12-14,"Mills",6291,1198,864,11,11,0,323,0.190430774121761
"Mitchell",2020-12-14,"Mitchell",4338,906,590,19,19,0,297,0.208852005532503
"Monona",2020-12-14,"Monona",2918,505,349,12,11,1,144,0.173063742289239
"Monroe",2020-12-14,"Monroe",2344,504,367,15,15,0,122,0.215017064846416
"Montgomery",2020-12-14,"Montgomery",3239,611,359,13,12,1,239,0.188638468663168
"Muscatine",2020-12-14,"Muscatine",16400,3296,2319,63,57,6,914,0.200975609756098
"O'Brien",2020-12-14,"O'Brien",5218,1455,1095,43,39,4,317,0.278842468378689
"Osceola",2020-12-14,"Osceola",1939,589,446,5,5,0,138,0.303764827230531
"Page",2020-12-14,"Page",4827,1274,1050,10,10,0,214,0.263932048891651
"Palo Alto",2020-12-14,"Palo Alto",3573,737,516,2,2,0,219,0.206269241533725
"Pending Investigation",2020-12-14,"Pending Investigation",8832,608,318,0,0,0,290,0.0688405797101449
"Plymouth",2020-12-14,"Plymouth",10685,3104,2375,40,34,6,689,0.290500701918577
"Pocahontas",2020-12-14,"Pocahontas",2848,639,445,4,4,0,190,0.22436797752809
"Polk",2020-12-14,"Polk",207688,37530,28005,368,334,34,9157,0.180703747929587
"Pottawattamie",2020-12-14,"Pottawattamie",37439,7455,5051,73,67,6,2331,0.199123908224044
"Poweshiek",2020-12-14,"Poweshiek",6524,1102,832,21,20,1,249,0.168914776210914
"Ringgold",2020-12-14,"Ringgold",1822,307,143,5,5,0,159,0.168496158068057
"Sac",2020-12-14,"Sac",4256,970,660,9,9,0,301,0.227913533834586
"Scott",2020-12-14,"Scott",66207,12929,8822,116,110,6,3991,0.195281465706043
"Shelby",2020-12-14,"Shelby",4031,856,630,19,19,0,207,0.212354254527413
"Sioux",2020-12-14,"Sioux",12560,4058,3283,38,37,1,737,0.323089171974522
"Story",2020-12-14,"Story",43580,7416,5605,22,21,1,1789,0.170169802661771
"Tama",2020-12-14,"Tama",6617,1629,1326,55,53,2,248,0.246184071331419
"Taylor",2020-12-14,"Taylor",2025,498,385,8,7,1,105,0.245925925925926
"Union",2020-12-14,"Union",5301,944,564,10,10,0,370,0.178079607621204
"Van Buren",2020-12-14,"Van Buren",2083,419,311,11,10,1,97,0.201152184349496
"Wapello",2020-12-14,"Wapello",12796,2854,2125,87,85,2,642,0.223038449515474
"Warren",2020-12-14,"Warren",20923,3275,2236,24,22,2,1015,0.156526310758495
"Washington",2020-12-14,"Washington",8935,1626,1098,23,22,1,505,0.181980973698937
"Wayne",2020-12-14,"Wayne",1715,336,260,21,17,4,55,0.195918367346939
"Webster",2020-12-14,"Webster",17712,4044,2942,48,42,6,1054,0.228319783197832
"Winnebago",2020-12-14,"Winnebago",4767,1027,749,26,22,4,252,0.21543947975666
"Winneshiek",2020-12-14,"Winneshiek",7417,1205,760,15,13,2,430,0.16246460833221
"Woodbury",2020-12-14,"Woodbury",47327,11424,9284,145,136,9,1995,0.241384410590149
"Worth",2020-12-14,"Worth",2770,432,275,2,2,0,155,0.155956678700361
"Wright",2020-12-14,"Wright",6491,1410,1033,10,8,2,367,0.217223848405485
"Total",2020-12-14,"Totals",1282707,256249,188925,3209,2942,267,64115,0.199772044590074
