"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-07-04,"Adair",12904,995,842,32,22,10,3867,876,2,2021-07-04
"Adams",2021-07-04,"Adams",6296,359,342,4,4,0,1709,348,2,2021-07-04
"Allamakee",2021-07-04,"Allamakee",23065,1591,1473,52,42,10,6665,1530,5,2021-07-04
"Appanoose",2021-07-04,"Appanoose",19481,1469,1243,49,44,5,6504,1291,-1,2021-07-04
"Audubon",2021-07-04,"Audubon",14075,553,518,11,10,1,2913,536,7,2021-07-04
"Benton",2021-07-04,"Benton",40728,2788,2526,55,44,11,13858,2617,36,2021-07-04
"Black Hawk",2021-07-04,"Black Hawk",232203,17878,15681,316,292,24,75662,16337,340,2021-07-04
"Boone",2021-07-04,"Boone",47044,2882,2652,34,31,3,14858,2686,0,2021-07-04
"Bremer",2021-07-04,"Bremer",43307,3035,2810,62,52,10,13167,2895,23,2021-07-04
"Buchanan",2021-07-04,"Buchanan",34129,2060,1893,34,27,7,10196,1943,16,2021-07-04
"Buena Vista",2021-07-04,"Buena Vista",47520,4976,4222,40,36,4,15597,4274,12,2021-07-04
"Butler",2021-07-04,"Butler",31494,1761,1622,35,31,4,7556,1669,12,2021-07-04
"Calhoun",2021-07-04,"Calhoun",19929,1451,1376,13,12,1,5658,1395,6,2021-07-04
"Carroll",2021-07-04,"Carroll",39441,3087,2819,52,43,9,12036,2873,2,2021-07-04
"Cass",2021-07-04,"Cass",21927,1477,1341,55,49,6,6759,1392,-4,2021-07-04
"Cedar",2021-07-04,"Cedar",34154,2017,1889,23,21,2,9864,1924,12,2021-07-04
"Cerro Gordo",2021-07-04,"Cerro Gordo",84908,6012,5415,97,80,17,27171,5560,48,2021-07-04
"Cherokee",2021-07-04,"Cherokee",22470,1702,1554,38,30,8,6370,1599,7,2021-07-04
"Chickasaw",2021-07-04,"Chickasaw",18994,1329,1234,17,14,3,5875,1251,0,2021-07-04
"Clarke",2021-07-04,"Clarke",14504,1079,986,24,22,2,5267,1015,5,2021-07-04
"Clay",2021-07-04,"Clay",33095,2284,2138,27,22,5,9009,2168,3,2021-07-04
"Clayton",2021-07-04,"Clayton",27563,1800,1660,57,48,9,7771,1713,-4,2021-07-04
"Clinton",2021-07-04,"Clinton",70160,6107,5520,93,79,14,25151,5618,5,2021-07-04
"Crawford",2021-07-04,"Crawford",30130,2937,2647,41,35,6,9313,2690,2,2021-07-04
"Dallas",2021-07-04,"Dallas",137809,12661,11172,99,85,14,58396,11305,34,2021-07-04
"Davis",2021-07-04,"Davis",12110,927,825,25,23,2,3793,853,3,2021-07-04
"Decatur",2021-07-04,"Decatur",11123,639,610,9,9,0,3801,623,4,2021-07-04
"Delaware",2021-07-04,"Delaware",31450,2160,2064,43,38,5,8670,2112,5,2021-07-04
"Des Moines",2021-07-04,"Des Moines",62444,5072,4606,73,61,12,22952,4702,23,2021-07-04
"Dickinson",2021-07-04,"Dickinson",29356,2692,2452,45,39,6,11111,2497,0,2021-07-04
"Dubuque",2021-07-04,"Dubuque",206542,14862,13264,213,195,18,61129,13539,62,2021-07-04
"Emmet",2021-07-04,"Emmet",18246,1437,1313,41,39,2,5539,1361,7,2021-07-04
"Fayette",2021-07-04,"Fayette",38907,1964,1822,43,38,5,9994,1874,9,2021-07-04
"Floyd",2021-07-04,"Floyd",28014,1819,1586,42,32,10,8400,1639,11,2021-07-04
"Franklin",2021-07-04,"Franklin",21865,1351,1206,23,21,2,5909,1240,11,2021-07-04
"Fremont",2021-07-04,"Fremont",8078,668,621,10,8,2,2856,628,-3,2021-07-04
"Greene",2021-07-04,"Greene",15888,829,770,11,10,1,4414,781,0,2021-07-04
"Grundy",2021-07-04,"Grundy",20472,1454,1339,33,27,6,6157,1377,5,2021-07-04
"Guthrie",2021-07-04,"Guthrie",20160,1323,1202,32,26,6,6194,1237,3,2021-07-04
"Hamilton",2021-07-04,"Hamilton",24818,2016,1767,51,46,5,8127,1821,3,2021-07-04
