"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"1","Adair",4133,953,882,34,37,0.230583111541253,2021-09-16
"2","Adams",1845,391,364,4,23,0.211924119241192,2021-09-16
"3","Allamakee",7325,1762,1559,52,151,0.240546075085324,2021-09-16
"4","Appanoose",7224,1512,1271,49,192,0.209302325581395,2021-09-16
"5","Audubon",3130,584,536,14,34,0.186581469648562,2021-09-16
"6","Benton",15159,3126,2675,56,395,0.206214130219671,2021-09-16
"7","Black Hawk",83932,19121,17441,334,1346,0.227815374350665,2021-09-16
"8","Boone",16194,3087,2800,36,251,0.190626157836236,2021-09-16
"9","Bremer",14391,3253,2963,65,225,0.226044055312348,2021-09-16
"10","Buchanan",11158,2339,2059,38,242,0.209625380892633,2021-09-16
"11","Buena Vista",17377,4729,4394,42,293,0.272141336249065,2021-09-16
"12","Butler",8200,1888,1757,36,95,0.230243902439024,2021-09-16
"13","Calhoun",6214,1683,1466,13,204,0.270840038622465,2021-09-16
"14","Carroll",12870,3170,2877,53,240,0.246309246309246,2021-09-16
"15","Cass",7236,1555,1397,56,102,0.21489773355445,2021-09-16
"16","Cedar",10738,2205,1979,25,201,0.205345501955671,2021-09-16
"17","Cerro Gordo",29222,6212,5729,102,381,0.212579563342687,2021-09-16
"18","Cherokee",6908,1794,1618,40,136,0.259698899826288,2021-09-16
"19","Chickasaw",6384,1375,1295,18,62,0.215382205513784,2021-09-16
"20","Clarke",5810,1250,1062,24,164,0.215146299483649,2021-09-16
"21","Clay",9772,2457,2178,29,250,0.251432664756447,2021-09-16
"22","Clayton",8538,1944,1730,58,156,0.227687983134223,2021-09-16
"23","Clinton",27317,6200,5684,97,419,0.226964893655965,2021-09-16
"24","Crawford",10246,3216,2845,44,327,0.313878586765567,2021-09-16
"25","Dallas",64042,12746,11802,102,842,0.199025639424128,2021-09-16
"26","Davis",4245,1031,905,25,101,0.242873969375736,2021-09-16
"27","Decatur",4128,745,687,10,48,0.18047480620155,2021-09-16
"28","Delaware",9381,2346,2166,43,137,0.250079948832747,2021-09-16
"29","Des Moines",25358,5944,5118,82,744,0.234403344112312,2021-09-16
"30","Dickinson",11746,2708,2503,46,159,0.230546569044781,2021-09-16
"31","Dubuque",65657,14547,13650,218,679,0.22156053429185,2021-09-16
"32","Emmet",5918,1495,1338,41,116,0.252619128083812,2021-09-16
"33","Fayette",10996,2203,1950,45,208,0.200345580210986,2021-09-16
"34","Floyd",9070,1877,1658,42,177,0.206945975744212,2021-09-16
"35","Franklin",6563,1485,1333,24,128,0.226268474782874,2021-09-16
"36","Fremont",3223,741,674,11,56,0.229910021718895,2021-09-16
"37","Greene",4892,980,813,12,155,0.200327064595258,2021-09-16
