"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-06-05,"Adair",12704,993,834,32,22,10,3809,873,7,2021-06-05
"Adams",2021-06-05,"Adams",6083,354,337,4,4,0,1680,344,3,2021-06-05
"Allamakee",2021-06-05,"Allamakee",22555,1581,1460,51,41,10,6523,1523,12,2021-06-05
"Appanoose",2021-06-05,"Appanoose",19016,1469,1230,49,44,5,6392,1289,10,2021-06-05
"Audubon",2021-06-05,"Audubon",13330,541,496,10,9,1,2858,522,16,2021-06-05
"Benton",2021-06-05,"Benton",39578,2742,2504,55,44,11,13564,2581,22,2021-06-05
"Black Hawk",2021-06-05,"Black Hawk",225166,17455,15485,310,287,23,74063,15959,164,2021-06-05
"Boone",2021-06-05,"Boone",46301,2867,2608,34,31,3,14686,2680,38,2021-06-05
"Bremer",2021-06-05,"Bremer",41745,3009,2773,60,51,9,12935,2872,39,2021-06-05
"Buchanan",2021-06-05,"Buchanan",33193,2030,1870,33,27,6,10023,1922,19,2021-06-05
"Buena Vista",2021-06-05,"Buena Vista",46696,4912,4202,40,36,4,15380,4259,17,2021-06-05
"Butler",2021-06-05,"Butler",30815,1751,1609,35,31,4,7436,1659,15,2021-06-05
"Calhoun",2021-06-05,"Calhoun",19507,1441,1362,13,12,1,5584,1387,12,2021-06-05
"Carroll",2021-06-05,"Carroll",38573,3078,2804,52,43,9,11896,2866,10,2021-06-05
"Cass",2021-06-05,"Cass",21667,1477,1332,54,48,6,6695,1392,6,2021-06-05
"Cedar",2021-06-05,"Cedar",33119,2004,1870,23,21,2,9694,1914,21,2021-06-05
"Cerro Gordo",2021-06-05,"Cerro Gordo",81821,5951,5288,90,75,15,26592,5506,128,2021-06-05
"Cherokee",2021-06-05,"Cherokee",21982,1694,1545,38,30,8,6270,1593,10,2021-06-05
"Chickasaw",2021-06-05,"Chickasaw",18562,1315,1227,16,14,2,5778,1244,1,2021-06-05
"Clarke",2021-06-05,"Clarke",14185,1069,976,24,22,2,5170,1008,8,2021-06-05
"Clay",2021-06-05,"Clay",32399,2274,2126,27,22,5,8892,2162,9,2021-06-05
"Clayton",2021-06-05,"Clayton",26806,1795,1645,57,48,9,7577,1704,2,2021-06-05
"Clinton",2021-06-05,"Clinton",68159,6085,5443,93,79,14,24646,5604,68,2021-06-05
"Crawford",2021-06-05,"Crawford",29511,2923,2624,40,35,5,9211,2678,14,2021-06-05
"Dallas",2021-06-05,"Dallas",134851,12609,11057,99,85,14,57466,11262,106,2021-06-05
"Davis",2021-06-05,"Davis",11858,923,803,24,23,1,3720,850,23,2021-06-05
"Decatur",2021-06-05,"Decatur",10880,629,603,9,9,0,3746,613,1,2021-06-05
"Delaware",2021-06-05,"Delaware",30912,2152,2043,41,37,4,8530,2108,24,2021-06-05
"Des Moines",2021-06-05,"Des Moines",60158,5029,4481,68,56,12,22513,4658,109,2021-06-05
"Dickinson",2021-06-05,"Dickinson",28877,2684,2437,44,38,6,11008,2491,10,2021-06-05
"Dubuque",2021-06-05,"Dubuque",203459,14782,13136,209,193,16,60196,13472,127,2021-06-05
"Emmet",2021-06-05,"Emmet",17976,1432,1296,40,38,2,5467,1355,19,2021-06-05
"Fayette",2021-06-05,"Fayette",38108,1943,1812,42,37,5,9806,1858,4,2021-06-05
"Floyd",2021-06-05,"Floyd",27108,1804,1561,42,32,10,8194,1623,20,2021-06-05
"Franklin",2021-06-05,"Franklin",21211,1338,1157,21,19,2,5758,1231,53,2021-06-05
"Fremont",2021-06-05,"Fremont",7976,662,617,9,7,2,2824,626,0,2021-06-05
"Greene",2021-06-05,"Greene",15616,829,765,11,10,1,4355,780,4,2021-06-05
"Grundy",2021-06-05,"Grundy",20109,1447,1332,33,27,6,6068,1367,2,2021-06-05
"Guthrie",2021-06-05,"Guthrie",19718,1312,1186,32,26,6,6081,1228,10,2021-06-05
"Hamilton",2021-06-05,"Hamilton",24348,2000,1747,51,46,5,7983,1810,12,2021-06-05
"Hancock",2021-06-05,"Hancock",22880,1596,1436,34,27,7,6465,1498,28,2021-06-05
"Hardin",2021-06-05,"Hardin",37319,2006,1809,44,34,10,9016,1872,19,2021-06-05
"Harrison",2021-06-05,"Harrison",22284,1935,1721,73,69,4,6751,1797,3,2021-06-05
"Henry",2021-06-05,"Henry",38345,3088,2877,37,36,1,11598,2939,25,2021-06-05
"Howard",2021-06-05,"Howard",17629,1095,1023,22,18,4,4836,1048,3,2021-06-05
"Humboldt",2021-06-05,"Humboldt",16059,1245,1162,26,23,3,4935,1194,6,2021-06-05
"Ida",2021-06-05,"Ida",13119,1028,864,35,32,3,3522,915,16,2021-06-05
"Iowa",2021-06-05,"Iowa",31169,1561,1464,24,22,2,8612,1497,9,2021-06-05
"Jackson",2021-06-05,"Jackson",27340,2382,2171,42,39,3,9738,2249,36,2021-06-05
"Jasper",2021-06-05,"Jasper",54847,4553,4107,72,67,5,19412,4203,24,2021-06-05
"Jefferson",2021-06-05,"Jefferson",22005,1452,1300,35,29,6,8278,1334,-1,2021-06-05
"Johnson",2021-06-05,"Johnson",223207,15463,14349,85,77,8,85633,14587,153,2021-06-05
"Jones",2021-06-05,"Jones",28171,3134,2920,57,51,6,10648,3008,31,2021-06-05
"Keokuk",2021-06-05,"Keokuk",16437,1030,928,31,31,0,4500,963,4,2021-06-05
"Kossuth",2021-06-05,"Kossuth",27561,2282,2098,65,56,9,8336,2160,-3,2021-06-05
"Lee",2021-06-05,"Lee",57232,4048,3699,56,43,13,16851,3802,47,2021-06-05
"Linn",2021-06-05,"Linn",309588,22506,20458,338,302,36,125011,21097,301,2021-06-05
"Louisa",2021-06-05,"Louisa",18285,1359,1233,49,42,7,5717,1291,9,2021-06-05
"Lucas",2021-06-05,"Lucas",10004,807,752,23,18,5,4091,779,4,2021-06-05
"Lyon",2021-06-05,"Lyon",17359,1597,1537,41,37,4,4995,1588,10,2021-06-05
"Madison",2021-06-05,"Madison",22216,1786,1597,19,15,4,8299,1642,26,2021-06-05
"Mahaska",2021-06-05,"Mahaska",33053,2428,2239,51,46,5,11097,2319,29,2021-06-05
"Marion",2021-06-05,"Marion",44814,3857,3554,76,65,11,17051,3654,24,2021-06-05
"Marshall",2021-06-05,"Marshall",86257,5234,4749,76,68,8,22721,4862,37,2021-06-05
"Mills",2021-06-05,"Mills",22158,1796,1595,24,21,3,7938,1628,9,2021-06-05
"Mitchell",2021-06-05,"Mitchell",18900,1377,1228,42,39,3,5699,1265,-5,2021-06-05
"Monona",2021-06-05,"Monona",18814,887,800,31,29,2,3959,828,-3,2021-06-05
"Monroe",2021-06-05,"Monroe",10250,1005,923,29,22,7,3729,960,8,2021-06-05
"Montgomery",2021-06-05,"Montgomery",14957,1115,997,38,36,2,4484,1036,1,2021-06-05
"Muscatine",2021-06-05,"Muscatine",59473,5208,4683,105,96,9,22901,4867,79,2021-06-05
"O'Brien",2021-06-05,"O'Brien",27407,2152,1936,61,56,5,6965,1998,1,2021-06-05
"Osceola",2021-06-05,"Osceola",9662,816,767,16,13,3,2679,790,7,2021-06-05
"Page",2021-06-05,"Page",22609,2005,1907,22,20,2,6631,1938,9,2021-06-05
"Palo Alto",2021-06-05,"Palo Alto",19802,1194,1100,23,22,1,4718,1135,12,2021-06-05
"Pending Investigation",2021-06-05,"Pending Investigation",8183,986,939,0,0,0,4385,960,21,2021-06-05
"Plymouth",2021-06-05,"Plymouth",40198,4333,3927,80,72,8,13850,4024,17,2021-06-05
"Pocahontas",2021-06-05,"Pocahontas",14251,903,837,22,22,0,3605,858,-1,2021-06-05
"Polk",2021-06-05,"Polk",736130,65443,56848,636,558,78,293698,58065,581,2021-06-05
"Pottawattamie",2021-06-05,"Pottawattamie",125865,12327,10928,173,150,23,49952,11194,93,2021-06-05
"Poweshiek",2021-06-05,"Poweshiek",47685,1644,1522,35,32,3,9355,1567,10,2021-06-05
"Ringgold",2021-06-05,"Ringgold",10515,578,539,24,18,6,2510,559,-4,2021-06-05
"Sac",2021-06-05,"Sac",21686,1391,1285,19,19,0,5626,1307,3,2021-06-05
"Scott",2021-06-05,"Scott",227609,21694,19698,244,220,24,93110,20255,313,2021-06-05
"Shelby",2021-06-05,"Shelby",18126,1371,1272,37,33,4,5787,1311,2,2021-06-05
"Sioux",2021-06-05,"Sioux",48033,5345,5066,74,71,3,16917,5164,24,2021-06-05
"Story",2021-06-05,"Story",169070,11460,10533,48,42,6,58827,10699,118,2021-06-05
"Tama",2021-06-05,"Tama",34191,2237,2019,71,67,4,8872,2109,19,2021-06-05
"Taylor",2021-06-05,"Taylor",9323,687,648,12,10,2,2661,664,4,2021-06-05
"Union",2021-06-05,"Union",18202,1378,1252,34,26,8,6903,1294,8,2021-06-05
"Van Buren",2021-06-05,"Van Buren",8985,589,542,18,15,3,2913,563,3,2021-06-05
"Wapello",2021-06-05,"Wapello",49825,4695,4170,122,118,4,19586,4327,35,2021-06-05
"Warren",2021-06-05,"Warren",82371,6323,5666,90,80,10,29771,5814,58,2021-06-05
"Washington",2021-06-05,"Washington",43984,2736,2493,51,47,4,12578,2565,21,2021-06-05
"Wayne",2021-06-05,"Wayne",7654,585,513,23,18,5,2651,543,7,2021-06-05
"Webster",2021-06-05,"Webster",71972,5425,5023,94,79,15,22143,5138,21,2021-06-05
"Winnebago",2021-06-05,"Winnebago",18786,1555,1386,31,26,5,6694,1440,23,2021-06-05
"Winneshiek",2021-06-05,"Winneshiek",41883,2054,1936,35,30,5,10871,1975,4,2021-06-05
"Woodbury",2021-06-05,"Woodbury",153820,16520,14901,229,210,19,63098,15209,79,2021-06-05
"Worth",2021-06-05,"Worth",14075,801,737,8,7,1,4084,757,12,2021-06-05
"Wright",2021-06-05,"Wright",21641,1930,1805,40,33,7,8209,1858,13,2021-06-05
"Total",2021-06-05,"Totals",5081913,402402,362151,6067,5363,704,1767541,371835,3617,2021-06-05
