"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-05-03,"Adair",12330,980,807,32,22,10,3697,860,21,2021-05-03
"Adams",2021-05-03,"Adams",5667,347,321,4,4,0,1632,337,12,2021-05-03
"Allamakee",2021-05-03,"Allamakee",21257,1550,1441,51,41,10,6324,1500,8,2021-05-03
"Appanoose",2021-05-03,"Appanoose",17962,1454,1211,47,43,4,6168,1277,19,2021-05-03
"Audubon",2021-05-03,"Audubon",12314,518,478,9,8,1,2729,498,11,2021-05-03
"Benton",2021-05-03,"Benton",37419,2698,2433,55,44,11,13164,2544,56,2021-05-03
"Black Hawk",2021-05-03,"Black Hawk",214791,17182,15063,307,284,23,71996,15724,354,2021-05-03
"Boone",2021-05-03,"Boone",44561,2804,2505,34,31,3,14240,2616,77,2021-05-03
"Bremer",2021-05-03,"Bremer",39514,2953,2709,60,51,9,12577,2817,48,2021-05-03
"Buchanan",2021-05-03,"Buchanan",31337,2004,1826,31,26,5,9723,1904,47,2021-05-03
"Buena Vista",2021-05-03,"Buena Vista",45339,4893,4155,40,36,4,15060,4240,45,2021-05-03
"Butler",2021-05-03,"Butler",29661,1727,1577,34,30,4,7225,1635,24,2021-05-03
"Calhoun",2021-05-03,"Calhoun",18470,1399,1315,13,12,1,5407,1349,21,2021-05-03
"Carroll",2021-05-03,"Carroll",36708,3050,2716,52,43,9,11633,2839,71,2021-05-03
"Cass",2021-05-03,"Cass",20853,1454,1282,54,48,6,6510,1373,37,2021-05-03
"Cedar",2021-05-03,"Cedar",31413,1969,1783,23,21,2,9423,1881,75,2021-05-03
"Cerro Gordo",2021-05-03,"Cerro Gordo",76903,5749,5048,89,74,15,25653,5336,199,2021-05-03
"Cherokee",2021-05-03,"Cherokee",20957,1683,1510,38,30,8,6146,1583,35,2021-05-03
"Chickasaw",2021-05-03,"Chickasaw",17566,1300,1206,15,13,2,5571,1232,11,2021-05-03
"Clarke",2021-05-03,"Clarke",13463,1049,957,24,22,2,4983,991,10,2021-05-03
"Clay",2021-05-03,"Clay",30835,2249,2020,25,20,5,8654,2144,99,2021-05-03
"Clayton",2021-05-03,"Clayton",25220,1773,1585,56,47,9,7338,1684,43,2021-05-03
"Clinton",2021-05-03,"Clinton",63752,5957,5164,92,79,13,23577,5488,232,2021-05-03
"Crawford",2021-05-03,"Crawford",27927,2880,2568,40,35,5,8992,2635,27,2021-05-03
"Dallas",2021-05-03,"Dallas",128662,12397,10652,97,84,13,55654,11068,319,2021-05-03
"Davis",2021-05-03,"Davis",11162,878,770,24,23,1,3570,808,14,2021-05-03
"Decatur",2021-05-03,"Decatur",10413,610,581,9,9,0,3619,596,6,2021-05-03
"Delaware",2021-05-03,"Delaware",28682,2116,1933,39,35,4,8313,2077,105,2021-05-03
"Des Moines",2021-05-03,"Des Moines",56449,4848,4313,66,55,11,21669,4498,119,2021-05-03
"Dickinson",2021-05-03,"Dickinson",26980,2663,2288,43,37,6,10756,2472,141,2021-05-03
