"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Fremont",2020-12-27,"Fremont",2181,454,376,5,3,2,73,0.208161393856029
"Greene",2020-12-27,"Greene",3463,633,527,7,7,0,99,0.182789488882472
"Grundy",2020-12-27,"Grundy",4593,1050,863,15,12,3,172,0.22860875244938
"Guthrie",2020-12-27,"Guthrie",4566,931,749,22,17,5,160,0.203898379325449
"Hamilton",2020-12-27,"Hamilton",6091,1434,1144,22,22,0,268,0.235429321950419
"Hancock",2020-12-27,"Hancock",4792,1149,870,24,19,5,255,0.239774624373957
"Hardin",2020-12-27,"Hardin",6766,1428,1168,25,23,2,235,0.21105527638191
"Harrison",2020-12-27,"Harrison",5327,1397,1069,52,49,3,276,0.262248920593204
"Henry",2020-12-27,"Henry",9074,2440,1962,24,24,0,454,0.268900154286974
"Howard",2020-12-27,"Howard",3496,690,543,15,11,4,132,0.197368421052632
"Humboldt",2020-12-27,"Humboldt",3884,937,783,18,15,3,136,0.24124613800206
"Ida",2020-12-27,"Ida",2616,682,487,22,21,1,173,0.260703363914373
"Iowa",2020-12-27,"Iowa",6542,1121,941,20,19,1,160,0.171354325894222
"Jackson",2020-12-27,"Jackson",7225,1752,1516,29,28,1,207,0.242491349480969
"Jasper",2020-12-27,"Jasper",14330,2813,2214,52,50,2,547,0.196301465457083
"Jefferson",2020-12-27,"Jefferson",5987,972,723,20,19,1,229,0.162351762151328
"Johnson",2020-12-27,"Johnson",64208,10827,9511,47,43,4,1269,0.168623847495639
"Jones",2020-12-27,"Jones",8128,2561,2329,44,43,1,188,0.315083661417323
"Keokuk",2020-12-27,"Keokuk",3287,773,614,23,23,0,136,0.235168846972924
"Kossuth",2020-12-27,"Kossuth",6222,1473,1084,28,27,1,361,0.236740597878496
"Lee",2020-12-27,"Lee",12794,2802,2052,24,20,4,726,0.219008910426763
"Linn",2020-12-27,"Linn",94375,16356,14179,240,225,15,1937,0.173308609271523
"Louisa",2020-12-27,"Louisa",4424,1042,856,24,20,4,162,0.235533453887884
"Lucas",2020-12-27,"Lucas",2999,534,319,7,7,0,208,0.178059353117706
"Lyon",2020-12-27,"Lyon",3713,1225,1037,24,22,2,164,0.329921896040937
"Madison",2020-12-27,"Madison",5833,918,699,8,7,1,211,0.157380421738385
"Mahaska",2020-12-27,"Mahaska",8309,1656,1253,32,30,2,371,0.199301961728246
"Marion",2020-12-27,"Marion",12280,2621,2054,46,40,6,521,0.213436482084691
"Marshall",2020-12-27,"Marshall",16738,3943,3472,54,51,3,417,0.235571752897598
"Mills",2020-12-27,"Mills",6514,1259,1080,14,13,1,165,0.193276020878109
"Mitchell",2020-12-27,"Mitchell",4539,1007,791,27,27,0,189,0.221855034148491
"Monona",2020-12-27,"Monona",3043,539,439,15,14,1,85,0.177127834373973
"Monroe",2020-12-27,"Monroe",2546,613,433,16,15,1,164,0.24076983503535
"Montgomery",2020-12-27,"Montgomery",3429,714,464,15,14,1,235,0.2082239720035
"Muscatine",2020-12-27,"Muscatine",17239,3481,2895,73,66,7,513,0.201925865769476
"O'Brien",2020-12-27,"O'Brien",5515,1574,1322,50,46,4,202,0.285403445149592
"Osceola",2020-12-27,"Osceola",2010,607,529,7,6,1,71,0.301990049751244
"Page",2020-12-27,"Page",5007,1335,1202,13,13,0,120,0.266626722588376
"Palo Alto",2020-12-27,"Palo Alto",3675,790,657,8,8,0,125,0.214965986394558
"Pending Investigation",2020-12-27,"Pending Investigation",9667,622,394,0,0,0,228,0.064342608875556
"Plymouth",2020-12-27,"Plymouth",11170,3307,2762,51,45,6,494,0.296060877350045
"Pocahontas",2020-12-27,"Pocahontas",2950,683,570,11,11,0,102,0.231525423728814
"Polk",2020-12-27,"Polk",217595,40490,33542,406,370,36,6542,0.186079643374158
"Pottawattamie",2020-12-27,"Pottawattamie",39128,8075,6488,90,82,8,1497,0.206373952157023
"Poweshiek",2020-12-27,"Poweshiek",6797,1172,989,24,22,2,159,0.172429012799765
"Ringgold",2020-12-27,"Ringgold",1925,352,226,7,6,1,119,0.182857142857143
"Sac",2020-12-27,"Sac",4409,1021,856,14,14,0,151,0.231571784985257
"Scott",2020-12-27,"Scott",69334,13800,11281,146,138,8,2373,0.199036547725503
"Shelby",2020-12-27,"Shelby",4223,923,765,23,23,0,135,0.218565001183992
"Sioux",2020-12-27,"Sioux",13149,4275,3756,41,40,1,478,0.325119780971937
"Story",2020-12-27,"Story",45366,7863,6857,29,25,4,977,0.173323634439889
"Tama",2020-12-27,"Tama",6883,1739,1501,55,53,2,183,0.252651460119134
"Taylor",2020-12-27,"Taylor",2096,528,464,8,7,1,56,0.251908396946565
"Union",2020-12-27,"Union",5478,1003,763,16,16,0,224,0.183096020445418
"Van Buren",2020-12-27,"Van Buren",2184,448,376,11,10,1,61,0.205128205128205
"Wapello",2020-12-27,"Wapello",13479,3052,2492,90,88,2,470,0.226426292751688
"Warren",2020-12-27,"Warren",21994,3653,2828,33,31,2,792,0.166090752023279
"Washington",2020-12-27,"Washington",9510,1818,1438,27,26,1,353,0.191167192429022
"Wayne",2020-12-27,"Wayne",1786,363,295,21,17,4,47,0.203247480403136
"Webster",2020-12-27,"Webster",18371,4339,3597,61,55,6,681,0.23618746938109
"Winnebago",2020-12-27,"Winnebago",4966,1090,911,28,23,5,151,0.219492549335481
"Winneshiek",2020-12-27,"Winneshiek",7878,1344,966,17,15,2,361,0.170601675552171
"Woodbury",2020-12-27,"Woodbury",49325,12069,10398,163,151,12,1508,0.244683223517486
"Worth",2020-12-27,"Worth",2942,503,369,2,2,0,132,0.170972127804215
"Wright",2020-12-27,"Wright",6741,1499,1251,16,14,2,232,0.222370568164961
"Total",2020-12-27,"Totals",1341403,274936,228763,3743,3437,306,42430,0.204961521630711
