"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-06-29,"Adair",12867,996,842,32,22,10,3856,876,2,2021-06-29
"Adams",2021-06-29,"Adams",6264,359,342,4,4,0,1701,347,1,2021-06-29
"Allamakee",2021-06-29,"Allamakee",22961,1589,1472,52,42,10,6642,1529,5,2021-06-29
"Appanoose",2021-06-29,"Appanoose",19397,1470,1238,49,44,5,6490,1291,4,2021-06-29
"Audubon",2021-06-29,"Audubon",14053,553,504,11,10,1,2906,534,19,2021-06-29
"Benton",2021-06-29,"Benton",40418,2781,2520,55,44,11,13802,2609,34,2021-06-29
"Black Hawk",2021-06-29,"Black Hawk",230668,17800,15640,315,291,24,75372,16265,310,2021-06-29
"Boone",2021-06-29,"Boone",46972,2872,2651,34,31,3,14833,2685,0,2021-06-29
"Bremer",2021-06-29,"Bremer",42888,3031,2807,62,52,10,13127,2890,21,2021-06-29
"Buchanan",2021-06-29,"Buchanan",33970,2058,1889,34,27,7,10158,1943,20,2021-06-29
"Buena Vista",2021-06-29,"Buena Vista",47411,4977,4221,40,36,4,15563,4269,8,2021-06-29
"Butler",2021-06-29,"Butler",31356,1760,1621,35,31,4,7536,1667,11,2021-06-29
"Calhoun",2021-06-29,"Calhoun",19863,1445,1375,13,12,1,5642,1390,2,2021-06-29
"Carroll",2021-06-29,"Carroll",39326,3086,2821,52,43,9,12011,2870,-3,2021-06-29
"Cass",2021-06-29,"Cass",21864,1477,1341,55,49,6,6741,1391,-5,2021-06-29
"Cedar",2021-06-29,"Cedar",34037,2018,1889,23,21,2,9835,1923,11,2021-06-29
"Cerro Gordo",2021-06-29,"Cerro Gordo",84491,6000,5401,97,80,17,27101,5547,49,2021-06-29
"Cherokee",2021-06-29,"Cherokee",22397,1703,1552,38,30,8,6343,1597,7,2021-06-29
"Chickasaw",2021-06-29,"Chickasaw",18906,1323,1233,17,14,3,5859,1251,1,2021-06-29
"Clarke",2021-06-29,"Clarke",14452,1075,982,24,22,2,5253,1013,7,2021-06-29
"Clay",2021-06-29,"Clay",32907,2283,2135,27,22,5,8980,2167,5,2021-06-29
"Clayton",2021-06-29,"Clayton",27410,1800,1657,57,48,9,7740,1713,-1,2021-06-29
"Clinton",2021-06-29,"Clinton",69855,6098,5514,93,79,14,25060,5615,8,2021-06-29
"Crawford",2021-06-29,"Crawford",30049,2931,2646,41,35,6,9299,2685,-2,2021-06-29
"Dallas",2021-06-29,"Dallas",137305,12646,11151,99,85,14,58195,11296,46,2021-06-29
"Davis",2021-06-29,"Davis",12086,927,823,25,23,2,3783,853,5,2021-06-29
