"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"42","Hardin",11591,2973,2724,54,195,0.256492105944267,2021-12-01
"43","Harrison",8394,2506,2199,80,227,0.298546580891113,2021-12-01
"44","Henry",14954,4304,4069,55,180,0.287815968971513,2021-12-01
"45","Howard",6035,1566,1361,24,181,0.259486329743165,2021-12-01
"46","Humboldt",6224,1934,1759,33,142,0.31073264781491,2021-12-01
"47","Ida",4455,1385,1196,41,148,0.310886644219978,2021-12-01
"48","Iowa",10976,2420,2173,36,211,0.220481049562682,2021-12-01
"49","Jackson",12400,3434,2846,47,541,0.276935483870968,2021-12-01
"50","Jasper",24695,6446,5933,91,422,0.261024498886414,2021-12-01
"51","Jefferson",11970,2375,2101,44,230,0.198412698412698,2021-12-01
"52","Johnson",110667,20663,18794,108,1761,0.18671329303225,2021-12-01
"53","Jones",13398,4250,3828,64,358,0.317211524108076,2021-12-01
"54","Keokuk",6104,1562,1445,40,77,0.255897771952818,2021-12-01
"55","Kossuth",10323,3040,2760,78,202,0.29448803642352,2021-12-01
"56","Lee",22070,6091,5729,107,255,0.275985500679656,2021-12-01
"57","Linn",159689,33974,30508,433,3033,0.212751034823939,2021-12-01
"58","Louisa",7361,1832,1698,53,81,0.248879228365711,2021-12-01
"59","Lucas",5306,1297,1177,28,92,0.244440256313607,2021-12-01
"60","Lyon",6321,2144,1972,42,130,0.339186837525708,2021-12-01
"61","Madison",10467,2416,2253,25,138,0.230820674500812,2021-12-01
"62","Mahaska",14440,3815,3439,67,309,0.264196675900277,2021-12-01
"63","Marion",22054,5784,5341,100,343,0.26226534868958,2021-12-01
"64","Marshall",28060,6856,6503,94,259,0.244333570919458,2021-12-01
"65","Mills",9788,2330,2128,30,172,0.238046587658357,2021-12-01
"66","Mitchell",7007,1899,1708,44,147,0.271014699586128,2021-12-01
"67","Monona",4775,1287,1151,40,96,0.269528795811518,2021-12-01
"68","Monroe",4721,1474,1372,41,61,0.312221986867189,2021-12-01
"69","Montgomery",5881,1655,1534,47,74,0.281414725386839,2021-12-01
"70","Muscatine",28655,6860,6404,118,338,0.239399755714535,2021-12-01
"71","O'Brien",8403,2549,2290,66,193,0.303344043793883,2021-12-01
"72","Osceola",3270,1075,1007,18,50,0.328746177370031,2021-12-01
"73","Page",8642,2805,2639,35,131,0.324577644063874,2021-12-01
"74","Palo Alto",5756,1554,1442,32,80,0.26997915218902,2021-12-01
"75","Pending Investigation",3959,61,23,0,38,0.0154079312957818,2021-12-01
"76","Plymouth",16063,5020,4680,89,251,0.312519454647326,2021-12-01
"77","Pocahontas",4401,1233,1150,25,58,0.280163599182004,2021-12-01
"78","Polk",371762,83872,77354,824,5694,0.225606705365261,2021-12-01
"79","Pottawattamie",62715,16664,15135,219,1310,0.265709957745356,2021-12-01
"80","Poweshiek",11955,2480,2247,43,190,0.207444583856127,2021-12-01
"81","Ringgold",3117,837,726,30,81,0.268527430221367,2021-12-01
"82","Sac",6757,1797,1629,26,142,0.265946425928667,2021-12-01
"83","Scott",116449,28027,25701,301,2025,0.240680469561782,2021-12-01
"84","Shelby",7219,2065,1878,43,144,0.286050699542873,2021-12-01
"85","Sioux",20415,6320,5824,77,419,0.309576291942199,2021-12-01
"86","Story",70424,14273,13348,59,866,0.202672384414404,2021-12-01
"87","Tama",10832,2890,2660,78,152,0.266802067946824,2021-12-01
"88","Taylor",3406,1033,912,14,107,0.303288314738696,2021-12-01
"89","Union",8599,2042,1752,41,249,0.237469473194557,2021-12-01
"90","Van Buren",3847,988,863,23,102,0.256823498830257,2021-12-01
"91","Wapello",25250,6748,6111,146,491,0.267247524752475,2021-12-01
"92","Warren",37391,8861,8064,108,689,0.23698216148271,2021-12-01
"93","Washington",17286,4029,3758,65,206,0.233078792086081,2021-12-01
"94","Wayne",3553,902,784,25,93,0.253869969040248,2021-12-01
"95","Webster",27183,7651,7078,125,448,0.281462678880182,2021-12-01
"96","Winnebago",8469,2319,2005,40,274,0.273822174991144,2021-12-01
"97","Winneshiek",13494,2790,2423,44,323,0.206758559359715,2021-12-01
"98","Woodbury",76526,21077,19819,269,989,0.275422732143324,2021-12-01
"99","Worth",5210,1271,1148,10,113,0.243953934740883,2021-12-01
"100","Wright",9881,2740,2557,52,131,0.277299868434369,2021-12-01
"101","Totals",2222001,542422,495354,7550,39518,0.244114201568766,2021-12-07
