"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"1","Adair",4310,1036,920,34,82,0.240371229698376,2021-10-06
"2","Adams",1997,498,396,4,98,0.249374061091637,2021-10-06
"3","Allamakee",7680,1929,1718,52,159,0.251171875,2021-10-06
"4","Appanoose",7642,1759,1471,50,238,0.230175346767862,2021-10-06
"5","Audubon",3288,645,570,14,61,0.196167883211679,2021-10-06
"6","Benton",15963,3520,3071,56,393,0.220509929211301,2021-10-06
"7","Black Hawk",87563,20130,18833,355,942,0.229891620890102,2021-10-06
"8","Boone",17050,3448,3052,37,359,0.202228739002933,2021-10-06
"9","Bremer",15001,3538,3205,67,266,0.235850943270449,2021-10-06
"10","Buchanan",11856,2742,2317,39,386,0.231275303643725,2021-10-06
"11","Buena Vista",18021,4897,4694,45,158,0.271738527273736,2021-10-06
"12","Butler",8574,2032,1855,37,140,0.236995567996268,2021-10-06
"13","Calhoun",6485,1841,1665,15,161,0.283885890516577,2021-10-06
"14","Carroll",13351,3417,3105,53,259,0.255935884952438,2021-10-06
"15","Cass",7699,1905,1527,57,321,0.247434731783348,2021-10-06
"16","Cedar",11289,2463,2190,26,247,0.218176986446984,2021-10-06
"17","Cerro Gordo",30431,6816,6164,107,545,0.223982123492491,2021-10-06
"18","Cherokee",7177,1919,1757,43,119,0.267381914448934,2021-10-06
"19","Chickasaw",6767,1564,1367,18,179,0.231121619624649,2021-10-06
"20","Clarke",6148,1400,1226,28,146,0.227716330513988,2021-10-06
"21","Clay",10279,2746,2409,31,306,0.267146609592373,2021-10-06
"22","Clayton",9008,2100,1904,58,138,0.233126110124334,2021-10-06
"23","Clinton",28781,6814,6117,100,597,0.236753413710434,2021-10-06
"24","Crawford",10536,3373,3189,45,139,0.320140470766894,2021-10-06
"25","Dallas",67632,13894,12686,107,1101,0.205435296900875,2021-10-06
"26","Davis",4464,1138,1011,25,102,0.254928315412186,2021-10-06
"27","Decatur",4288,812,744,12,56,0.189365671641791,2021-10-06
"28","Delaware",9796,2534,2297,44,193,0.258677011024908,2021-10-06
"29","Des Moines",26623,6578,5980,93,505,0.247079592833264,2021-10-06
"30","Dickinson",12235,2976,2662,51,263,0.243236616264814,2021-10-06
"31","Dubuque",68399,15577,14346,228,1003,0.227737247620579,2021-10-06
"32","Emmet",6199,1638,1450,42,146,0.26423616712373,2021-10-06
