"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Adair",2021-01-09,"Adair",3025,647,501,18,14,4,128,0.213884297520661
"Adams",2021-01-09,"Adams",1317,285,211,3,3,0,71,0.216400911161731
"Allamakee",2021-01-09,"Allamakee",5038,1234,1002,26,22,4,206,0.244938467645891
"Appanoose",2021-01-09,"Appanoose",4954,1041,873,37,37,0,131,0.210133225676221
"Audubon",2021-01-09,"Audubon",2119,399,325,8,8,0,66,0.188296366210477
"Benton",2021-01-09,"Benton",10547,2044,1859,41,37,4,144,0.193799184602257
"Black Hawk",2021-01-09,"Black Hawk",58619,13244,11779,224,211,13,1241,0.225933571026459
"Boone",2021-01-09,"Boone",11248,2072,1649,15,13,2,408,0.184210526315789
"Bremer",2021-01-09,"Bremer",9743,2345,2130,47,44,3,168,0.240685620445448
"Buchanan",2021-01-09,"Buchanan",7830,1524,1315,19,18,1,190,0.19463601532567
"Buena Vista",2021-01-09,"Buena Vista",13105,3841,3376,27,24,3,438,0.293094238840137
"Butler",2021-01-09,"Butler",5802,1394,1149,23,20,3,222,0.240261978628059
"Calhoun",2021-01-09,"Calhoun",4640,1206,1127,9,9,0,70,0.259913793103448
"Carroll",2021-01-09,"Carroll",9799,2475,2151,32,26,6,292,0.252576793550362
"Cass",2021-01-09,"Cass",5283,1096,898,40,38,2,158,0.207457883778156
"Cedar",2021-01-09,"Cedar",7495,1449,1235,19,18,1,195,0.193328885923949
"Cerro Gordo",2021-01-09,"Cerro Gordo",20275,4488,3978,64,53,11,446,0.221356350184957
"Cherokee",2021-01-09,"Cherokee",5073,1326,1079,25,23,2,222,0.261383796570077
"Chickasaw",2021-01-09,"Chickasaw",4460,1080,960,11,10,1,109,0.242152466367713
"Clarke",2021-01-09,"Clarke",3903,737,546,7,7,0,184,0.188829105816039
"Clay",2021-01-09,"Clay",7047,1618,1405,17,13,4,196,0.229601248758337
"Clayton",2021-01-09,"Clayton",5829,1468,1253,47,40,7,168,0.251844227140161
"Clinton",2021-01-09,"Clinton",18308,4337,3739,61,55,6,537,0.236890976622242
"Crawford",2021-01-09,"Crawford",7573,2230,1922,22,19,3,286,0.294467186055724
"Dallas",2021-01-09,"Dallas",44643,8428,7133,66,56,10,1229,0.188786595882893
"Davis",2021-01-09,"Davis",2687,676,568,20,19,1,88,0.251581689616673
"Decatur",2021-01-09,"Decatur",2838,462,377,4,4,0,81,0.162790697674419
"Delaware",2021-01-09,"Delaware",6709,1685,1530,35,31,4,120,0.251155164704129
"Des Moines",2021-01-09,"Des Moines",17699,3691,3245,38,35,3,408,0.208542855528561
"Dickinson",2021-01-09,"Dickinson",8882,1796,1584,21,19,2,191,0.202206710200405
"Dubuque",2021-01-09,"Dubuque",48867,11038,9909,140,132,8,989,0.225878404649354
"Emmet",2021-01-09,"Emmet",4260,1071,875,29,28,1,167,0.251408450704225
"Fayette",2021-01-09,"Fayette",7574,1507,1181,22,20,2,304,0.19897016107737
"Floyd",2021-01-09,"Floyd",6460,1337,1174,36,28,8,127,0.206965944272446
"Franklin",2021-01-09,"Franklin",4295,972,801,17,16,1,154,0.226309662398137
"Fremont",2021-01-09,"Fremont",2251,483,428,5,3,2,50,0.214571301643714
"Greene",2021-01-09,"Greene",3555,666,584,7,7,0,75,0.187341772151899
"Grundy",2021-01-09,"Grundy",4787,1159,941,21,16,5,197,0.242114058909547
"Guthrie",2021-01-09,"Guthrie",4753,998,839,23,18,5,136,0.209972648853356
"Hamilton",2021-01-09,"Hamilton",6317,1535,1303,26,26,0,206,0.24299509260725
"Hancock",2021-01-09,"Hancock",4957,1249,1004,24,19,5,221,0.251966915473068
"Hardin",2021-01-09,"Hardin",6985,1508,1328,29,26,3,151,0.215891195418754
"Harrison",2021-01-09,"Harrison",5521,1502,1219,59,56,3,224,0.27205216446296
"Henry",2021-01-09,"Henry",9371,2568,2296,29,29,0,243,0.274036922420233
"Howard",2021-01-09,"Howard",3641,782,614,18,14,4,150,0.214776160395496
"Humboldt",2021-01-09,"Humboldt",4028,1018,855,18,15,3,145,0.252730883813307
"Ida",2021-01-09,"Ida",2717,721,633,30,29,1,58,0.265366212734634
"Iowa",2021-01-09,"Iowa",6789,1189,1044,22,21,1,123,0.175136249815879
"Jackson",2021-01-09,"Jackson",7498,1847,1662,31,30,1,154,0.246332355294745
"Jasper",2021-01-09,"Jasper",14854,3031,2518,55,53,2,458,0.204052780395853
"Jefferson",2021-01-09,"Jefferson",6311,1141,843,23,21,2,275,0.180795436539376
"Johnson",2021-01-09,"Johnson",66604,11607,10274,49,45,4,1284,0.174268812683923
"Jones",2021-01-09,"Jones",8365,2660,2460,49,48,1,151,0.317991631799163
"Keokuk",2021-01-09,"Keokuk",3426,825,726,25,25,0,74,0.240805604203152
"Kossuth",2021-01-09,"Kossuth",6497,1621,1411,35,34,1,175,0.249499769124211
"Lee",2021-01-09,"Lee",13311,3046,2551,28,23,5,467,0.228833295770415
"Linn",2021-01-09,"Linn",97653,17236,15422,264,244,20,1550,0.176502514003666
"Louisa",2021-01-09,"Louisa",4591,1119,940,26,22,4,153,0.243737747767371
"Lucas",2021-01-09,"Lucas",3152,630,393,8,8,0,229,0.199873096446701
"Lyon",2021-01-09,"Lyon",3883,1302,1140,30,27,3,132,0.335307751738347
"Madison",2021-01-09,"Madison",6161,1083,829,9,8,1,245,0.1757831520857
"Mahaska",2021-01-09,"Mahaska",8697,1836,1438,35,32,3,363,0.211107278371852
"Marion",2021-01-09,"Marion",12833,2900,2308,51,44,7,541,0.225979895581703
"Marshall",2021-01-09,"Marshall",17365,4181,3791,59,55,4,331,0.240771667146559
"Mills",2021-01-09,"Mills",6710,1326,1187,15,14,1,124,0.197615499254844
"Mitchell",2021-01-09,"Mitchell",4745,1105,901,33,33,0,171,0.232876712328767
"Monona",2021-01-09,"Monona",3141,592,504,16,15,1,72,0.188475007959249
"Monroe",2021-01-09,"Monroe",2776,758,502,18,16,2,238,0.273054755043228
"Montgomery",2021-01-09,"Montgomery",3613,808,610,22,21,1,176,0.223636866869637
"Muscatine",2021-01-09,"Muscatine",17983,3727,3229,75,68,7,423,0.207251292887727
"O'Brien",2021-01-09,"O'Brien",5680,1651,1454,54,50,4,143,0.290669014084507
"Osceola",2021-01-09,"Osceola",2074,626,588,9,7,2,29,0.301832208293153
"Page",2021-01-09,"Page",5173,1418,1287,14,13,1,117,0.274115600231974
"Palo Alto",2021-01-09,"Palo Alto",3798,868,746,9,9,0,113,0.228541337546077
"Pending Investigation",2021-01-09,"Pending Investigation",9689,840,402,0,0,0,438,0.0866962534833316
"Plymouth",2021-01-09,"Plymouth",11509,3443,3083,65,59,6,295,0.299157181336345
"Pocahontas",2021-01-09,"Pocahontas",3050,762,635,11,11,0,116,0.24983606557377
"Polk",2021-01-09,"Polk",226098,43573,37404,424,383,41,5745,0.192717317269503
"Pottawattamie",2021-01-09,"Pottawattamie",40508,8673,7427,104,93,11,1142,0.214105855633455
"Poweshiek",2021-01-09,"Poweshiek",7068,1269,1089,24,22,2,156,0.179541595925297
"Ringgold",2021-01-09,"Ringgold",1990,398,318,9,8,1,71,0.2
"Sac",2021-01-09,"Sac",4540,1079,970,14,14,0,95,0.237665198237885
"Scott",2021-01-09,"Scott",72141,14895,12893,154,146,8,1848,0.206470661620992
"Shelby",2021-01-09,"Shelby",4394,987,841,26,26,0,120,0.224624487938097
"Sioux",2021-01-09,"Sioux",13590,4462,4031,48,47,1,383,0.328329654157469
"Story",2021-01-09,"Story",46812,8362,7476,32,28,4,854,0.17862941126207
"Tama",2021-01-09,"Tama",7114,1824,1586,57,55,2,181,0.256395839190329
"Taylor",2021-01-09,"Taylor",2169,579,496,9,7,2,74,0.266943291839557
"Union",2021-01-09,"Union",5645,1057,930,19,19,0,108,0.187245349867139
"Van Buren",2021-01-09,"Van Buren",2252,478,414,12,11,1,52,0.212255772646536
"Wapello",2021-01-09,"Wapello",14056,3275,2787,93,91,2,395,0.232996585088219
"Warren",2021-01-09,"Warren",22948,4096,3285,37,35,2,774,0.178490500261461
"Washington",2021-01-09,"Washington",9924,2065,1615,29,28,1,421,0.208081418782749
"Wayne",2021-01-09,"Wayne",1881,410,329,21,17,4,60,0.217969165337586
"Webster",2021-01-09,"Webster",18863,4583,4042,67,60,7,474,0.242962413189843
"Winnebago",2021-01-09,"Winnebago",5108,1143,1011,29,24,5,103,0.223766640563821
"Winneshiek",2021-01-09,"Winneshiek",8206,1462,1194,19,17,2,249,0.178162320253473
"Woodbury",2021-01-09,"Woodbury",50802,12683,11364,173,160,13,1146,0.249655525373017
"Worth",2021-01-09,"Worth",3071,565,434,3,2,1,128,0.183979159882774
"Wright",2021-01-09,"Wright",6912,1585,1407,22,20,2,156,0.229311342592593
"Total",2021-01-09,"Totals",1390852,295113,255104,4124,3777,347,35885,0.212181454245312
