"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-03-19,"Adair",11376,950,765,31,22,9,3494,831,35,2021-03-19
"Adams",2021-03-19,"Adams",4942,327,315,4,4,0,1532,319,0,2021-03-19
"Allamakee",2021-03-19,"Allamakee",19298,1522,1341,48,38,10,5991,1471,82,2021-03-19
"Appanoose",2021-03-19,"Appanoose",16236,1408,1170,47,43,4,5821,1242,25,2021-03-19
"Audubon",2021-03-19,"Audubon",10831,496,452,9,8,1,2515,478,17,2021-03-19
"Benton",2021-03-19,"Benton",33634,2604,2271,54,44,10,12324,2447,122,2021-03-19
"Black Hawk",2021-03-19,"Black Hawk",194588,16499,14486,298,277,21,67933,15109,325,2021-03-19
"Boone",2021-03-19,"Boone",40376,2663,2358,30,28,2,13327,2480,92,2021-03-19
"Bremer",2021-03-19,"Bremer",34942,2873,2571,57,48,9,11821,2738,110,2021-03-19
"Buchanan",2021-03-19,"Buchanan",27600,1904,1699,30,26,4,9079,1804,75,2021-03-19
"Buena Vista",2021-03-19,"Buena Vista",41409,4796,4018,38,35,3,14389,4159,103,2021-03-19
"Butler",2021-03-19,"Butler",26878,1688,1536,32,28,4,6821,1600,32,2021-03-19
"Calhoun",2021-03-19,"Calhoun",16796,1363,1268,11,11,0,5139,1311,32,2021-03-19
"Carroll",2021-03-19,"Carroll",32921,2912,2596,49,42,7,10992,2711,66,2021-03-19
"Cass",2021-03-19,"Cass",19022,1387,1194,52,47,5,6126,1315,69,2021-03-19
"Cedar",2021-03-19,"Cedar",27674,1837,1632,23,21,2,8847,1758,103,2021-03-19
"Cerro Gordo",2021-03-19,"Cerro Gordo",69800,5427,4856,85,71,14,24034,5052,111,2021-03-19
"Cherokee",2021-03-19,"Cherokee",18744,1609,1394,37,29,8,5836,1507,76,2021-03-19
"Chickasaw",2021-03-19,"Chickasaw",15895,1271,1172,15,13,2,5243,1203,16,2021-03-19
"Clarke",2021-03-19,"Clarke",12255,1024,902,21,21,0,4716,965,42,2021-03-19
"Clay",2021-03-19,"Clay",26642,2023,1801,25,20,5,8019,1914,88,2021-03-19
"Clayton",2021-03-19,"Clayton",22415,1697,1546,55,46,9,6773,1616,15,2021-03-19
"Clinton",2021-03-19,"Clinton",56131,5537,4837,87,76,11,21705,5088,164,2021-03-19
"Crawford",2021-03-19,"Crawford",25078,2806,2447,36,31,5,8566,2573,90,2021-03-19
"Dallas",2021-03-19,"Dallas",115990,11701,9843,93,82,11,52190,10412,476,2021-03-19
"Davis",2021-03-19,"Davis",9881,844,727,24,23,1,3296,774,23,2021-03-19
"Decatur",2021-03-19,"Decatur",9420,591,548,9,9,0,3456,577,20,2021-03-19
"Delaware",2021-03-19,"Delaware",24492,1932,1803,39,35,4,7673,1891,49,2021-03-19
"Des Moines",2021-03-19,"Des Moines",50992,4653,4157,63,53,10,20490,4322,102,2021-03-19
"Dickinson",2021-03-19,"Dickinson",23402,2302,1957,41,35,6,9940,2132,134,2021-03-19
"Dubuque",2021-03-19,"Dubuque",169352,13735,12025,200,186,14,55099,12532,307,2021-03-19
"Emmet",2021-03-19,"Emmet",14886,1248,1096,40,38,2,4845,1179,43,2021-03-19
"Fayette",2021-03-19,"Fayette",31569,1879,1726,37,33,4,8914,1804,41,2021-03-19
"Floyd",2021-03-19,"Floyd",23028,1666,1419,41,31,10,7439,1500,40,2021-03-19
"Franklin",2021-03-19,"Franklin",18108,1202,1058,20,19,1,5074,1103,25,2021-03-19
"Fremont",2021-03-19,"Fremont",6634,598,538,10,8,2,2556,565,17,2021-03-19
