"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-06-02,"Adair",12664,992,832,32,22,10,3795,872,8,2021-06-02
"Adams",2021-06-02,"Adams",6033,354,337,4,4,0,1677,344,3,2021-06-02
"Allamakee",2021-06-02,"Allamakee",22506,1579,1455,51,41,10,6510,1522,16,2021-06-02
"Appanoose",2021-06-02,"Appanoose",18908,1465,1231,49,44,5,6371,1286,6,2021-06-02
"Audubon",2021-06-02,"Audubon",13080,536,496,10,9,1,2844,516,10,2021-06-02
"Benton",2021-06-02,"Benton",39419,2742,2499,55,44,11,13531,2577,23,2021-06-02
"Black Hawk",2021-06-02,"Black Hawk",224532,17427,15459,310,287,23,73860,15925,156,2021-06-02
"Boone",2021-06-02,"Boone",46139,2864,2598,34,31,3,14647,2678,46,2021-06-02
"Bremer",2021-06-02,"Bremer",41615,3004,2765,60,51,9,12900,2868,43,2021-06-02
"Buchanan",2021-06-02,"Buchanan",33087,2030,1870,33,27,6,9991,1922,19,2021-06-02
"Buena Vista",2021-06-02,"Buena Vista",46585,4908,4201,40,36,4,15340,4256,15,2021-06-02
"Butler",2021-06-02,"Butler",30710,1749,1605,35,31,4,7413,1658,18,2021-06-02
"Calhoun",2021-06-02,"Calhoun",19403,1440,1345,13,12,1,5566,1388,30,2021-06-02
"Carroll",2021-06-02,"Carroll",38464,3078,2797,52,43,9,11872,2867,18,2021-06-02
"Cass",2021-06-02,"Cass",21561,1472,1328,54,48,6,6667,1389,7,2021-06-02
"Cedar",2021-06-02,"Cedar",32999,2003,1866,23,21,2,9674,1912,23,2021-06-02
"Cerro Gordo",2021-06-02,"Cerro Gordo",81336,5935,5269,90,75,15,26501,5500,141,2021-06-02
"Cherokee",2021-06-02,"Cherokee",21925,1693,1544,38,30,8,6251,1591,9,2021-06-02
"Chickasaw",2021-06-02,"Chickasaw",18481,1316,1225,16,14,2,5755,1244,3,2021-06-02
"Clarke",2021-06-02,"Clarke",14136,1064,975,24,22,2,5154,1005,6,2021-06-02
"Clay",2021-06-02,"Clay",32230,2271,2123,27,22,5,8871,2161,11,2021-06-02
"Clayton",2021-06-02,"Clayton",26662,1792,1643,57,48,9,7565,1704,4,2021-06-02
"Clinton",2021-06-02,"Clinton",67719,6084,5431,93,79,14,24515,5597,73,2021-06-02
"Crawford",2021-06-02,"Crawford",29446,2921,2609,40,35,5,9186,2674,25,2021-06-02
"Dallas",2021-06-02,"Dallas",134339,12605,11018,99,85,14,57296,11248,131,2021-06-02
"Davis",2021-06-02,"Davis",11802,922,794,24,23,1,3706,849,31,2021-06-02
"Decatur",2021-06-02,"Decatur",10846,627,602,9,9,0,3734,611,0,2021-06-02
