"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-05-01,"Adair",12321,980,807,32,22,10,3692,860,21,2021-05-01
"Adams",2021-05-01,"Adams",5662,349,321,4,4,0,1629,337,12,2021-05-01
"Allamakee",2021-05-01,"Allamakee",21199,1552,1440,51,41,10,6312,1498,7,2021-05-01
"Appanoose",2021-05-01,"Appanoose",17928,1448,1210,47,43,4,6153,1276,19,2021-05-01
"Audubon",2021-05-01,"Audubon",12310,518,477,9,8,1,2722,499,13,2021-05-01
"Benton",2021-05-01,"Benton",37361,2697,2430,55,44,11,13123,2535,50,2021-05-01
"Black Hawk",2021-05-01,"Black Hawk",214329,17162,15050,307,284,23,71851,15698,341,2021-05-01
"Boone",2021-05-01,"Boone",44517,2794,2501,34,31,3,14208,2607,72,2021-05-01
"Bremer",2021-05-01,"Bremer",39490,2953,2706,60,51,9,12557,2813,47,2021-05-01
"Buchanan",2021-05-01,"Buchanan",31295,2004,1824,31,26,5,9707,1899,44,2021-05-01
"Buena Vista",2021-05-01,"Buena Vista",45304,4889,4153,40,36,4,15037,4239,46,2021-05-01
"Butler",2021-05-01,"Butler",29638,1723,1576,34,30,4,7213,1631,21,2021-05-01
"Calhoun",2021-05-01,"Calhoun",18443,1400,1315,13,12,1,5393,1348,20,2021-05-01
"Carroll",2021-05-01,"Carroll",36655,3050,2715,52,43,9,11602,2832,65,2021-05-01
"Cass",2021-05-01,"Cass",20839,1454,1283,54,48,6,6501,1369,32,2021-05-01
"Cedar",2021-05-01,"Cedar",31374,1965,1781,23,21,2,9407,1878,74,2021-05-01
"Cerro Gordo",2021-05-01,"Cerro Gordo",76775,5745,5041,88,74,14,25587,5328,199,2021-05-01
"Cherokee",2021-05-01,"Cherokee",20946,1683,1509,38,30,8,6139,1583,36,2021-05-01
"Chickasaw",2021-05-01,"Chickasaw",17540,1300,1206,15,13,2,5559,1229,8,2021-05-01
"Clarke",2021-05-01,"Clarke",13443,1049,957,24,22,2,4975,988,7,2021-05-01
"Clay",2021-05-01,"Clay",30804,2250,2018,25,20,5,8634,2143,100,2021-05-01
"Clayton",2021-05-01,"Clayton",25195,1769,1582,56,47,9,7321,1682,44,2021-05-01
"Clinton",2021-05-01,"Clinton",63602,5951,5156,92,79,13,23522,5476,228,2021-05-01
"Crawford",2021-05-01,"Crawford",27898,2877,2565,40,35,5,8986,2633,28,2021-05-01
"Dallas",2021-05-01,"Dallas",128408,12369,10638,97,84,13,55538,11050,315,2021-05-01
"Davis",2021-05-01,"Davis",11153,876,768,24,23,1,3567,807,15,2021-05-01
"Decatur",2021-05-01,"Decatur",10410,610,580,9,9,0,3617,596,7,2021-05-01
"Delaware",2021-05-01,"Delaware",28653,2117,1924,39,35,4,8293,2073,110,2021-05-01
"Des Moines",2021-05-01,"Des Moines",56342,4843,4312,66,55,11,21607,4487,109,2021-05-01
"Dickinson",2021-05-01,"Dickinson",26932,2657,2285,43,37,6,10736,2467,139,2021-05-01
"Dubuque",2021-05-01,"Dubuque",191254,14557,12609,207,191,16,58435,13278,462,2021-05-01
"Emmet",2021-05-01,"Emmet",17171,1398,1207,40,38,2,5291,1323,76,2021-05-01
"Fayette",2021-05-01,"Fayette",36481,1924,1787,41,36,5,9530,1843,15,2021-05-01
"Floyd",2021-05-01,"Floyd",25811,1766,1490,42,32,10,7923,1588,56,2021-05-01
"Franklin",2021-05-01,"Franklin",19530,1254,1096,21,19,2,5437,1152,35,2021-05-01
"Fremont",2021-05-01,"Fremont",7368,654,590,9,7,2,2719,619,20,2021-05-01
"Greene",2021-05-01,"Greene",15021,821,748,10,10,0,4236,772,14,2021-05-01
"Grundy",2021-05-01,"Grundy",19397,1438,1311,32,27,5,5903,1358,15,2021-05-01
"Guthrie",2021-05-01,"Guthrie",18692,1283,1140,29,24,5,5856,1200,31,2021-05-01
"Hamilton",2021-05-01,"Hamilton",23479,1976,1724,49,45,4,7722,1789,16,2021-05-01
"Hancock",2021-05-01,"Hancock",21542,1557,1381,34,27,7,6188,1460,45,2021-05-01
"Hardin",2021-05-01,"Hardin",35056,1970,1728,42,34,8,8685,1839,69,2021-05-01
"Harrison",2021-05-01,"Harrison",21519,1918,1652,73,69,4,6597,1783,58,2021-05-01
"Henry",2021-05-01,"Henry",36321,3044,2808,37,36,1,11219,2895,50,2021-05-01
"Howard",2021-05-01,"Howard",16887,1086,1002,22,18,4,4712,1040,16,2021-05-01
"Humboldt",2021-05-01,"Humboldt",15522,1233,1153,26,23,3,4819,1185,6,2021-05-01
"Ida",2021-05-01,"Ida",12631,1012,843,34,32,2,3411,903,26,2021-05-01
"Iowa",2021-05-01,"Iowa",29861,1539,1422,24,22,2,8353,1474,28,2021-05-01
"Jackson",2021-05-01,"Jackson",25816,2331,2118,42,39,3,9380,2201,41,2021-05-01
"Jasper",2021-05-01,"Jasper",52009,4457,3982,70,65,5,18710,4120,68,2021-05-01
"Jefferson",2021-05-01,"Jefferson",20563,1434,1278,35,29,6,7846,1319,6,2021-05-01
"Johnson",2021-05-01,"Johnson",211456,15188,13548,83,77,6,82421,14339,708,2021-05-01
"Jones",2021-05-01,"Jones",26380,3076,2851,57,51,6,10235,2953,45,2021-05-01
"Keokuk",2021-05-01,"Keokuk",15800,1020,911,31,31,0,4350,952,10,2021-05-01
"Kossuth",2021-05-01,"Kossuth",26405,2264,2034,64,56,8,8145,2143,45,2021-05-01
"Lee",2021-05-01,"Lee",53968,3946,3612,55,42,13,16230,3710,43,2021-05-01
"Linn",2021-05-01,"Linn",292593,21967,19626,333,297,36,120537,20605,646,2021-05-01
"Louisa",2021-05-01,"Louisa",17384,1339,1211,49,42,7,5539,1277,17,2021-05-01
"Lucas",2021-05-01,"Lucas",9398,794,726,23,18,5,3925,766,17,2021-05-01
"Lyon",2021-05-01,"Lyon",16510,1577,1476,41,37,4,4806,1568,51,2021-05-01
"Madison",2021-05-01,"Madison",20777,1713,1495,19,15,4,7966,1570,56,2021-05-01
"Mahaska",2021-05-01,"Mahaska",30860,2390,2148,50,45,5,10688,2272,74,2021-05-01
"Marion",2021-05-01,"Marion",42505,3795,3462,75,64,11,16481,3585,48,2021-05-01
"Marshall",2021-05-01,"Marshall",82701,5165,4681,75,67,8,21922,4799,43,2021-05-01
"Mills",2021-05-01,"Mills",21401,1777,1541,21,18,3,7785,1606,44,2021-05-01
"Mitchell",2021-05-01,"Mitchell",17987,1365,1217,41,38,3,5569,1255,-3,2021-05-01
"Monona",2021-05-01,"Monona",18245,882,775,30,28,2,3870,825,20,2021-05-01
"Monroe",2021-05-01,"Monroe",9738,993,894,28,21,7,3588,950,28,2021-05-01
"Montgomery",2021-05-01,"Montgomery",14464,1103,956,37,35,2,4391,1023,30,2021-05-01
"Muscatine",2021-05-01,"Muscatine",55569,5019,4401,99,90,9,22060,4692,192,2021-05-01
"O'Brien",2021-05-01,"O'Brien",26244,2139,1878,60,55,5,6807,1985,47,2021-05-01
"Osceola",2021-05-01,"Osceola",9077,804,708,16,13,3,2581,776,52,2021-05-01
"Page",2021-05-01,"Page",21466,1981,1858,21,19,2,6448,1916,37,2021-05-01
"Palo Alto",2021-05-01,"Palo Alto",18970,1176,1056,23,22,1,4590,1117,38,2021-05-01
"Pending Investigation",2021-05-01,"Pending Investigation",10158,1026,953,0,0,0,5355,1000,47,2021-05-01
"Plymouth",2021-05-01,"Plymouth",38456,4295,3825,79,71,8,13557,3994,90,2021-05-01
"Pocahontas",2021-05-01,"Pocahontas",13178,894,815,21,21,0,3518,852,16,2021-05-01
"Polk",2021-05-01,"Polk",695656,64132,54324,617,545,72,283488,56881,1940,2021-05-01
"Pottawattamie",2021-05-01,"Pottawattamie",120525,12069,10301,165,146,19,48657,10954,488,2021-05-01
"Poweshiek",2021-05-01,"Poweshiek",44624,1613,1490,33,30,3,9083,1539,16,2021-05-01
"Ringgold",2021-05-01,"Ringgold",9824,564,515,24,18,6,2442,540,1,2021-05-01
"Sac",2021-05-01,"Sac",20278,1375,1233,19,19,0,5475,1294,42,2021-05-01
"Scott",2021-05-01,"Scott",211492,20990,18089,239,217,22,89281,19569,1241,2021-05-01
"Shelby",2021-05-01,"Shelby",17452,1361,1217,37,33,4,5643,1295,41,2021-05-01
"Sioux",2021-05-01,"Sioux",45947,5279,4913,74,70,4,16435,5101,114,2021-05-01
"Story",2021-05-01,"Story",162400,11250,10082,48,42,6,57178,10480,350,2021-05-01
"Tama",2021-05-01,"Tama",32790,2209,1982,71,67,4,8606,2084,31,2021-05-01
"Taylor",2021-05-01,"Taylor",8715,679,633,12,10,2,2564,654,9,2021-05-01
"Union",2021-05-01,"Union",17256,1349,1193,32,26,6,6675,1257,32,2021-05-01
"Van Buren",2021-05-01,"Van Buren",8508,582,535,18,15,3,2815,556,3,2021-05-01
"Wapello",2021-05-01,"Wapello",47206,4627,4108,122,118,4,18903,4266,36,2021-05-01
"Warren",2021-05-01,"Warren",77418,6182,5339,87,77,10,28725,5685,259,2021-05-01
"Washington",2021-05-01,"Washington",41572,2682,2406,50,46,4,12146,2512,56,2021-05-01
"Wayne",2021-05-01,"Wayne",7162,572,490,23,18,5,2538,527,14,2021-05-01
"Webster",2021-05-01,"Webster",68629,5382,4961,92,77,15,21634,5101,48,2021-05-01
"Winnebago",2021-05-01,"Winnebago",17614,1509,1314,31,26,5,6430,1398,53,2021-05-01
"Winneshiek",2021-05-01,"Winneshiek",40126,2040,1873,33,28,5,10557,1960,54,2021-05-01
"Woodbury",2021-05-01,"Woodbury",146880,16337,14434,227,209,18,61430,15040,379,2021-05-01
"Worth",2021-05-01,"Worth",13206,775,683,8,7,1,3933,732,41,2021-05-01
"Wright",2021-05-01,"Wright",20851,1888,1741,36,29,7,7979,1819,42,2021-05-01
"Total",2021-05-01,"Totals",4816518,394820,347713,5950,5276,674,1710141,364776,11113,2021-05-01
