"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","2581","422","195","8","219","0.163502518403719",2020-11-25
"Adams","Adams","1089","161","83","2","76","0.147842056932966",2020-11-25
"Allamakee","Allamakee","4189","740","386","11","343","0.176653139174027",2020-11-25
"Appanoose","Appanoose","4157","750","256","9","485","0.180418571084917",2020-11-25
"Audubon","Audubon","1768","285","160","1","124","0.161199095022624",2020-11-25
"Benton","Benton","9201","1632","637","16","979","0.177372024779915",2020-11-25
"Black Hawk","Black Hawk","51150","10600","5875","131","4594","0.207233626588465",2020-11-25
"Boone","Boone","9239","1318","741","11","566","0.142656131615976",2020-11-25
"Bremer","Bremer","8446","1881","722","12","1147","0.222708974662562",2020-11-25
"Buchanan","Buchanan","6805","1133","477","9","647","0.166495224099927",2020-11-25
"Buena Vista","Buena Vista","11575","2958","2285","14","659","0.255550755939525",2020-11-25
"Butler","Butler","4994","950","453","5","492","0.190228273928714",2020-11-25
"Calhoun","Calhoun","4147","1026","358","7","661","0.247407764649144",2020-11-25
"Carroll","Carroll","8538","1928","1178","21","729","0.225814007964394",2020-11-25
"Cass","Cass","4422","784","497","21","266","0.177295341474446",2020-11-25
"Cedar","Cedar","6390","1030","491","13","526","0.161189358372457",2020-11-25
"Cerro Gordo","Cerro Gordo","17318","3371","1460","42","1869","0.194652962235824",2020-11-25
"Cherokee","Cherokee","4107","784","415","4","365","0.190893596299002",2020-11-25
"Chickasaw","Chickasaw","3844","813","637","4","172","0.211498439125911",2020-11-25
"Clarke","Clarke","3208","467","353","4","110","0.145573566084788",2020-11-25
"Clay","Clay","5848","1097","556","4","537","0.187585499316005",2020-11-25
"Clayton","Clayton","4926","1052","494","5","553","0.213560698335363",2020-11-25
"Clinton","Clinton","15323","3131","1532","37","1562","0.204333355087124",2020-11-25
"Crawford","Crawford","6745","1710","1370","15","325","0.253521126760563",2020-11-25
"Dallas","Dallas","37737","6133","3518","56","2559","0.162519543153934",2020-11-25
"Davis","Davis","2169","442","188","5","249","0.203780544029507",2020-11-25
"Decatur","Decatur","2347","309","164","0","145","0.131657435023434",2020-11-25
"Delaware","Delaware","5845","1381","806","21","554","0.236270316509837",2020-11-25
"Des Moines","Des Moines","15094","2741","1505","16","1220","0.181595335895058",2020-11-25
"Dickinson","Dickinson","7467","1285","785","10","490","0.172090531672693",2020-11-25
"Dubuque","Dubuque","43374","8924","5455","90","3379","0.205745377415041",2020-11-25
"Emmet","Emmet","3455","722","432","24","266","0.208972503617945",2020-11-25
"Fayette","Fayette","6404","1002","407","8","587","0.156464709556527",2020-11-25
"Floyd","Floyd","5619","1002","479","14","509","0.178323545114789",2020-11-25
"Franklin","Franklin","3635","703","398","20","285","0.193397524071527",2020-11-25
"Fremont","Fremont","1914","350","214","3","133","0.182863113897597",2020-11-25
"Greene","Greene","3071","508","196","0","312","0.165418430478671",2020-11-25
"Grundy","Grundy","4125","823","331","11","481","0.199515151515152",2020-11-25
"Guthrie","Guthrie","4047","726","403","15","308","0.17939214232765",2020-11-25
"Hamilton","Hamilton","5331","1061","505","7","549","0.199024573250797",2020-11-25
"Hancock","Hancock","4160","831","379","7","445","0.199759615384615",2020-11-25
"Hardin","Hardin","5975","1108","494","10","604","0.185439330543933",2020-11-25
"Harrison","Harrison","4524","1024","691","28","305","0.226348364279399",2020-11-25
"Henry","Henry","7758","1736","1110","7","619","0.223769012632122",2020-11-25
"Howard","Howard","3047","523","268","9","246","0.171644240236298",2020-11-25
"Humboldt","Humboldt","3452","722","364","5","353","0.209154113557358",2020-11-25
"Ida","Ida","2241","462","206","10","246","0.20615796519411",2020-11-25
"Iowa","Iowa","5901","902","420","11","471","0.152855448229114",2020-11-25
"Jackson","Jackson","6357","1394","695","11","688","0.21928582664779",2020-11-25
"Jasper","Jasper","12209","2088","1160","40","888","0.171021377672209",2020-11-25
"Jefferson","Jefferson","5160","661","255","1","405","0.128100775193798",2020-11-25
"Johnson","Johnson","57367","9236","5952","35","3249","0.160998483448673",2020-11-25
"Jones","Jones","7459","2257","498","13","1746","0.302587478214238",2020-11-25
"Keokuk","Keokuk","2849","555","174","7","374","0.194805194805195",2020-11-25
"Kossuth","Kossuth","5417","975","493","5","477","0.179988923758538",2020-11-25
"Lee","Lee","11022","1935","1010","16","909","0.175557974959173",2020-11-25
"Linn","Linn","83969","13648","5835","162","7651","0.162536174064238",2020-11-25
"Louisa","Louisa","3961","828","532","16","280","0.209038121686443",2020-11-25
"Lucas","Lucas","2490","317","203","6","108","0.127309236947791",2020-11-25
"Lyon","Lyon","3209","986","561","8","417","0.307260828918666",2020-11-25
"Madison","Madison","5092","662","371","4","287","0.130007855459544",2020-11-25
"Mahaska","Mahaska","7257","1235","712","27","496","0.170180515364476",2020-11-25
"Marion","Marion","10555","1973","1078","19","876","0.186925627664614",2020-11-25
"Marshall","Marshall","15268","3397","2068","44","1285","0.222491485459785",2020-11-25
"Mills","Mills","5704","999","422","7","570","0.175140252454418",2020-11-25
"Mitchell","Mitchell","4072","762","293","4","465","0.18713163064833",2020-11-25
"Monona","Monona","2672","414","256","2","156","0.154940119760479",2020-11-25
"Monroe","Monroe","2163","433","257","12","164","0.200184928340268",2020-11-25
