"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Montgomery","Montgomery","2893","439","202","10","227","0.151745592810232",2020-11-25
"Muscatine","Muscatine","15072","2748","1478","68","1202","0.182324840764331",2020-11-25
"O'Brien","O'Brien","4727","1213","725","30","458","0.256610958324519",2020-11-25
"Osceola","Osceola","1769","504","305","1","198","0.284906726964387",2020-11-25
"Page","Page","4504","1096","440","4","652","0.243339253996448",2020-11-25
"Palo Alto","Palo Alto","3282","619","330","4","285","0.18860450944546",2020-11-25
"Pending Investigation","Pending Investigation","8096","600","1","1","598","0.0741106719367589",2020-11-25
"Plymouth","Plymouth","9776","2623","1719","38","866","0.268310147299509",2020-11-25
"Pocahontas","Pocahontas","2687","547","236","2","309","0.203572757722367",2020-11-25
"Polk","Polk","192283","32340","19436","325","12579","0.168189595544068",2020-11-25
"Pottawattamie","Pottawattamie","33408","5925","3403","67","2455","0.177352729885057",2020-11-25
"Poweshiek","Poweshiek","6066","964","495","12","457","0.158918562479393",2020-11-25
"Ringgold","Ringgold","1690","196","97","2","97","0.115976331360947",2020-11-25
"Sac","Sac","3973","811","403","7","401","0.204127863075761",2020-11-25
"Scott","Scott","60379","10596","4934","81","5581","0.175491478825419",2020-11-25
"Shelby","Shelby","3651","735","437","6","292","0.201314708299096",2020-11-25
"Sioux","Sioux","11612","3568","2527","25","1016","0.307268343093352",2020-11-25
"Story","Story","40824","6597","4080","19","2498","0.161596119929453",2020-11-25
"Tama","Tama","6258","1501","957","40","504","0.239852988175136",2020-11-25
"Taylor","Taylor","1869","442","254","2","186","0.236490101658641",2020-11-25
"Union","Union","4893","734","279","6","449","0.150010218679747",2020-11-25
"Van Buren","Van Buren","1897","347","188","4","155","0.182920400632578",2020-11-25
"Wapello","Wapello","11662","2468","1542","71","855","0.211627508146116",2020-11-25
"Warren","Warren","19296","2658","1304","10","1344","0.137748756218905",2020-11-25
"Washington","Washington","8338","1361","688","13","660","0.163228591988486",2020-11-25
"Wayne","Wayne","1612","289","140","6","143","0.179280397022333",2020-11-25
"Webster","Webster","16633","3472","1919","31","1522","0.208741658149462",2020-11-25
"Winnebago","Winnebago","4490","889","496","23","370","0.197995545657016",2020-11-25
"Winneshiek","Winneshiek","6750","929","540","10","379","0.13762962962963",2020-11-25
"Woodbury","Woodbury","43890","10001","7422","116","2463","0.227865117338802",2020-11-25
"Worth","Worth","2555","341","151","0","190","0.133463796477495",2020-11-25
"Wright","Wright","6059","1192","766","5","421","0.196732134015514",2020-11-25
"Total","Totals","1185848","218943","122048","2271","94624","0.184629901977319",2020-11-25
