"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Adair",2021-01-12,"Adair",3050,664,512,20,16,4,132,0.217704918032787
"Adams",2021-01-12,"Adams",1326,288,219,3,3,0,66,0.217194570135747
"Allamakee",2021-01-12,"Allamakee",5073,1246,1033,26,22,4,187,0.245614035087719
"Appanoose",2021-01-12,"Appanoose",5020,1061,883,37,37,0,141,0.211354581673307
"Audubon",2021-01-12,"Audubon",2144,407,336,8,8,0,63,0.189832089552239
"Benton",2021-01-12,"Benton",10588,2051,1874,41,37,4,136,0.193709860219116
"Black Hawk",2021-01-12,"Black Hawk",58955,13328,11880,225,212,13,1223,0.226070731914172
"Boone",2021-01-12,"Boone",11363,2102,1673,15,13,2,414,0.184986359236117
"Bremer",2021-01-12,"Bremer",9804,2360,2148,47,44,3,165,0.240718074255406
"Buchanan",2021-01-12,"Buchanan",7889,1543,1332,19,18,1,192,0.195588794524021
"Buena Vista",2021-01-12,"Buena Vista",13137,3854,3429,28,25,3,397,0.293369871355713
"Butler",2021-01-12,"Butler",5840,1414,1163,23,20,3,228,0.242123287671233
"Calhoun",2021-01-12,"Calhoun",4656,1209,1135,9,9,0,65,0.259664948453608
"Carroll",2021-01-12,"Carroll",9858,2497,2182,32,26,6,283,0.25329681476973
"Cass",2021-01-12,"Cass",5303,1103,920,41,39,2,142,0.207995474259853
"Cedar",2021-01-12,"Cedar",7548,1461,1256,19,18,1,186,0.193561208267091
"Cerro Gordo",2021-01-12,"Cerro Gordo",20416,4529,4030,64,53,11,435,0.221835815047022
"Cherokee",2021-01-12,"Cherokee",5138,1357,1095,25,23,2,237,0.264110548851693
"Chickasaw",2021-01-12,"Chickasaw",4483,1089,973,11,10,1,105,0.242917689047513
"Clarke",2021-01-12,"Clarke",3942,752,557,7,7,0,188,0.190766108574328
"Clay",2021-01-12,"Clay",7082,1633,1443,17,13,4,173,0.230584580626942
"Clayton",2021-01-12,"Clayton",5882,1482,1268,47,40,7,167,0.251955117307038
"Clinton",2021-01-12,"Clinton",18444,4383,3810,61,55,6,512,0.237638256343526
"Crawford",2021-01-12,"Crawford",7621,2256,1956,22,19,3,278,0.296024143813148
"Dallas",2021-01-12,"Dallas",44978,8562,7244,67,57,10,1251,0.190359731424252
"Davis",2021-01-12,"Davis",2703,679,577,20,19,1,82,0.251202367739549
"Decatur",2021-01-12,"Decatur",2854,466,382,4,4,0,80,0.163279607568325
"Delaware",2021-01-12,"Delaware",6750,1695,1542,35,31,4,118,0.251111111111111
"Des Moines",2021-01-12,"Des Moines",17825,3723,3284,38,35,3,401,0.208863955119215
"Dickinson",2021-01-12,"Dickinson",8915,1814,1603,21,19,2,190,0.20347728547392
"Dubuque",2021-01-12,"Dubuque",49119,11122,10005,142,134,8,975,0.226429691158208
"Emmet",2021-01-12,"Emmet",4295,1082,887,29,28,1,166,0.251920838183935
"Fayette",2021-01-12,"Fayette",7629,1533,1202,22,20,2,309,0.20094376720409
"Floyd",2021-01-12,"Floyd",6515,1349,1191,36,28,8,122,0.207060629316961
"Franklin",2021-01-12,"Franklin",4336,981,813,17,16,1,151,0.226245387453875
"Fremont",2021-01-12,"Fremont",2268,487,432,5,3,2,50,0.214726631393298
"Greene",2021-01-12,"Greene",3568,669,601,7,7,0,61,0.1875
"Grundy",2021-01-12,"Grundy",4817,1170,964,21,16,5,185,0.242889765414158
"Guthrie",2021-01-12,"Guthrie",4787,1008,853,23,18,5,132,0.210570294547733
"Hamilton",2021-01-12,"Hamilton",6356,1542,1336,26,26,0,180,0.242605412208936
"Hancock",2021-01-12,"Hancock",4986,1258,1035,24,19,5,199,0.252306458082631
"Hardin",2021-01-12,"Hardin",7027,1519,1353,29,26,3,137,0.216166216023908
"Harrison",2021-01-12,"Harrison",5558,1515,1256,60,57,3,199,0.272580064771501
