"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-03-13,"Adair",11205,939,743,31,22,9,3467,823,49,2021-03-13
"Adams",2021-03-13,"Adams",4862,328,314,4,4,0,1520,319,1,2021-03-13
"Allamakee",2021-03-13,"Allamakee",18999,1516,1328,48,38,10,5922,1462,86,2021-03-13
"Appanoose",2021-03-13,"Appanoose",15972,1397,1146,47,43,4,5773,1235,42,2021-03-13
"Audubon",2021-03-13,"Audubon",10708,495,443,9,8,1,2493,479,27,2021-03-13
"Benton",2021-03-13,"Benton",32917,2595,2234,54,44,10,12129,2437,149,2021-03-13
"Black Hawk",2021-03-13,"Black Hawk",192254,16435,14411,295,275,20,67450,15043,337,2021-03-13
"Boone",2021-03-13,"Boone",39715,2648,2337,30,28,2,13212,2459,92,2021-03-13
"Bremer",2021-03-13,"Bremer",34349,2860,2549,56,48,8,11734,2721,116,2021-03-13
"Buchanan",2021-03-13,"Buchanan",27099,1892,1689,30,26,4,8995,1790,71,2021-03-13
"Buena Vista",2021-03-13,"Buena Vista",40972,4773,4004,37,34,3,14303,4140,99,2021-03-13
"Butler",2021-03-13,"Butler",26402,1685,1529,32,28,4,6766,1596,35,2021-03-13
"Calhoun",2021-03-13,"Calhoun",16492,1351,1256,11,11,0,5082,1303,36,2021-03-13
"Carroll",2021-03-13,"Carroll",32519,2895,2581,48,41,7,10904,2688,59,2021-03-13
"Cass",2021-03-13,"Cass",18718,1378,1183,52,47,5,6076,1307,72,2021-03-13
"Cedar",2021-03-13,"Cedar",27219,1825,1605,23,21,2,8774,1745,117,2021-03-13
"Cerro Gordo",2021-03-13,"Cerro Gordo",69061,5405,4838,85,71,14,23834,5039,116,2021-03-13
"Cherokee",2021-03-13,"Cherokee",18370,1591,1388,37,29,8,5765,1484,59,2021-03-13
"Chickasaw",2021-03-13,"Chickasaw",15683,1265,1166,15,13,2,5211,1201,20,2021-03-13
"Clarke",2021-03-13,"Clarke",12126,1018,888,21,21,0,4676,959,50,2021-03-13
"Clay",2021-03-13,"Clay",26222,1995,1789,25,20,5,7955,1885,71,2021-03-13
"Clayton",2021-03-13,"Clayton",22057,1684,1537,54,46,8,6709,1604,13,2021-03-13
"Clinton",2021-03-13,"Clinton",55217,5496,4785,87,76,11,21478,5052,180,2021-03-13
"Crawford",2021-03-13,"Crawford",24689,2796,2421,36,31,5,8509,2557,100,2021-03-13
"Dallas",2021-03-13,"Dallas",114239,11605,9703,93,82,11,51745,10328,532,2021-03-13
"Davis",2021-03-13,"Davis",9689,841,722,23,22,1,3261,770,25,2021-03-13
"Decatur",2021-03-13,"Decatur",9254,590,538,9,9,0,3430,576,29,2021-03-13
"Delaware",2021-03-13,"Delaware",24095,1916,1796,40,35,5,7595,1873,37,2021-03-13
"Des Moines",2021-03-13,"Des Moines",50161,4633,4113,61,53,8,20324,4302,128,2021-03-13
"Dickinson",2021-03-13,"Dickinson",23028,2256,1932,40,34,6,9845,2083,111,2021-03-13
"Dubuque",2021-03-13,"Dubuque",166512,13679,11931,199,186,13,54715,12488,358,2021-03-13
"Emmet",2021-03-13,"Emmet",14711,1233,1093,40,38,2,4799,1159,26,2021-03-13
"Fayette",2021-03-13,"Fayette",31149,1873,1713,36,33,3,8837,1800,51,2021-03-13
"Floyd",2021-03-13,"Floyd",22674,1653,1419,41,31,10,7400,1492,32,2021-03-13
"Franklin",2021-03-13,"Franklin",17907,1196,1057,20,19,1,5020,1100,23,2021-03-13
"Fremont",2021-03-13,"Fremont",6541,592,533,9,7,2,2531,560,18,2021-03-13
"Greene",2021-03-13,"Greene",13359,785,711,10,10,0,3945,737,16,2021-03-13
"Grundy",2021-03-13,"Grundy",17341,1402,1256,31,26,5,5554,1328,41,2021-03-13
"Guthrie",2021-03-13,"Guthrie",16162,1184,1050,28,23,5,5387,1104,26,2021-03-13
"Hamilton",2021-03-13,"Hamilton",21395,1929,1667,42,41,1,7255,1741,32,2021-03-13
"Hancock",2021-03-13,"Hancock",18999,1484,1327,33,27,6,5740,1384,24,2021-03-13
"Hardin",2021-03-13,"Hardin",30451,1840,1616,39,33,6,8026,1714,59,2021-03-13
"Harrison",2021-03-13,"Harrison",18732,1809,1577,70,66,4,6177,1682,35,2021-03-13
"Henry",2021-03-13,"Henry",32707,2948,2729,37,36,1,10541,2807,41,2021-03-13
"Howard",2021-03-13,"Howard",15181,1048,942,22,18,4,4386,1004,40,2021-03-13
"Humboldt",2021-03-13,"Humboldt",13918,1191,1086,25,22,3,4539,1144,33,2021-03-13
"Ida",2021-03-13,"Ida",10878,955,766,32,30,2,3177,845,47,2021-03-13
"Iowa",2021-03-13,"Iowa",26355,1475,1332,23,21,2,7768,1413,58,2021-03-13
"Jackson",2021-03-13,"Jackson",22898,2234,2026,39,36,3,8707,2110,45,2021-03-13
"Jasper",2021-03-13,"Jasper",45489,4239,3568,68,63,5,17412,3913,277,2021-03-13
"Jefferson",2021-03-13,"Jefferson",18266,1399,1245,34,28,6,7402,1289,10,2021-03-13
"Johnson",2021-03-13,"Johnson",187502,14008,12720,76,71,5,76093,13223,427,2021-03-13
"Jones",2021-03-13,"Jones",23006,2962,2774,55,51,4,9496,2860,31,2021-03-13
"Keokuk",2021-03-13,"Keokuk",14016,994,877,29,29,0,4004,925,19,2021-03-13
"Kossuth",2021-03-13,"Kossuth",22898,2110,1870,57,51,6,7561,1997,70,2021-03-13
"Lee",2021-03-13,"Lee",48513,3770,3426,54,41,13,15195,3548,68,2021-03-13
"Linn",2021-03-13,"Linn",258190,20840,18773,320,288,32,111686,19571,478,2021-03-13
"Louisa",2021-03-13,"Louisa",15490,1293,1155,48,41,7,5224,1232,29,2021-03-13
"Lucas",2021-03-13,"Lucas",8326,761,668,21,17,4,3650,731,42,2021-03-13
"Lyon",2021-03-13,"Lyon",13573,1478,1393,41,37,4,4413,1471,37,2021-03-13
"Madison",2021-03-13,"Madison",18434,1604,1373,18,14,4,7405,1468,77,2021-03-13
"Mahaska",2021-03-13,"Mahaska",27429,2274,2056,47,42,5,9993,2170,67,2021-03-13
"Marion",2021-03-13,"Marion",36938,3651,3261,74,64,10,15306,3451,116,2021-03-13
"Marshall",2021-03-13,"Marshall",73231,5031,4471,74,66,8,20441,4675,130,2021-03-13
"Mills",2021-03-13,"Mills",19483,1656,1438,20,17,3,7377,1502,44,2021-03-13
"Mitchell",2021-03-13,"Mitchell",15767,1330,1156,40,38,2,5271,1219,23,2021-03-13
"Monona",2021-03-13,"Monona",16269,830,731,29,27,2,3602,774,14,2021-03-13
"Monroe",2021-03-13,"Monroe",8698,945,843,28,21,7,3318,905,34,2021-03-13
"Montgomery",2021-03-13,"Montgomery",12835,1044,924,36,34,2,4237,969,9,2021-03-13
"Muscatine",2021-03-13,"Muscatine",47773,4601,4005,93,84,9,20391,4288,190,2021-03-13
"O'Brien",2021-03-13,"O'Brien",22824,1994,1709,58,54,4,6392,1852,85,2021-03-13
"Osceola",2021-03-13,"Osceola",7360,711,649,15,13,2,2341,686,22,2021-03-13
"Page",2021-03-13,"Page",19056,1876,1754,19,18,1,6133,1816,43,2021-03-13
"Palo Alto",2021-03-13,"Palo Alto",16149,1074,959,22,20,2,4289,1027,46,2021-03-13
"Pending Investigation",2021-03-13,"Pending Investigation",12576,1020,860,0,0,0,6395,995,135,2021-03-13
"Plymouth",2021-03-13,"Plymouth",33983,4011,3539,79,71,8,12720,3724,106,2021-03-13
"Pocahontas",2021-03-13,"Pocahontas",11774,859,788,19,19,0,3332,811,4,2021-03-13
"Polk",2021-03-13,"Polk",604839,59383,49530,572,509,63,262235,52592,2490,2021-03-13
"Pottawattamie",2021-03-13,"Pottawattamie",106156,10956,9465,149,132,17,45373,9955,341,2021-03-13
"Poweshiek",2021-03-13,"Poweshiek",36608,1567,1430,30,28,2,8405,1490,30,2021-03-13
"Ringgold",2021-03-13,"Ringgold",8859,532,475,21,18,3,2288,513,17,2021-03-13
"Sac",2021-03-13,"Sac",17640,1280,1144,18,18,0,5122,1199,37,2021-03-13
"Scott",2021-03-13,"Scott",184614,18576,16552,215,198,17,81748,17286,519,2021-03-13
"Shelby",2021-03-13,"Shelby",14757,1250,1098,34,31,3,5141,1188,56,2021-03-13
"Sioux",2021-03-13,"Sioux",38588,4999,4626,69,66,3,15266,4828,133,2021-03-13
"Story",2021-03-13,"Story",144706,10431,9229,46,40,6,54021,9734,459,2021-03-13
"Tama",2021-03-13,"Tama",29322,2158,1903,68,65,3,8114,2035,64,2021-03-13
"Taylor",2021-03-13,"Taylor",7660,666,618,12,10,2,2427,641,11,2021-03-13
"Union",2021-03-13,"Union",15400,1277,1146,31,26,5,6304,1198,21,2021-03-13
"Van Buren",2021-03-13,"Van Buren",7580,562,518,18,15,3,2630,537,1,2021-03-13
"Wapello",2021-03-13,"Wapello",41412,4457,3720,112,108,4,17527,4104,272,2021-03-13
"Warren",2021-03-13,"Warren",66915,5681,4883,79,71,8,26638,5209,247,2021-03-13
"Washington",2021-03-13,"Washington",36685,2572,2317,48,44,4,11372,2407,42,2021-03-13
"Wayne",2021-03-13,"Wayne",5513,526,416,21,17,4,2212,485,48,2021-03-13
"Webster",2021-03-13,"Webster",62231,5251,4774,88,74,14,20663,4983,121,2021-03-13
"Winnebago",2021-03-13,"Winnebago",15604,1409,1242,31,26,5,5958,1316,43,2021-03-13
"Winneshiek",2021-03-13,"Winneshiek",33369,1924,1729,30,26,4,9786,1845,86,2021-03-13
"Woodbury",2021-03-13,"Woodbury",128089,15262,13296,216,199,17,56833,13980,468,2021-03-13
"Worth",2021-03-13,"Worth",11205,706,643,8,7,1,3599,669,18,2021-03-13
"Wright",2021-03-13,"Wright",19130,1817,1683,31,26,5,7651,1752,38,2021-03-13
"Total",2021-03-13,"Totals",4234893,370220,324221,5630,5036,594,1591833,341910,12059,2021-03-13
