"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"1","Adair",4560,1148,1031,37,80,0.251754385964912,2021-12-01
"2","Adams",2155,575,514,8,53,0.266821345707657,2021-12-01
"3","Allamakee",8024,2044,1919,55,70,0.254735792622134,2021-12-01
"4","Appanoose",8192,2056,1807,57,192,0.2509765625,2021-12-01
"5","Audubon",3528,750,672,17,61,0.212585034013605,2021-12-01
"6","Benton",16897,4064,3617,59,388,0.240516067941055,2021-12-01
"7","Black Hawk",92633,22004,20456,378,1170,0.237539537745728,2021-12-01
"8","Boone",17971,3909,3550,39,320,0.217517110900896,2021-12-01
"9","Bremer",15862,3956,3546,72,338,0.249401084352541,2021-12-01
"10","Buchanan",12549,3063,2828,41,194,0.24408319387999,2021-12-01
"11","Buena Vista",18699,5025,4901,49,75,0.268730948179047,2021-12-01
"12","Butler",9154,2331,2074,44,213,0.254642779112956,2021-12-01
"13","Calhoun",6750,1976,1879,19,78,0.292740740740741,2021-12-01
"14","Carroll",13930,3689,3441,55,193,0.264824120603015,2021-12-01
"15","Cass",8265,2335,2071,66,198,0.282516636418633,2021-12-01
"16","Cedar",11940,2658,2510,27,121,0.222613065326633,2021-12-01
"17","Cerro Gordo",32409,7986,7037,123,826,0.246413033416644,2021-12-01
"18","Cherokee",7553,2123,1913,47,163,0.281080365417715,2021-12-01
"19","Chickasaw",7191,1796,1610,22,164,0.24975664024475,2021-12-01
"20","Clarke",6537,1612,1413,29,170,0.246596297996023,2021-12-01
"21","Clay",10660,2955,2805,36,114,0.277204502814259,2021-12-01
"22","Clayton",9698,2453,2154,59,240,0.252938750257785,2021-12-01
"23","Clinton",30541,7742,6978,114,650,0.253495301398121,2021-12-01
"24","Crawford",10908,3538,3374,47,117,0.324349101576824,2021-12-01
"25","Dallas",71522,15360,14221,113,1026,0.214759095103604,2021-12-01
"26","Davis",4686,1248,1147,25,76,0.266325224071703,2021-12-01
"27","Decatur",4640,1022,834,13,175,0.220258620689655,2021-12-01
"28","Delaware",10495,2958,2576,54,328,0.281848499285374,2021-12-01
"29","Des Moines",27733,7105,6752,105,248,0.256192983088739,2021-12-01
"30","Dickinson",12692,3149,2992,55,102,0.248109045067759,2021-12-01
"31","Dubuque",72754,18549,16029,241,2279,0.254955054017649,2021-12-01
"32","Emmet",6490,1786,1648,46,92,0.275192604006163,2021-12-01
"33","Fayette",12213,2866,2604,53,209,0.23466797674609,2021-12-01
"34","Floyd",10275,2569,2265,49,255,0.250024330900243,2021-12-01
"35","Franklin",7247,1839,1643,29,167,0.25376017662481,2021-12-01
"36","Fremont",3740,961,881,13,67,0.256951871657754,2021-12-01
"37","Greene",5465,1278,1175,17,86,0.233851784080512,2021-12-01
"38","Grundy",7422,1837,1668,37,132,0.247507410401509,2021-12-01
"39","Guthrie",7651,1684,1551,37,96,0.220101947457849,2021-12-01
"40","Hamilton",10075,2601,2344,57,200,0.258163771712159,2021-12-01
"41","Hancock",7864,2159,1871,39,249,0.274542217700916,2021-12-01
"42","Hardin",11370,2851,2674,53,124,0.250747581354442,2021-12-01
"43","Harrison",8197,2346,2147,79,120,0.28620226912285,2021-12-01
"44","Henry",14647,4187,3927,55,205,0.285860585785485,2021-12-01
"45","Howard",5927,1479,1301,24,154,0.249536021596086,2021-12-01
"46","Humboldt",6113,1854,1676,30,148,0.303288074595125,2021-12-01
"47","Ida",4361,1311,1165,41,105,0.300619124054116,2021-12-01
"48","Iowa",10768,2299,2105,34,160,0.213502971768202,2021-12-01
"49","Jackson",11998,3094,2734,47,313,0.257876312718786,2021-12-01
"50","Jasper",24262,6209,5769,91,349,0.255914598961339,2021-12-01
"51","Jefferson",11716,2234,2037,43,154,0.190679412768863,2021-12-01
"52","Johnson",108593,19818,18097,105,1616,0.182497951064986,2021-12-01
"53","Jones",13123,4056,3702,62,292,0.309075668673322,2021-12-01
"54","Keokuk",5982,1509,1388,39,82,0.252256770310933,2021-12-01
"55","Kossuth",10158,2894,2696,77,121,0.284898602087025,2021-12-01
"56","Lee",21755,5911,5658,105,148,0.271707653413009,2021-12-01
"57","Linn",156796,32218,29404,424,2390,0.20547718054032,2021-12-01
"58","Louisa",7233,1770,1677,53,40,0.244711737868105,2021-12-01
"59","Lucas",5209,1245,1125,26,94,0.23900940679593,2021-12-01
"60","Lyon",6182,2065,1914,42,109,0.334034293109026,2021-12-01
"61","Madison",10318,2350,2195,25,130,0.227757317309556,2021-12-01
"62","Mahaska",14141,3660,3273,65,322,0.25882186549749,2021-12-01
"63","Marion",21631,5587,5101,97,389,0.258286718136009,2021-12-01
"64","Marshall",27679,6698,6409,93,196,0.241988511145634,2021-12-01
"65","Mills",9584,2213,2032,30,151,0.230905676126878,2021-12-01
"66","Mitchell",6884,1824,1636,43,145,0.264962231260895,2021-12-01
"67","Monona",4676,1232,1078,39,115,0.263473053892216,2021-12-01
"68","Monroe",4648,1429,1328,39,62,0.307444061962134,2021-12-01
"69","Montgomery",5789,1620,1460,45,115,0.279841077906374,2021-12-01
"70","Muscatine",28185,6652,6301,117,234,0.23601206315416,2021-12-01
"71","O'Brien",8235,2413,2246,65,102,0.293017607771706,2021-12-01
"72","Osceola",3208,1049,964,18,67,0.326995012468828,2021-12-01
"73","Page",8508,2733,2537,33,163,0.321227080394922,2021-12-01
"74","Palo Alto",5661,1507,1408,32,67,0.266207383854443,2021-12-01
"75","Plymouth",15868,4891,4596,88,207,0.308230400806655,2021-12-01
"76","Pocahontas",4355,1209,1109,24,76,0.277611940298507,2021-12-01
"77","Polk",365215,80473,75247,799,4427,0.220344180824993,2021-12-01
"78","Pottawattamie",61349,15905,14635,213,1057,0.259254429575054,2021-12-01
"79","Poweshiek",11719,2373,2134,43,196,0.20249168017749,2021-12-01
"80","Ringgold",3029,771,669,29,73,0.254539451964345,2021-12-01
"81","Sac",6646,1716,1584,26,106,0.258200421306049,2021-12-01
"82","Scott",114168,26682,25047,292,1343,0.23370821946605,2021-12-01
"83","Shelby",7068,1965,1799,42,124,0.278013582342954,2021-12-01
"84","Sioux",20017,6115,5670,77,368,0.305490333216766,2021-12-01
