"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Fremont",2021-01-06,"Fremont",2229,475,413,5,3,2,57,0.213100044863167
"Greene",2021-01-06,"Greene",3534,660,575,7,7,0,78,0.186757215619694
"Grundy",2021-01-06,"Grundy",4734,1135,914,20,15,5,201,0.239754964089565
"Guthrie",2021-01-06,"Guthrie",4709,983,824,23,18,5,136,0.20874920365258
"Hamilton",2021-01-06,"Hamilton",6257,1521,1266,24,24,0,231,0.243087741729263
"Hancock",2021-01-06,"Hancock",4902,1215,972,24,19,5,219,0.247858017135863
"Hardin",2021-01-06,"Hardin",6930,1488,1296,26,24,2,166,0.214718614718615
"Harrison",2021-01-06,"Harrison",5462,1471,1186,59,56,3,226,0.269315269132186
"Henry",2021-01-06,"Henry",9266,2522,2250,28,28,0,244,0.272177854521908
"Howard",2021-01-06,"Howard",3601,768,598,17,13,4,153,0.213274090530408
"Humboldt",2021-01-06,"Humboldt",3985,1003,843,18,15,3,142,0.251693851944793
"Ida",2021-01-06,"Ida",2688,715,606,29,28,1,80,0.265997023809524
"Iowa",2021-01-06,"Iowa",6689,1162,1024,21,20,1,117,0.173718044550755
"Jackson",2021-01-06,"Jackson",7394,1815,1626,29,28,1,160,0.245469299431972
"Jasper",2021-01-06,"Jasper",14685,2969,2442,54,52,2,473,0.202179094313926
"Jefferson",2021-01-06,"Jefferson",6200,1085,827,20,19,1,238,0.175
"Johnson",2021-01-06,"Johnson",65890,11422,10129,47,43,4,1246,0.17334952193049
"Jones",2021-01-06,"Jones",8272,2634,2444,48,47,1,142,0.318423597678917
"Keokuk",2021-01-06,"Keokuk",3382,812,707,25,25,0,80,0.240094618568894
"Kossuth",2021-01-06,"Kossuth",6430,1581,1371,32,31,1,178,0.245878693623639
"Lee",2021-01-06,"Lee",13161,2982,2472,27,22,5,483,0.226578527467518
"Linn",2021-01-06,"Linn",96614,17003,15218,250,233,17,1535,0.175988987103318
"Louisa",2021-01-06,"Louisa",4547,1103,921,24,20,4,158,0.242577523641962
"Lucas",2021-01-06,"Lucas",3100,609,370,8,8,0,231,0.196451612903226
"Lyon",2021-01-06,"Lyon",3838,1282,1126,28,26,2,128,0.334028139656071
"Madison",2021-01-06,"Madison",6045,1023,808,8,7,1,207,0.169230769230769
"Mahaska",2021-01-06,"Mahaska",8590,1803,1376,35,32,3,392,0.209895227008149
"Marion",2021-01-06,"Marion",12696,2837,2242,49,42,7,546,0.223456206679269
"Marshall",2021-01-06,"Marshall",17173,4139,3734,57,54,3,348,0.241017876899785
"Mills",2021-01-06,"Mills",6655,1311,1151,15,14,1,145,0.196994740796394
"Mitchell",2021-01-06,"Mitchell",4697,1086,884,31,31,0,171,0.23121141153928
"Monona",2021-01-06,"Monona",3106,562,490,16,15,1,56,0.180940115904701
"Monroe",2021-01-06,"Monroe",2712,717,479,17,16,1,221,0.264380530973451
"Montgomery",2021-01-06,"Montgomery",3557,785,566,16,15,1,203,0.220691594039921
"Muscatine",2021-01-06,"Muscatine",17761,3660,3184,75,68,7,401,0.206069478069929
"O'Brien",2021-01-06,"O'Brien",5618,1628,1428,53,49,4,147,0.289782840868637
"Osceola",2021-01-06,"Osceola",2051,622,580,8,7,1,34,0.303266699171136
"Page",2021-01-06,"Page",5129,1392,1265,14,13,1,113,0.271397933320335
"Palo Alto",2021-01-06,"Palo Alto",3762,847,722,8,8,0,117,0.225146198830409
"Pending Investigation",2021-01-06,"Pending Investigation",10058,805,396,0,0,0,409,0.0800357924040565
"Plymouth",2021-01-06,"Plymouth",11433,3416,3038,60,54,6,318,0.298784221114318
"Pocahontas",2021-01-06,"Pocahontas",3033,750,619,11,11,0,120,0.247279920870425
"Polk",2021-01-06,"Polk",223431,42642,36544,419,380,39,5679,0.190850866710528
"Pottawattamie",2021-01-06,"Pottawattamie",40138,8534,7248,102,91,11,1184,0.212616473167572
"Poweshiek",2021-01-06,"Poweshiek",6980,1236,1071,24,22,2,141,0.177077363896848
"Ringgold",2021-01-06,"Ringgold",1966,384,305,8,7,1,71,0.195320447609359
"Sac",2021-01-06,"Sac",4495,1060,948,14,14,0,98,0.235817575083426
"Scott",2021-01-06,"Scott",71003,14505,12560,153,145,8,1792,0.204287142796783
"Shelby",2021-01-06,"Shelby",4350,973,827,25,25,0,121,0.22367816091954
"Sioux",2021-01-06,"Sioux",13435,4394,3963,46,45,1,385,0.327056196501675
"Story",2021-01-06,"Story",46347,8217,7340,31,27,4,846,0.177293028674995
"Tama",2021-01-06,"Tama",7040,1799,1573,56,54,2,170,0.255539772727273
"Taylor",2021-01-06,"Taylor",2137,556,486,9,7,2,61,0.260177819372953
"Union",2021-01-06,"Union",5588,1046,911,19,19,0,116,0.187186828919112
"Van Buren",2021-01-06,"Van Buren",2233,468,409,12,11,1,47,0.209583519928348
"Wapello",2021-01-06,"Wapello",13879,3206,2722,93,91,2,391,0.230996469486274
"Warren",2021-01-06,"Warren",22695,3971,3190,34,32,2,747,0.17497246089447
"Washington",2021-01-06,"Washington",9767,1976,1575,29,28,1,372,0.202313914200881
"Wayne",2021-01-06,"Wayne",1855,395,320,21,17,4,54,0.212938005390836
"Webster",2021-01-06,"Webster",18718,4533,3951,65,58,7,517,0.242173309114222
"Winnebago",2021-01-06,"Winnebago",5060,1127,986,28,23,5,113,0.222727272727273
"Winneshiek",2021-01-06,"Winneshiek",8080,1418,1155,19,17,2,244,0.17549504950495
"Woodbury",2021-01-06,"Woodbury",50340,12531,11207,171,157,14,1153,0.248927294398093
"Worth",2021-01-06,"Worth",3035,546,417,3,2,1,126,0.179901153212521
"Wright",2021-01-06,"Wright",6873,1557,1382,21,19,2,154,0.226538629419467
"Total",2021-01-06,"Totals",1375685,289466,249869,3999,3666,333,35598,0.210415901896146
