"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Adair",2021-01-06,"Adair",2989,624,493,17,13,4,114,0.208765473402476
"Adams",2021-01-06,"Adams",1304,273,201,2,2,0,70,0.209355828220859
"Allamakee",2021-01-06,"Allamakee",4996,1218,967,26,22,4,225,0.243795036028823
"Appanoose",2021-01-06,"Appanoose",4888,1006,862,36,36,0,108,0.205810147299509
"Audubon",2021-01-06,"Audubon",2103,395,320,7,7,0,68,0.187826913932477
"Benton",2021-01-06,"Benton",10438,2021,1821,38,34,4,162,0.193619467330906
"Black Hawk",2021-01-06,"Black Hawk",58012,13039,11594,220,207,13,1225,0.224763841963732
"Boone",2021-01-06,"Boone",11090,2019,1597,15,13,2,407,0.182055906221821
"Bremer",2021-01-06,"Bremer",9599,2304,2105,44,41,3,155,0.240025002604438
"Buchanan",2021-01-06,"Buchanan",7750,1495,1300,17,16,1,178,0.192903225806452
"Buena Vista",2021-01-06,"Buena Vista",12999,3798,3298,27,24,3,473,0.292176321255481
"Butler",2021-01-06,"Butler",5712,1337,1134,23,20,3,180,0.23406862745098
"Calhoun",2021-01-06,"Calhoun",4620,1196,1116,9,9,0,71,0.258874458874459
"Carroll",2021-01-06,"Carroll",9702,2435,2107,31,25,6,297,0.250979179550608
"Cass",2021-01-06,"Cass",5236,1081,873,39,37,2,169,0.206455309396486
"Cedar",2021-01-06,"Cedar",7414,1420,1207,19,18,1,194,0.191529538710548
"Cerro Gordo",2021-01-06,"Cerro Gordo",20073,4423,3913,63,52,11,447,0.220345738056095
"Cherokee",2021-01-06,"Cherokee",4997,1293,1051,23,21,2,219,0.258755253151891
"Chickasaw",2021-01-06,"Chickasaw",4416,1067,948,11,10,1,108,0.241621376811594
"Clarke",2021-01-06,"Clarke",3858,721,535,6,6,0,180,0.186884396060135
"Clay",2021-01-06,"Clay",6953,1585,1356,16,12,4,213,0.227959154321875
"Clayton",2021-01-06,"Clayton",5768,1441,1226,46,39,7,169,0.249826629680999
"Clinton",2021-01-06,"Clinton",18049,4233,3660,56,50,6,517,0.234528228710732
"Crawford",2021-01-06,"Crawford",7500,2186,1893,22,19,3,271,0.291466666666667
"Dallas",2021-01-06,"Dallas",44102,8202,6947,66,56,10,1189,0.185977960183212
"Davis",2021-01-06,"Davis",2636,660,547,20,19,1,93,0.250379362670713
"Decatur",2021-01-06,"Decatur",2796,451,366,4,4,0,81,0.161301859799714
"Delaware",2021-01-06,"Delaware",6661,1661,1506,32,31,1,123,0.249361957664014
"Des Moines",2021-01-06,"Des Moines",17501,3636,3190,35,32,3,411,0.207759556596766
"Dickinson",2021-01-06,"Dickinson",8809,1762,1543,20,18,2,199,0.200022704052673
"Dubuque",2021-01-06,"Dubuque",48402,10846,9770,139,131,8,937,0.224081649518615
"Emmet",2021-01-06,"Emmet",4201,1043,853,28,27,1,162,0.248274220423709
"Fayette",2021-01-06,"Fayette",7456,1468,1157,21,20,1,290,0.196888412017167
"Floyd",2021-01-06,"Floyd",6396,1310,1157,36,28,8,117,0.204815509693558
"Franklin",2021-01-06,"Franklin",4239,945,784,17,16,1,144,0.222929936305732
