"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-05-17,"Adair",12533,985,817,32,22,10,3746,865,16,2021-05-17
"Adams",2021-05-17,"Adams",5862,349,331,4,4,0,1657,338,3,2021-05-17
"Allamakee",2021-05-17,"Allamakee",22031,1572,1442,51,41,10,6427,1514,21,2021-05-17
"Appanoose",2021-05-17,"Appanoose",18543,1457,1221,49,44,5,6283,1281,11,2021-05-17
"Audubon",2021-05-17,"Audubon",12667,531,483,10,9,1,2783,510,17,2021-05-17
"Benton",2021-05-17,"Benton",38485,2721,2455,55,44,11,13359,2566,56,2021-05-17
"Black Hawk",2021-05-17,"Black Hawk",220917,17294,15282,308,285,23,73037,15825,235,2021-05-17
"Boone",2021-05-17,"Boone",45484,2835,2562,34,31,3,14463,2651,55,2021-05-17
"Bremer",2021-05-17,"Bremer",40638,2982,2736,60,51,9,12754,2850,54,2021-05-17
"Buchanan",2021-05-17,"Buchanan",32337,2022,1856,32,26,6,9865,1915,27,2021-05-17
"Buena Vista",2021-05-17,"Buena Vista",45904,4899,4181,40,36,4,15209,4248,27,2021-05-17
"Butler",2021-05-17,"Butler",30287,1743,1588,34,30,4,7348,1650,28,2021-05-17
"Calhoun",2021-05-17,"Calhoun",19022,1433,1320,13,12,1,5526,1385,52,2021-05-17
"Carroll",2021-05-17,"Carroll",37669,3073,2746,52,43,9,11764,2859,61,2021-05-17
"Cass",2021-05-17,"Cass",21257,1471,1301,54,48,6,6608,1387,32,2021-05-17
"Cedar",2021-05-17,"Cedar",32315,1992,1817,23,21,2,9574,1900,60,2021-05-17
"Cerro Gordo",2021-05-17,"Cerro Gordo",78980,5834,5145,89,74,15,26105,5412,178,2021-05-17
"Cherokee",2021-05-17,"Cherokee",21374,1690,1532,38,30,8,6205,1589,19,2021-05-17
"Chickasaw",2021-05-17,"Chickasaw",18169,1309,1217,16,14,2,5670,1241,8,2021-05-17
"Clarke",2021-05-17,"Clarke",13854,1060,963,24,22,2,5088,1002,15,2021-05-17
"Clay",2021-05-17,"Clay",31616,2265,2093,25,20,5,8797,2157,39,2021-05-17
"Clayton",2021-05-17,"Clayton",25981,1783,1623,56,47,9,7449,1696,17,2021-05-17
"Clinton",2021-05-17,"Clinton",65674,6034,5300,93,79,14,24094,5560,167,2021-05-17
"Crawford",2021-05-17,"Crawford",28837,2907,2585,40,35,5,9086,2663,38,2021-05-17
"Dallas",2021-05-17,"Dallas",131859,12513,10823,98,85,13,56597,11185,264,2021-05-17
"Davis",2021-05-17,"Davis",11553,906,775,24,23,1,3647,835,36,2021-05-17
"Decatur",2021-05-17,"Decatur",10680,624,587,9,9,0,3689,608,12,2021-05-17
"Delaware",2021-05-17,"Delaware",29921,2142,1995,41,37,4,8447,2097,61,2021-05-17
"Des Moines",2021-05-17,"Des Moines",58022,4949,4363,66,55,11,22083,4589,160,2021-05-17
"Dickinson",2021-05-17,"Dickinson",27711,2675,2390,43,37,6,10863,2485,52,2021-05-17
"Dubuque",2021-05-17,"Dubuque",197652,14669,12960,209,193,16,59310,13381,212,2021-05-17
"Emmet",2021-05-17,"Emmet",17564,1416,1247,40,38,2,5397,1343,56,2021-05-17
"Fayette",2021-05-17,"Fayette",37516,1934,1798,41,36,5,9673,1851,12,2021-05-17
