"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","2285","296","114","3","179","0.129540481400438",2020-11-11
"Adams","Adams","982","120","62","1","57","0.122199592668024",2020-11-11
"Allamakee","Allamakee","3731","546","308","9","229","0.146341463414634",2020-11-11
"Appanoose","Appanoose","3636","475","194","3","278","0.130638063806381",2020-11-11
"Audubon","Audubon","1611","235","122","1","112","0.145872129112353",2020-11-11
"Benton","Benton","8073","1144","452","7","685","0.14170692431562",2020-11-11
"Black Hawk","Black Hawk","45981","8210","4944","110","3156","0.178552010613079",2020-11-11
"Boone","Boone","8296","988","634","10","344","0.119093539054966",2020-11-11
"Bremer","Bremer","7336","1249","589","12","648","0.17025627044711",2020-11-11
"Buchanan","Buchanan","6009","768","368","6","394","0.127808287568647",2020-11-11
"Buena Vista","Buena Vista","10901","2593","2163","13","417","0.237868085496743",2020-11-11
"Butler","Butler","4467","654","432","3","219","0.146406984553392",2020-11-11
"Calhoun","Calhoun","3767","738","334","6","398","0.19591186620653",2020-11-11
"Carroll","Carroll","7813","1571","964","14","593","0.201075131191604",2020-11-11
"Cass","Cass","4010","606","392","11","203","0.151122194513716",2020-11-11
"Cedar","Cedar","5654","739","319","10","410","0.130703926423771",2020-11-11
"Cerro Gordo","Cerro Gordo","15195","2261","1179","31","1051","0.148798947022047",2020-11-11
"Cherokee","Cherokee","3728","570","346","3","221","0.152896995708155",2020-11-11
"Chickasaw","Chickasaw","3359","529","426","1","102","0.157487347424829",2020-11-11
"Clarke","Clarke","2990","406","294","4","108","0.135785953177258",2020-11-11
"Clay","Clay","5220","790","448","4","338","0.151340996168582",2020-11-11
"Clayton","Clayton","4393","735","375","4","356","0.167311632142044",2020-11-11
"Clinton","Clinton","13419","2218","1298","33","887","0.165288024442954",2020-11-11
"Crawford","Crawford","6382","1537","1253","15","269","0.240833594484488",2020-11-11
"Dallas","Dallas","33664","4723","3146","53","1524","0.140298241444867",2020-11-11
"Davis","Davis","1831","277","146","4","127","0.151283451665756",2020-11-11
"Decatur","Decatur","2145","242","115","0","127","0.112820512820513",2020-11-11
"Delaware","Delaware","5282","1090","618","18","454","0.206361226808027",2020-11-11
"Des Moines","Des Moines","13553","2129","1097","13","1019","0.157086991809931",2020-11-11
"Dickinson","Dickinson","6863","1017","652","9","356","0.148185924522803",2020-11-11
"Dubuque","Dubuque","39558","7172","4411","74","2687","0.181303402598716",2020-11-11
"Emmet","Emmet","3107","559","359","21","179","0.179916317991632",2020-11-11
"Fayette","Fayette","5609","683","319","6","358","0.121768586200749",2020-11-11
"Floyd","Floyd","4930","644","475","12","157","0.130628803245436",2020-11-11
"Franklin","Franklin","3213","514","371","19","124","0.159975101151572",2020-11-11
"Fremont","Fremont","1701","264","174","2","88","0.155202821869489",2020-11-11
"Greene","Greene","2757","336","160","0","176","0.121871599564744",2020-11-11
"Grundy","Grundy","3653","544","261","6","277","0.148918696961402",2020-11-11
"Guthrie","Guthrie","3589","540","341","15","184","0.150459738088604",2020-11-11
"Hamilton","Hamilton","4680","641","491","6","144","0.136965811965812",2020-11-11
"Hancock","Hancock","3639","586","313","6","267","0.161033250893102",2020-11-11
"Hardin","Hardin","5222","758","408","8","342","0.145155112983531",2020-11-11
"Harrison","Harrison","4112","850","540","21","289","0.206712062256809",2020-11-11
"Henry","Henry","7009","1425","945","7","473","0.203310029961478",2020-11-11
"Howard","Howard","2685","356","223","9","124","0.132588454376164",2020-11-11
"Humboldt","Humboldt","3147","522","288","3","231","0.165872259294566",2020-11-11
"Ida","Ida","2035","342","170","4","168","0.168058968058968",2020-11-11
"Iowa","Iowa","5325","665","342","11","312","0.124882629107981",2020-11-11
"Jackson","Jackson","5735","1074","493","5","576","0.187271142109852",2020-11-11
"Jasper","Jasper","10924","1637","960","34","643","0.149853533504211",2020-11-11
"Jefferson","Jefferson","4113","396","179","1","216","0.0962800875273523",2020-11-11
"Johnson","Johnson","51562","7587","5498","34","2055","0.147143245025406",2020-11-11
"Jones","Jones","6484","1532","376","6","1150","0.236273904996915",2020-11-11
"Keokuk","Keokuk","2473","360","132","2","226","0.145572179539021",2020-11-11
"Kossuth","Kossuth","4800","678","400","1","277","0.14125",2020-11-11
"Lee","Lee","9724","1452","816","14","622","0.149321266968326",2020-11-11
"Linn","Linn","74161","9996","4694","142","5160","0.134787826485619",2020-11-11
"Louisa","Louisa","3563","673","463","15","195","0.188885770418187",2020-11-11
"Lucas","Lucas","2248","270","169","6","95","0.120106761565836",2020-11-11
"Lyon","Lyon","2770","705","485","8","212","0.254512635379061",2020-11-11
"Madison","Madison","4570","490","325","4","161","0.107221006564551",2020-11-11
"Mahaska","Mahaska","6638","994","568","26","400","0.149743898764688",2020-11-11
"Marion","Marion","9372","1461","1004","14","443","0.155889884763124",2020-11-11
"Marshall","Marshall","14054","2731","1860","38","833","0.194321901238082",2020-11-11
"Mills","Mills","5024","680","311","4","365","0.135350318471338",2020-11-11
"Mitchell","Mitchell","3611","495","214","2","279","0.137081140958183",2020-11-11
"Monona","Monona","2444","307","222","2","83","0.125613747954173",2020-11-11
"Monroe","Monroe","1954","335","209","12","114","0.171443193449335",2020-11-11
"Montgomery","Montgomery","2604","298","201","8","89","0.114439324116743",2020-11-11
"Muscatine","Muscatine","13327","2046","1213","61","772","0.15352292338861",2020-11-11
"O'Brien","O'Brien","4352","1024","532","20","472","0.235294117647059",2020-11-11
"Osceola","Osceola","1553","382","243","0","139","0.245975531229878",2020-11-11
"Page","Page","3991","756","422","1","333","0.189426208970183",2020-11-11
"Palo Alto","Palo Alto","2900","446","274","3","169","0.153793103448276",2020-11-11
"Pending Investigation","Pending Investigation","6934","324","0","0","324","0.0467262763195847",2020-11-11
"Plymouth","Plymouth","8951","2165","1432","34","699","0.241872416489778",2020-11-11
"Pocahontas","Pocahontas","2385","397","194","2","201","0.166457023060797",2020-11-11
"Polk","Polk","171685","24882","17279","300","7303","0.144928211550223",2020-11-11
"Pottawattamie","Pottawattamie","29448","4288","2968","51","1269","0.145612605270307",2020-11-11
"Poweshiek","Poweshiek","5357","719","463","11","245","0.134216912450999",2020-11-11
"Ringgold","Ringgold","1569","129","92","2","35","0.0822179732313576",2020-11-11
"Sac","Sac","3615","597","345","5","247","0.165145228215768",2020-11-11
"Scott","Scott","52529","7120","3906","54","3160","0.135544175598241",2020-11-11
"Shelby","Shelby","3258","566","432","2","132","0.173726212400246",2020-11-11
"Sioux","Sioux","10603","3021","2202","21","798","0.284919362444591",2020-11-11
"Story","Story","36366","5096","3758","18","1320","0.140130891492053",2020-11-11
"Tama","Tama","5729","1239","832","38","369","0.216268109617734",2020-11-11
"Taylor","Taylor","1700","339","209","2","128","0.199411764705882",2020-11-11
"Union","Union","4286","433","257","6","170","0.101026598226785",2020-11-11
"Van Buren","Van Buren","1688","260","142","2","116","0.154028436018957",2020-11-11
"Wapello","Wapello","10455","1952","1481","65","406","0.186704925872788",2020-11-11
"Warren","Warren","16944","1849","1100","9","740","0.10912417374882",2020-11-11
"Washington","Washington","7372","960","571","12","377","0.130222463374932",2020-11-11
"Wayne","Wayne","1467","237","126","5","106","0.161554192229039",2020-11-11
"Webster","Webster","15289","2628","1613","18","997","0.171888285695598",2020-11-11
"Winnebago","Winnebago","4028","666","378","21","267","0.165342601787488",2020-11-11
"Winneshiek","Winneshiek","5978","668","463","9","196","0.111743057878889",2020-11-11
"Woodbury","Woodbury","40762","8646","6537","105","2004","0.212109317501595",2020-11-11
"Worth","Worth","2239","225","123","0","102","0.100491290754801",2020-11-11
"Wright","Wright","5570","953","672","2","279","0.171095152603232",2020-11-11
"Total","Totals","1059705","166021","104213","1898","59910","0.156667185679033",2020-11-11
