"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Lyon",2020-12-17,"Lyon",3592,1152,890,21,19,2,241,0.320712694877506
"Madison",2020-12-17,"Madison",5625,849,610,8,7,1,231,0.150933333333333
"Mahaska",2020-12-17,"Mahaska",7907,1499,1114,32,30,2,353,0.189578854179841
"Marion",2020-12-17,"Marion",11740,2390,1796,34,29,5,560,0.203577512776831
"Marshall",2020-12-17,"Marshall",16253,3803,3140,53,50,3,610,0.233987571525257
"Mills",2020-12-17,"Mills",6347,1217,935,11,11,0,271,0.191744131085552
"Mitchell",2020-12-17,"Mitchell",4355,919,664,19,19,0,236,0.211021814006889
"Monona",2020-12-17,"Monona",2941,514,368,13,12,1,133,0.174770486229174
"Monroe",2020-12-17,"Monroe",2384,527,388,15,15,0,124,0.221057046979866
"Montgomery",2020-12-17,"Montgomery",3294,647,397,13,12,1,237,0.196417729204614
"Muscatine",2020-12-17,"Muscatine",16579,3343,2482,67,61,6,794,0.201640629712287
"O'Brien",2020-12-17,"O'Brien",5274,1489,1155,45,41,4,289,0.282328403488813
"Osceola",2020-12-17,"Osceola",1959,597,472,5,5,0,120,0.304747320061256
"Page",2020-12-17,"Page",4903,1300,1094,11,11,0,195,0.265143789516622
"Palo Alto",2020-12-17,"Palo Alto",3613,770,569,2,2,0,199,0.213119291447551
"Pending Investigation",2020-12-17,"Pending Investigation",8813,482,395,0,0,0,87,0.0546919323726313
"Plymouth",2020-12-17,"Plymouth",10802,3154,2485,42,36,6,627,0.291982966117386
"Pocahontas",2020-12-17,"Pocahontas",2876,656,482,4,4,0,170,0.228094575799722
"Polk",2020-12-17,"Polk",210019,38254,29577,380,344,36,8297,0.182145424937744
"Pottawattamie",2020-12-17,"Pottawattamie",37775,7598,5423,82,75,7,2093,0.201138318994044
"Poweshiek",2020-12-17,"Poweshiek",6590,1121,887,21,20,1,213,0.1701062215478
"Ringgold",2020-12-17,"Ringgold",1848,320,158,6,6,0,156,0.173160173160173
"Sac",2020-12-17,"Sac",4289,981,721,10,10,0,250,0.228724644439263
"Scott",2020-12-17,"Scott",66857,13149,9595,121,115,6,3433,0.196673497165592
"Shelby",2020-12-17,"Shelby",4080,876,675,20,20,0,181,0.214705882352941
"Sioux",2020-12-17,"Sioux",12736,4122,3434,39,38,1,649,0.323649497487437
"Story",2020-12-17,"Story",43974,7520,5975,23,21,2,1522,0.171010142356847
"Tama",2020-12-17,"Tama",6691,1649,1385,55,53,2,209,0.246450455836198
"Taylor",2020-12-17,"Taylor",2041,508,410,8,7,1,90,0.248897599216071
"Union",2020-12-17,"Union",5340,958,640,12,12,0,306,0.17940074906367
"Van Buren",2020-12-17,"Van Buren",2108,422,326,11,10,1,85,0.200189753320683
"Wapello",2020-12-17,"Wapello",13004,2896,2222,88,86,2,586,0.222700707474623
"Warren",2020-12-17,"Warren",21193,3373,2399,25,23,2,949,0.159156325201718
"Washington",2020-12-17,"Washington",9048,1663,1178,26,25,1,459,0.183797524314766
"Wayne",2020-12-17,"Wayne",1735,338,267,21,17,4,50,0.194812680115274
"Webster",2020-12-17,"Webster",17914,4153,3121,51,45,6,981,0.231829853745674
"Winnebago",2020-12-17,"Winnebago",4820,1046,801,26,22,4,219,0.21701244813278
"Winneshiek",2020-12-17,"Winneshiek",7514,1242,828,16,14,2,398,0.165291455948895
"Woodbury",2020-12-17,"Woodbury",47816,11600,9616,151,142,9,1833,0.242596620378116
"Worth",2020-12-17,"Worth",2807,450,307,2,2,0,141,0.160313501959387
"Wright",2020-12-17,"Wright",6549,1432,1099,12,10,2,321,0.218659337303405
"Total",2020-12-17,"Totals",1296123,260774,200792,3142,2879,263,56840,0.201195411237977
