"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-02-23,"Adair",10590,911,672,26,20,6,3346,794,96,2021-02-23
"Adams",2021-02-23,"Adams",4467,325,303,3,3,0,1468,317,11,2021-02-23
"Allamakee",2021-02-23,"Allamakee",17712,1435,1280,42,36,6,5583,1387,65,2021-02-23
"Appanoose",2021-02-23,"Appanoose",15140,1379,1101,47,43,4,5572,1204,56,2021-02-23
"Audubon",2021-02-23,"Audubon",9871,483,414,9,8,1,2416,465,42,2021-02-23
"Benton",2021-02-23,"Benton",30599,2476,2096,54,44,10,11654,2323,173,2021-02-23
"Black Hawk",2021-02-23,"Black Hawk",180493,16140,13926,285,268,17,65505,14766,555,2021-02-23
"Boone",2021-02-23,"Boone",37424,2574,2229,30,28,2,12730,2383,124,2021-02-23
"Bremer",2021-02-23,"Bremer",31148,2755,2458,54,47,7,11279,2629,117,2021-02-23
"Buchanan",2021-02-23,"Buchanan",25083,1831,1608,28,24,4,8687,1733,97,2021-02-23
"Buena Vista",2021-02-23,"Buena Vista",38825,4681,3954,36,33,3,13960,4058,68,2021-02-23
"Butler",2021-02-23,"Butler",24439,1653,1494,31,28,3,6558,1570,45,2021-02-23
"Calhoun",2021-02-23,"Calhoun",15615,1326,1230,10,10,0,4955,1274,34,2021-02-23
"Carroll",2021-02-23,"Carroll",30993,2834,2548,48,40,8,10621,2638,42,2021-02-23
"Cass",2021-02-23,"Cass",17696,1315,1109,48,45,3,5870,1244,87,2021-02-23
"Cedar",2021-02-23,"Cedar",25301,1746,1545,22,21,1,8375,1653,86,2021-02-23
"Cerro Gordo",2021-02-23,"Cerro Gordo",65242,5298,4700,80,68,12,22910,4943,163,2021-02-23
"Cherokee",2021-02-23,"Cherokee",17196,1531,1371,35,29,6,5585,1432,26,2021-02-23
"Chickasaw",2021-02-23,"Chickasaw",14932,1246,1135,13,12,1,5066,1180,32,2021-02-23
"Clarke",2021-02-23,"Clarke",11378,987,804,20,20,0,4507,924,100,2021-02-23
"Clay",2021-02-23,"Clay",24919,1923,1717,25,20,5,7711,1824,82,2021-02-23
"Clayton",2021-02-23,"Clayton",20622,1679,1504,53,45,8,6467,1590,33,2021-02-23
"Clinton",2021-02-23,"Clinton",51753,5376,4553,83,73,10,20544,4920,284,2021-02-23
"Crawford",2021-02-23,"Crawford",22911,2708,2324,35,31,4,8234,2473,114,2021-02-23
"Dallas",2021-02-23,"Dallas",106902,11171,9089,89,78,11,49648,9918,740,2021-02-23
"Davis",2021-02-23,"Davis",9057,820,691,23,22,1,3135,749,35,2021-02-23
"Decatur",2021-02-23,"Decatur",8423,566,501,9,9,0,3280,550,40,2021-02-23
"Delaware",2021-02-23,"Delaware",22717,1884,1736,39,34,5,7335,1844,69,2021-02-23
"Des Moines",2021-02-23,"Des Moines",46282,4524,3940,58,51,7,19606,4192,194,2021-02-23
"Dickinson",2021-02-23,"Dickinson",21736,2148,1865,38,32,6,9572,1992,89,2021-02-23
"Dubuque",2021-02-23,"Dubuque",156956,13411,11544,192,179,13,53221,12219,483,2021-02-23
"Emmet",2021-02-23,"Emmet",13868,1204,1068,39,37,2,4663,1137,30,2021-02-23
"Fayette",2021-02-23,"Fayette",29216,1836,1647,32,29,3,8539,1759,80,2021-02-23
"Floyd",2021-02-23,"Floyd",21716,1619,1383,39,30,9,7172,1462,40,2021-02-23
"Franklin",2021-02-23,"Franklin",17088,1181,1024,19,18,1,4860,1082,39,2021-02-23
"Fremont",2021-02-23,"Fremont",6278,581,527,9,7,2,2469,549,13,2021-02-23
