"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","1335","50","33","1","16","0.0374531835205993",2020-09-06
"Adams","Adams","528","23","17","0","6","0.0435606060606061",2020-09-06
"Allamakee","Allamakee","2495","189","153","5","31","0.075751503006012",2020-09-06
"Appanoose","Appanoose","2093","93","76","3","14","0.0444338270425227",2020-09-06
"Audubon","Audubon","904","40","27","1","12","0.0442477876106195",2020-09-06
"Benton","Benton","4300","221","158","1","62","0.0513953488372093",2020-09-06
"Black Hawk","Black Hawk","30444","3994","3073","78","843","0.131191696229142",2020-09-06
"Boone","Boone","5105","375","262","4","109","0.0734573947110676",2020-09-06
"Bremer","Bremer","4470","376","223","7","146","0.0841163310961969",2020-09-06
"Buchanan","Buchanan","3707","189","127","1","61","0.0509846236849204",2020-09-06
"Buena Vista","Buena Vista","8547","1858","1780","12","66","0.217386217386217",2020-09-06
"Butler","Butler","2843","223","190","2","31","0.0784382694336968",2020-09-06
"Calhoun","Calhoun","2073","137","94","2","41","0.0660877954655089",2020-09-06
"Carroll","Carroll","4726","485","223","4","258","0.10262378332628",2020-09-06
"Cass","Cass","2143","118","107","2","9","0.05506299580028",2020-09-06
"Cedar","Cedar","3091","175","131","1","43","0.0566159818828858",2020-09-06
"Cerro Gordo","Cerro Gordo","10017","883","608","20","255","0.0881501447539183",2020-09-06
"Cherokee","Cherokee","2142","145","128","2","15","0.0676937441643324",2020-09-06
"Chickasaw","Chickasaw","2089","131","83","0","48","0.0627094303494495",2020-09-06
"Clarke","Clarke","1946","244","198","3","43","0.125385405960946",2020-09-06
"Clay","Clay","3170","244","193","3","48","0.0769716088328076",2020-09-06
"Clayton","Clayton","2835","191","162","3","26","0.0673721340388007",2020-09-06
"Clinton","Clinton","8293","917","410","13","494","0.110575183890028",2020-09-06
"Crawford","Crawford","4349","865","726","3","136","0.19889629799954",2020-09-06
"Dallas","Dallas","22211","2486","1883","38","565","0.111926522894062",2020-09-06
