"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-06-01,"Adair",12653,992,831,32,22,10,3791,872,9,2021-06-01
"Adams",2021-06-01,"Adams",6028,354,336,4,4,0,1675,344,4,2021-06-01
"Allamakee",2021-06-01,"Allamakee",22479,1579,1453,51,41,10,6505,1521,17,2021-06-01
"Appanoose",2021-06-01,"Appanoose",18829,1463,1230,49,44,5,6367,1286,7,2021-06-01
"Audubon",2021-06-01,"Audubon",13037,537,490,10,9,1,2843,516,16,2021-06-01
"Benton",2021-06-01,"Benton",39327,2736,2496,55,44,11,13519,2577,26,2021-06-01
"Black Hawk",2021-06-01,"Black Hawk",224190,17401,15447,309,286,23,73796,15916,160,2021-06-01
"Boone",2021-06-01,"Boone",46098,2864,2596,34,31,3,14638,2677,47,2021-06-01
"Bremer",2021-06-01,"Bremer",41570,3000,2762,60,51,9,12897,2866,44,2021-06-01
"Buchanan",2021-06-01,"Buchanan",33011,2030,1869,33,27,6,9984,1922,20,2021-06-01
"Buena Vista",2021-06-01,"Buena Vista",46502,4908,4201,40,36,4,15333,4256,15,2021-06-01
"Butler",2021-06-01,"Butler",30678,1752,1601,35,31,4,7410,1658,22,2021-06-01
"Calhoun",2021-06-01,"Calhoun",19371,1438,1343,13,12,1,5566,1388,32,2021-06-01
"Carroll",2021-06-01,"Carroll",38401,3078,2795,52,43,9,11863,2868,21,2021-06-01
"Cass",2021-06-01,"Cass",21513,1474,1328,54,48,6,6662,1389,7,2021-06-01
"Cedar",2021-06-01,"Cedar",32906,2003,1864,23,21,2,9664,1912,25,2021-06-01
"Cerro Gordo",2021-06-01,"Cerro Gordo",81175,5933,5264,90,75,15,26478,5499,145,2021-06-01
"Cherokee",2021-06-01,"Cherokee",21783,1692,1544,38,30,8,6245,1591,9,2021-06-01
"Chickasaw",2021-06-01,"Chickasaw",18455,1312,1225,16,14,2,5751,1244,3,2021-06-01
"Clarke",2021-06-01,"Clarke",14119,1065,975,24,22,2,5153,1005,6,2021-06-01
"Clay",2021-06-01,"Clay",32200,2269,2121,27,22,5,8866,2160,12,2021-06-01
"Clayton",2021-06-01,"Clayton",26600,1793,1640,56,47,9,7559,1705,9,2021-06-01
"Clinton",2021-06-01,"Clinton",67565,6074,5424,93,79,14,24496,5597,80,2021-06-01
"Crawford",2021-06-01,"Crawford",29379,2921,2603,40,35,5,9182,2675,32,2021-06-01
"Dallas",2021-06-01,"Dallas",134140,12585,11007,99,85,14,57271,11247,141,2021-06-01
"Davis",2021-06-01,"Davis",11791,920,792,24,23,1,3707,849,33,2021-06-01
"Decatur",2021-06-01,"Decatur",10834,627,602,9,9,0,3731,611,0,2021-06-01
"Delaware",2021-06-01,"Delaware",30729,2153,2037,41,37,4,8507,2108,30,2021-06-01
"Des Moines",2021-06-01,"Des Moines",59440,5013,4456,67,55,12,22390,4645,122,2021-06-01
"Dickinson",2021-06-01,"Dickinson",28549,2681,2434,44,38,6,10944,2491,13,2021-06-01
"Dubuque",2021-06-01,"Dubuque",202299,14757,13097,209,193,16,59988,13446,140,2021-06-01
"Emmet",2021-06-01,"Emmet",17877,1429,1289,40,38,2,5448,1351,22,2021-06-01
"Fayette",2021-06-01,"Fayette",37988,1937,1810,42,37,5,9772,1854,2,2021-06-01
"Floyd",2021-06-01,"Floyd",26956,1804,1554,42,32,10,8164,1623,27,2021-06-01
"Franklin",2021-06-01,"Franklin",20981,1332,1138,21,19,2,5717,1225,66,2021-06-01
"Fremont",2021-06-01,"Fremont",7943,662,616,9,7,2,2821,626,1,2021-06-01
"Greene",2021-06-01,"Greene",15582,829,764,10,10,0,4347,780,6,2021-06-01
"Grundy",2021-06-01,"Grundy",20043,1446,1329,33,27,6,6053,1366,4,2021-06-01
"Guthrie",2021-06-01,"Guthrie",19554,1308,1182,32,26,6,6058,1224,10,2021-06-01
