"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-07-03,"Adair",12901,999,842,32,22,10,3866,876,2,2021-07-03
"Adams",2021-07-03,"Adams",6291,357,342,4,4,0,1708,348,2,2021-07-03
"Allamakee",2021-07-03,"Allamakee",23040,1593,1473,52,42,10,6657,1530,5,2021-07-03
"Appanoose",2021-07-03,"Appanoose",19475,1470,1243,49,44,5,6500,1291,-1,2021-07-03
"Audubon",2021-07-03,"Audubon",14075,554,518,11,10,1,2913,536,7,2021-07-03
"Benton",2021-07-03,"Benton",40709,2785,2525,55,44,11,13849,2616,36,2021-07-03
"Black Hawk",2021-07-03,"Black Hawk",232093,17870,15678,316,292,24,75613,16326,332,2021-07-03
"Boone",2021-07-03,"Boone",47036,2880,2652,34,31,3,14855,2686,0,2021-07-03
"Bremer",2021-07-03,"Bremer",43300,3033,2810,62,52,10,13163,2894,22,2021-07-03
"Buchanan",2021-07-03,"Buchanan",34117,2058,1893,34,27,7,10191,1943,16,2021-07-03
"Buena Vista",2021-07-03,"Buena Vista",47508,4981,4222,40,36,4,15594,4274,12,2021-07-03
"Butler",2021-07-03,"Butler",31481,1764,1622,35,31,4,7555,1669,12,2021-07-03
"Calhoun",2021-07-03,"Calhoun",19924,1453,1376,13,12,1,5656,1395,6,2021-07-03
"Carroll",2021-07-03,"Carroll",39428,3089,2819,52,43,9,12028,2873,2,2021-07-03
"Cass",2021-07-03,"Cass",21924,1476,1341,55,49,6,6757,1392,-4,2021-07-03
"Cedar",2021-07-03,"Cedar",34142,2016,1889,23,21,2,9862,1924,12,2021-07-03
"Cerro Gordo",2021-07-03,"Cerro Gordo",84867,6011,5413,97,80,17,27145,5556,46,2021-07-03
"Cherokee",2021-07-03,"Cherokee",22465,1703,1554,38,30,8,6369,1599,7,2021-07-03
"Chickasaw",2021-07-03,"Chickasaw",18983,1323,1234,17,14,3,5872,1251,0,2021-07-03
"Clarke",2021-07-03,"Clarke",14499,1075,986,24,22,2,5267,1014,4,2021-07-03
"Clay",2021-07-03,"Clay",33087,2279,2137,27,22,5,9005,2168,4,2021-07-03
"Clayton",2021-07-03,"Clayton",27555,1803,1659,57,48,9,7767,1712,-4,2021-07-03
"Clinton",2021-07-03,"Clinton",70098,6099,5520,93,79,14,25133,5618,5,2021-07-03
"Crawford",2021-07-03,"Crawford",30122,2937,2647,41,35,6,9311,2687,-1,2021-07-03
"Dallas",2021-07-03,"Dallas",137740,12654,11169,99,85,14,58353,11303,35,2021-07-03
"Davis",2021-07-03,"Davis",12109,925,825,25,23,2,3791,853,3,2021-07-03
"Decatur",2021-07-03,"Decatur",11121,640,610,9,9,0,3794,620,1,2021-07-03
"Delaware",2021-07-03,"Delaware",31443,2160,2064,43,38,5,8667,2111,4,2021-07-03
"Des Moines",2021-07-03,"Des Moines",62392,5071,4604,73,61,12,22944,4701,24,2021-07-03
