"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","1350","54","37","1","16","0.04",2020-09-09
"Adams","Adams","539","23","17","0","6","0.0426716141001855",2020-09-09
"Allamakee","Allamakee","2535","201","156","5","40","0.0792899408284024",2020-09-09
"Appanoose","Appanoose","2137","99","82","3","14","0.0463266261113711",2020-09-09
"Audubon","Audubon","916","40","29","1","10","0.0436681222707424",2020-09-09
"Benton","Benton","4358","226","162","1","63","0.0518586507572281",2020-09-09
"Black Hawk","Black Hawk","30843","4053","3143","79","831","0.131407450637098",2020-09-09
"Boone","Boone","5198","386","274","5","107","0.0742593305117353",2020-09-09
"Bremer","Bremer","4524","388","229","7","152","0.0857648099027409",2020-09-09
"Buchanan","Buchanan","3753","192","136","1","55","0.0511590727418066",2020-09-09
"Buena Vista","Buena Vista","8588","1862","1786","12","64","0.216814159292035",2020-09-09
"Butler","Butler","2878","232","205","2","25","0.0806115357887422",2020-09-09
"Calhoun","Calhoun","2105","139","97","2","40","0.0660332541567696",2020-09-09
"Carroll","Carroll","4771","498","226","5","267","0.104380632990987",2020-09-09
"Cass","Cass","2162","119","108","2","9","0.0550416281221092",2020-09-09
"Cedar","Cedar","3137","183","133","1","49","0.0583359897991712",2020-09-09
"Cerro Gordo","Cerro Gordo","10108","896","634","21","241","0.0886426592797784",2020-09-09
"Cherokee","Cherokee","2190","149","129","2","18","0.0680365296803653",2020-09-09
"Chickasaw","Chickasaw","2150","152","83","0","69","0.0706976744186047",2020-09-09
"Clarke","Clarke","1982","247","204","3","40","0.124621594349142",2020-09-09
"Clay","Clay","3203","244","205","3","36","0.0761785825788323",2020-09-09
"Clayton","Clayton","2870","195","165","3","27","0.0679442508710801",2020-09-09
"Clinton","Clinton","8419","945","438","15","492","0.11224610998931",2020-09-09
"Crawford","Crawford","4393","871","740","3","128","0.198269974960164",2020-09-09
"Dallas","Dallas","22443","2496","1923","38","535","0.111215078198102",2020-09-09
"Davis","Davis","1099","99","61","4","34","0.0900818926296633",2020-09-09
"Decatur","Decatur","1259","49","27","0","22","0.0389197776012708",2020-09-09
"Delaware","Delaware","3332","265","220","3","42","0.07953181272509",2020-09-09
"Des Moines","Des Moines","7502","640","200","5","435","0.0853105838443082",2020-09-09
"Dickinson","Dickinson","4593","443","377","6","60","0.0964511212715001",2020-09-09
"Dubuque","Dubuque","25632","2228","1727","36","465","0.0869225967540574",2020-09-09
"Emmet","Emmet","1901","231","192","8","31","0.121514992109416",2020-09-09
"Fayette","Fayette","3473","165","94","1","70","0.0475093579038295",2020-09-09
"Floyd","Floyd","3401","243","195","3","45","0.0714495736548074",2020-09-09
"Franklin","Franklin","2278","313","258","17","38","0.137401229148376",2020-09-09
"Fremont","Fremont","916","63","43","0","20","0.0687772925764192",2020-09-09
"Greene","Greene","1591","67","42","0","25","0.0421118793211816",2020-09-09
"Grundy","Grundy","2371","147","83","1","63","0.0619991564740616",2020-09-09
"Guthrie","Guthrie","2270","182","140","5","37","0.0801762114537445",2020-09-09
"Hamilton","Hamilton","3295","297","244","2","51","0.0901365705614568",2020-09-09
"Hancock","Hancock","2282","164","147","2","15","0.0718667835232252",2020-09-09
"Hardin","Hardin","3194","251","185","1","65","0.0785848465873513",2020-09-09
"Harrison","Harrison","2141","156","138","2","16","0.0728631480616534",2020-09-09
"Henry","Henry","4268","408","139","4","265","0.0955951265229616",2020-09-09
"Howard","Howard","1706","155","73","3","79","0.0908558030480656",2020-09-09
"Humboldt","Humboldt","1917","156","99","2","55","0.081377151799687",2020-09-09
"Ida","Ida","1235","56","33","0","23","0.0453441295546559",2020-09-09
"Iowa","Iowa","3292","138","98","1","39","0.0419198055893074",2020-09-09
"Jackson","Jackson","3365","243","162","2","79","0.0722139673105498",2020-09-09
"Jasper","Jasper","6601","649","463","31","155","0.0983184366005151",2020-09-09
"Jefferson","Jefferson","2478","123","90","1","32","0.049636803874092",2020-09-09
