"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"1","Adair",4189,977,887,34,56,0.233229887801385,2021-09-22
"2","Adams",1905,425,365,4,56,0.223097112860892,2021-09-22
"3","Allamakee",7432,1811,1573,52,186,0.243675995694295,2021-09-22
"4","Appanoose",7368,1581,1296,49,236,0.21457654723127,2021-09-22
"5","Audubon",3182,601,547,14,40,0.188874921433061,2021-09-22
"6","Benton",15392,3257,2738,56,463,0.21160343035343,2021-09-22
"7","Black Hawk",85146,19397,17825,338,1234,0.2278087050478,2021-09-22
"8","Boone",16441,3186,2844,36,306,0.193783833100176,2021-09-22
"9","Bremer",14555,3313,3017,65,231,0.227619374785297,2021-09-22
"10","Buchanan",11363,2442,2112,38,292,0.214908034849952,2021-09-22
"11","Buena Vista",17600,4794,4474,42,278,0.272386363636364,2021-09-22
"12","Butler",8312,1919,1792,36,91,0.230871029836381,2021-09-22
"13","Calhoun",6287,1722,1483,13,226,0.273898520757118,2021-09-22
"14","Carroll",13005,3265,2926,53,286,0.251057285659362,2021-09-22
"15","Cass",7363,1643,1426,56,161,0.22314274073068,2021-09-22
"16","Cedar",10877,2280,2026,25,229,0.209616622230394,2021-09-22
"17","Cerro Gordo",29541,6370,5791,105,474,0.215632510747774,2021-09-22
"18","Cherokee",6996,1847,1640,40,167,0.264008004574042,2021-09-22
"19","Chickasaw",6481,1416,1310,18,88,0.218484801728128,2021-09-22
"20","Clarke",5902,1302,1096,26,180,0.220603185360895,2021-09-22
"21","Clay",9932,2556,2202,29,325,0.257349979863069,2021-09-22
"22","Clayton",8670,1997,1753,58,186,0.230334486735871,2021-09-22
"23","Clinton",27710,6358,5757,98,503,0.229447852760736,2021-09-22
"24","Crawford",10325,3268,2951,44,273,0.316513317191283,2021-09-22
"25","Dallas",65117,13048,11982,102,964,0.200377781531704,2021-09-22
"26","Davis",4314,1050,927,25,98,0.243393602225313,2021-09-22
"27","Decatur",4180,767,691,10,66,0.183492822966507,2021-09-22
"28","Delaware",9506,2401,2202,43,156,0.252577319587629,2021-09-22
"29","Des Moines",25788,6180,5287,84,809,0.239646347138204,2021-09-22
"30","Dickinson",11877,2765,2538,47,180,0.232802896354298,2021-09-22
"31","Dubuque",66461,14775,13795,221,759,0.222310828907179,2021-09-22
"32","Emmet",5989,1532,1350,41,141,0.255802304224411,2021-09-22
"33","Fayette",11143,2279,2002,45,232,0.204523018935655,2021-09-22
"34","Floyd",9194,1957,1697,42,218,0.212856210572112,2021-09-22
"35","Franklin",6651,1522,1359,24,139,0.228837768756578,2021-09-22
"36","Fremont",3281,765,684,11,70,0.233160621761658,2021-09-22
"37","Greene",4965,1030,844,12,174,0.207452165156093,2021-09-22
