"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"38","Grundy",6801,1613,1421,35,157,0.237171004264079,2021-09-22
"39","Guthrie",6915,1421,1283,32,106,0.205495300072307,2021-09-22
"40","Hamilton",9092,2167,1940,52,175,0.238341399032116,2021-09-22
"41","Hancock",7201,1703,1551,36,116,0.236494931259547,2021-09-22
"42","Hardin",10387,2445,2026,47,372,0.235390391835949,2021-09-22
"43","Harrison",7537,2054,1804,76,174,0.272522223696431,2021-09-22
"44","Henry",13190,3513,3165,41,307,0.26633813495072,2021-09-22
"45","Howard",5416,1184,1065,22,97,0.218611521418021,2021-09-22
"46","Humboldt",5600,1516,1319,26,171,0.270714285714286,2021-09-22
"47","Ida",4015,1098,964,38,96,0.273474470734745,2021-09-22
"48","Iowa",9756,1859,1585,27,247,0.190549405494055,2021-09-22
"49","Jackson",10897,2538,2288,44,206,0.232908139855006,2021-09-22
"50","Jasper",22216,5320,4724,76,520,0.239467050774217,2021-09-22
"51","Jefferson",10439,1782,1481,38,263,0.170706006322445,2021-09-22
"52","Johnson",98850,16986,15417,92,1477,0.171836115326252,2021-09-22
"53","Jones",11882,3411,3086,59,266,0.287072883352971,2021-09-22
"54","Keokuk",5281,1213,1026,32,155,0.229691346335921,2021-09-22
"55","Kossuth",9444,2574,2281,71,222,0.272554002541296,2021-09-22
"56","Lee",20148,5290,4526,84,680,0.262557077625571,2021-09-22
"57","Linn",143001,26618,22916,363,3339,0.186138558471619,2021-09-22
"58","Louisa",6629,1616,1360,51,205,0.243777341982199,2021-09-22
"59","Lucas",4718,985,812,23,150,0.208774904620602,2021-09-22
"60","Lyon",5558,1780,1621,41,118,0.320259086002159,2021-09-22
"61","Madison",9433,1999,1798,20,181,0.21191561539277,2021-09-22
"62","Mahaska",12866,2827,2432,54,341,0.219726410694855,2021-09-22
"63","Marion",19652,4640,3974,86,580,0.236108284144107,2021-09-22
"64","Marshall",25521,5869,5162,81,626,0.229967477763411,2021-09-22
"65","Mills",8768,1882,1731,25,126,0.214644160583942,2021-09-22
"66","Mitchell",6299,1461,1291,43,127,0.231941578028258,2021-09-22
"67","Monona",4310,990,868,34,88,0.22969837587007,2021-09-22
"68","Monroe",4263,1187,1026,33,128,0.278442411447338,2021-09-22
"69","Montgomery",5188,1279,1056,40,183,0.246530454895914,2021-09-22
"70","Muscatine",26165,5985,5143,109,733,0.228740684120008,2021-09-22
"71","O'Brien",7621,2133,1997,63,73,0.279884529589293,2021-09-22
"72","Osceola",2897,847,800,17,30,0.292371418709009,2021-09-22
"73","Page",7619,2257,2053,24,180,0.296233101456884,2021-09-22
"74","Palo Alto",5273,1345,1163,27,155,0.255073013464821,2021-09-22
"75","Pending Investigation",3001,27,4,0,23,0.00899700099966678,2021-09-22
"76","Plymouth",14979,4421,4086,85,250,0.295146538487215,2021-09-22
"77","Pocahontas",4048,1026,875,23,128,0.253458498023715,2021-09-22
"78","Polk",334535,69441,61800,683,6958,0.207574693230903,2021-09-22
"79","Pottawattamie",55940,13369,12053,186,1130,0.238988201644619,2021-09-22
"80","Poweshiek",10589,1888,1643,37,208,0.178298234016432,2021-09-22
"81","Ringgold",2765,630,580,27,23,0.227848101265823,2021-09-22
"82","Sac",6230,1479,1362,22,95,0.237399678972713,2021-09-22
"83","Scott",105093,23312,21472,265,1575,0.221822576194418,2021-09-22
"84","Shelby",6465,1565,1364,39,162,0.242072699149265,2021-09-22
"85","Sioux",18534,5476,5213,76,187,0.295456997949714,2021-09-22
"86","Story",64681,12114,11278,48,788,0.187288384533325,2021-09-22
"87","Tama",9877,2460,2159,73,228,0.249063480814012,2021-09-22
"88","Taylor",2949,734,682,12,40,0.248897931502204,2021-09-22
"89","Union",7618,1499,1300,37,162,0.196770805985823,2021-09-22
"90","Van Buren",3454,752,614,21,117,0.217718587145339,2021-09-22
"91","Wapello",22365,5230,4520,128,582,0.233847529622178,2021-09-22
"92","Warren",33530,7078,6179,93,806,0.211094542201014,2021-09-22
"93","Washington",14869,3304,2726,54,524,0.222207276884794,2021-09-22
"94","Wayne",3074,663,570,23,70,0.215679895901106,2021-09-22
"95","Webster",24958,6479,5784,103,592,0.259596121484093,2021-09-22
"96","Winnebago",7461,1701,1515,31,155,0.227985524728589,2021-09-22
"97","Winneshiek",12139,2192,2025,37,130,0.180575006178433,2021-09-22
"98","Woodbury",69868,17483,15772,233,1478,0.250229003263297,2021-09-22
"99","Worth",4627,955,843,8,104,0.206397233628701,2021-09-22
"100","Wright",9098,2217,2000,41,176,0.243679929654869,2021-09-22
"101","Totals",1998035,440680,393763,6483,40434,0.220556696954758,2021-09-21
