"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"1","Adair",4032,918,869,32,17,0.227678571428571,2021-08-12
"2","Adams",1779,368,348,4,16,0.206857785272625,2021-08-12
"3","Allamakee",7073,1627,1518,52,57,0.230029690371837,2021-08-12
"4","Appanoose",6841,1351,1237,49,65,0.197485747697705,2021-08-12
"5","Audubon",3034,561,522,14,25,0.184904416611734,2021-08-12
"6","Benton",14491,2811,2583,56,172,0.193982471879097,2021-08-12
"7","Black Hawk",80584,18159,16533,328,1298,0.225342499751812,2021-08-12
"8","Boone",15604,2883,2704,35,144,0.184760317867214,2021-08-12
"9","Bremer",13829,3077,2886,64,127,0.222503434810905,2021-08-12
"10","Buchanan",10687,2150,1944,35,171,0.201179002526434,2021-08-12
"11","Buena Vista",16322,4485,4282,40,163,0.274782502144345,2021-08-12
"12","Butler",7955,1827,1654,36,137,0.229666876178504,2021-08-12
"13","Calhoun",5929,1500,1436,13,51,0.252993759487266,2021-08-12
"14","Carroll",12475,2981,2821,52,108,0.238957915831663,2021-08-12
"15","Cass",7040,1479,1373,56,50,0.210085227272727,2021-08-12
"16","Cedar",10337,2052,1919,24,109,0.198510206055916,2021-08-12
"17","Cerro Gordo",28320,5899,5570,100,229,0.20829802259887,2021-08-12
"18","Cherokee",6650,1684,1582,39,63,0.253233082706767,2021-08-12
"19","Chickasaw",6186,1319,1252,17,50,0.213223407694795,2021-08-12
"20","Clarke",5527,1125,1002,24,99,0.203546227609915,2021-08-12
"21","Clay",9309,2241,2154,27,60,0.240734772800516,2021-08-12
"22","Clayton",8178,1808,1683,58,67,0.221080948887258,2021-08-12
"23","Clinton",26265,5851,5573,94,184,0.222767942128308,2021-08-12
"24","Crawford",9794,2978,2706,43,229,0.304063712477027,2021-08-12
"25","Dallas",61584,12085,11424,102,559,0.196236035333853,2021-08-12
"26","Davis",4098,957,857,25,75,0.233528550512445,2021-08-12
"27","Decatur",4002,694,662,10,22,0.173413293353323,2021-08-12
"28","Delaware",9102,2247,2087,43,117,0.246868820039552,2021-08-12
"29","Des Moines",24324,5348,4802,80,466,0.219865153757606,2021-08-12
"30","Dickinson",11474,2584,2468,46,70,0.225204810876765,2021-08-12
"31","Dubuque",63591,14020,13409,217,394,0.220471450362473,2021-08-12
