"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"32","Emmet",5735,1403,1326,41,36,0.24463818657367,2021-08-12
"33","Fayette",10573,2048,1848,43,157,0.1937009363473,2021-08-12
"34","Floyd",8794,1739,1608,42,89,0.197748464862406,2021-08-12
"35","Franklin",6303,1387,1269,23,95,0.220053942567032,2021-08-12
"36","Fremont",3070,691,645,10,36,0.225081433224756,2021-08-12
"37","Greene",4691,860,789,11,60,0.183329780430612,2021-08-12
"38","Grundy",6444,1460,1363,34,63,0.226567349472377,2021-08-12
"39","Guthrie",6568,1311,1227,32,52,0.199604141291108,2021-08-12
"40","Hamilton",8631,1989,1847,52,90,0.230448383733055,2021-08-12
"41","Hancock",6865,1591,1503,35,53,0.231755280407866,2021-08-12
"42","Hardin",9737,2076,1880,45,151,0.213207353394269,2021-08-12
"43","Harrison",7131,1889,1758,75,56,0.264899733557706,2021-08-12
"44","Henry",12479,3208,2984,39,185,0.257071880759676,2021-08-12
"45","Howard",5185,1089,1036,22,31,0.210028929604629,2021-08-12
"46","Humboldt",5346,1352,1238,26,88,0.252899364010475,2021-08-12
"47","Ida",3811,1004,901,36,67,0.263447913933351,2021-08-12
"48","Iowa",9137,1611,1470,24,117,0.17631607748714,2021-08-12
"49","Jackson",10320,2331,2223,43,65,0.225872093023256,2021-08-12
"50","Jasper",20968,4794,4483,73,238,0.228634109118657,2021-08-12
"51","Jefferson",9651,1518,1333,35,150,0.15728940006217,2021-08-12
"52","Johnson",92920,15545,14698,88,759,0.167294446835988,2021-08-12
"53","Jones",11221,3143,2961,57,125,0.280099812850905,2021-08-12
"54","Keokuk",4878,1057,978,32,47,0.216687166871669,2021-08-12
"55","Kossuth",8931,2342,2161,68,113,0.262232672713022,2021-08-12
"56","Lee",18830,4598,3972,63,563,0.244184811471057,2021-08-12
"57","Linn",134314,23295,21228,346,1721,0.173436871807853,2021-08-12
"58","Louisa",6159,1408,1264,49,95,0.228608540347459,2021-08-12
"59","Lucas",4426,836,763,23,50,0.188883868052418,2021-08-12
"60","Lyon",5288,1658,1577,41,40,0.313540090771558,2021-08-12
"61","Madison",8949,1810,1667,19,124,0.202257235445301,2021-08-12
"62","Mahaska",12130,2502,2295,51,156,0.206265457543281,2021-08-12
"63","Marion",18465,4048,3664,80,304,0.219225561873815,2021-08-12
"64","Marshall",24174,5241,4861,79,301,0.216803176966989,2021-08-12
"65","Mills",8369,1747,1626,24,97,0.208746564703071,2021-08-12
"66","Mitchell",6022,1326,1241,43,42,0.220192627034208,2021-08-12
"67","Monona",4167,891,842,32,17,0.213822894168467,2021-08-12
"68","Monroe",4040,1057,984,33,40,0.261633663366337,2021-08-12
"69","Montgomery",4782,1096,1032,38,26,0.229192806357173,2021-08-12
"70","Muscatine",24381,5225,4855,107,263,0.21430622205816,2021-08-12
"71","O'Brien",7300,2057,1956,61,40,0.281780821917808,2021-08-12
"72","Osceola",2802,814,781,17,16,0.290506780870807,2021-08-12
"73","Page",7134,2069,1939,23,107,0.290019624334174,2021-08-12
"74","Palo Alto",4992,1189,1126,24,39,0.23818108974359,2021-08-12
"75","Pending Investigation",2937,7,5,0,2,0.00238338440585632,2021-08-12
"76","Plymouth",14446,4165,3979,82,104,0.288315104527205,2021-08-12
"77","Pocahontas",3804,893,853,22,18,0.234752891692955,2021-08-12
"78","Polk",315042,62499,58630,655,3214,0.198383072733159,2021-08-12
"79","Pottawattamie",53238,12196,11244,179,773,0.229084488523235,2021-08-12
"80","Poweshiek",9998,1667,1571,36,60,0.166733346669334,2021-08-12
"81","Ringgold",2679,604,551,26,27,0.225457260171706,2021-08-12
"82","Sac",5958,1377,1314,20,43,0.231117824773414,2021-08-12
"83","Scott",99797,21668,20324,252,1092,0.21712075513292,2021-08-12
"84","Shelby",6148,1400,1291,38,71,0.227716330513988,2021-08-12
"85","Sioux",17836,5289,5135,74,80,0.296535097555506,2021-08-12
"86","Story",61984,11355,10878,48,429,0.183192436757873,2021-08-12
"87","Tama",9406,2230,2069,72,89,0.237082713161812,2021-08-12
"88","Taylor",2823,697,659,12,26,0.246900460503011,2021-08-12
"89","Union",7281,1329,1267,37,25,0.182529872270293,2021-08-12
"90","Van Buren",3184,635,557,18,60,0.199434673366834,2021-08-12
"91","Wapello",21049,4662,4286,126,250,0.22148320585301,2021-08-12
"92","Warren",31692,6286,5861,92,333,0.198346585889183,2021-08-12
"93","Washington",13590,2781,2568,53,160,0.204635761589404,2021-08-12
"94","Wayne",2905,592,543,23,26,0.203786574870912,2021-08-12
"95","Webster",23772,5904,5372,102,430,0.248359414437153,2021-08-12
"96","Winnebago",7117,1546,1443,31,72,0.217226359421104,2021-08-12
"97","Winneshiek",11640,2060,1976,37,47,0.176975945017182,2021-08-12
"98","Woodbury",66823,15980,15172,231,577,0.239139218532541,2021-08-12
"99","Worth",4383,847,761,8,78,0.193246634725074,2021-08-12
"100","Wright",8698,2039,1883,40,116,0.234421706139342,2021-08-12
"101","Totals",1890759,400082,373254,6268,20560,0.211598622563743,2021-08-25
