"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"1","Adair",4715,1260,1085,43,132,0.267232237539767,2021-12-15
"2","Adams",2235,618,563,11,44,0.276510067114094,2021-12-15
"3","Allamakee",8290,2225,1956,56,213,0.268395657418577,2021-12-15
"4","Appanoose",8395,2212,1960,58,194,0.263490172721858,2021-12-15
"5","Audubon",3649,816,718,17,81,0.223622910386407,2021-12-15
"6","Benton",17376,4422,3892,62,468,0.254488950276243,2021-12-15
"7","Black Hawk",94979,23329,21331,394,1604,0.245622716600512,2021-12-15
"8","Boone",18418,4149,3789,44,316,0.225268758822891,2021-12-15
"9","Bremer",16277,4218,3799,74,345,0.259138661915586,2021-12-15
"10","Buchanan",12930,3379,2958,43,378,0.261330239752514,2021-12-15
"11","Buena Vista",18942,5120,4959,49,112,0.270298806884173,2021-12-15
"12","Butler",9416,2502,2237,47,218,0.26571792693288,2021-12-15
"13","Calhoun",6900,2044,1929,20,95,0.296231884057971,2021-12-15
"14","Carroll",14212,3827,3603,57,167,0.269279482127779,2021-12-15
"15","Cass",8484,2422,2243,69,110,0.285478547854785,2021-12-15
"16","Cedar",12314,2841,2602,27,212,0.230713009582589,2021-12-15
"17","Cerro Gordo",33320,8608,7750,133,725,0.258343337334934,2021-12-15
"18","Cherokee",7815,2257,2024,48,185,0.288803582853487,2021-12-15
"19","Chickasaw",7440,1997,1743,23,231,0.268413978494624,2021-12-15
"20","Clarke",6723,1713,1544,29,140,0.254796965640339,2021-12-15
"21","Clay",10853,3050,2902,38,110,0.281028287109555,2021-12-15
"22","Clayton",9999,2645,2357,62,226,0.264526452645265,2021-12-15
"23","Clinton",31708,8653,7550,118,985,0.272896429923048,2021-12-15
"24","Crawford",11088,3653,3468,49,136,0.329455266955267,2021-12-15
"25","Dallas",73419,16214,14985,117,1112,0.220842016371784,2021-12-15
"26","Davis",4788,1310,1204,25,81,0.27360066833751,2021-12-15
"27","Decatur",4814,1115,966,15,134,0.231616119651018,2021-12-15
"28","Delaware",10849,3203,2810,56,337,0.295234583832611,2021-12-15
"29","Des Moines",28179,7296,6975,110,211,0.258916214202065,2021-12-15
"30","Dickinson",12918,3288,3080,57,151,0.254528564793312,2021-12-15
"31","Dubuque",74736,19963,17851,254,1858,0.267113573110683,2021-12-15
"32","Emmet",6632,1881,1714,47,120,0.283624849215923,2021-12-15
"33","Fayette",12531,3041,2747,57,237,0.242678158167744,2021-12-15
"34","Floyd",10595,2721,2477,52,192,0.256819254365267,2021-12-15
"35","Franklin",7429,1956,1765,34,157,0.263292502355633,2021-12-15
"36","Fremont",3844,1023,941,15,67,0.266129032258065,2021-12-15
"37","Greene",5618,1322,1235,18,69,0.235315058739765,2021-12-15
"38","Grundy",7603,1952,1765,37,150,0.256740760226226,2021-12-15
"39","Guthrie",7887,1785,1637,40,108,0.226321795359452,2021-12-15
"40","Hamilton",10293,2697,2519,59,119,0.262022733896823,2021-12-15
"41","Hancock",8073,2342,2071,41,230,0.290102811841942,2021-12-15
"42","Hardin",11713,3042,2763,55,224,0.259711431742508,2021-12-15
"43","Harrison",8484,2566,2232,81,253,0.302451673738802,2021-12-15
"44","Henry",15088,4340,4141,56,143,0.287645811240721,2021-12-15
"45","Howard",6082,1608,1415,24,169,0.264386714896416,2021-12-15
"46","Humboldt",6290,1973,1793,33,147,0.313672496025437,2021-12-15
"47","Ida",4502,1401,1225,41,135,0.311195024433585,2021-12-15
"48","Iowa",11064,2469,2229,36,204,0.223156182212581,2021-12-15
"49","Jackson",12544,3546,2928,49,569,0.282684948979592,2021-12-15
"50","Jasper",24941,6587,6034,91,462,0.264103283749649,2021-12-15
"51","Jefferson",12095,2433,2143,44,246,0.201157503100455,2021-12-15
"52","Johnson",111609,21051,19227,111,1713,0.188613821466011,2021-12-15
"53","Jones",13499,4313,3923,67,323,0.319505148529521,2021-12-15
"54","Keokuk",6182,1584,1457,40,87,0.256227758007117,2021-12-15
"55","Kossuth",10409,3099,2794,80,225,0.297723124219425,2021-12-15
