"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"56","Lee",22274,6193,5763,108,322,0.278037173386011,2021-12-15
"57","Linn",161242,34929,31173,436,3320,0.216624700760348,2021-12-15
"58","Louisa",7445,1888,1712,53,123,0.253593015446608,2021-12-15
"59","Lucas",5348,1317,1201,28,88,0.246260284218399,2021-12-15
"60","Lyon",6399,2175,2001,42,132,0.339896858884201,2021-12-15
"61","Madison",10543,2453,2297,25,131,0.232666224034905,2021-12-15
"62","Mahaska",14614,3886,3507,67,312,0.265909401943342,2021-12-15
"63","Marion",22269,5874,5446,102,326,0.26377475414253,2021-12-15
"64","Marshall",28251,6937,6550,94,293,0.245548830129907,2021-12-15
"65","Mills",9873,2377,2155,30,192,0.24075762179682,2021-12-15
"66","Mitchell",7057,1933,1751,46,136,0.273912427377072,2021-12-15
"67","Monona",4809,1301,1177,40,84,0.270534414639218,2021-12-15
"68","Monroe",4770,1499,1391,42,66,0.314255765199161,2021-12-15
"69","Montgomery",5917,1667,1569,48,50,0.281730606726382,2021-12-15
"70","Muscatine",28858,6963,6467,118,378,0.241284912329337,2021-12-15
"71","O'Brien",8471,2592,2321,67,204,0.305985125723055,2021-12-15
"72","Osceola",3301,1088,1026,18,44,0.329597091790367,2021-12-15
"73","Page",8700,2830,2665,35,130,0.325287356321839,2021-12-15
"74","Palo Alto",5790,1580,1454,32,94,0.272884283246978,2021-12-15
"75","Pending Investigation",4020,37,22,0,15,0.00920398009950249,2021-12-15
"76","Plymouth",16175,5088,4739,89,260,0.314559505409583,2021-12-15
"77","Pocahontas",4427,1259,1168,25,66,0.284391235599729,2021-12-15
"78","Polk",374978,85421,78622,838,5961,0.227802697758268,2021-12-15
"79","Pottawattamie",63254,16985,15466,230,1289,0.268520567869226,2021-12-15
"80","Poweshiek",12101,2560,2305,44,211,0.211552764234361,2021-12-15
"81","Ringgold",3134,845,737,31,77,0.269623484365029,2021-12-15
"82","Sac",6816,1827,1655,26,146,0.268045774647887,2021-12-15
"83","Scott",117723,28855,26098,305,2452,0.245109281958496,2021-12-15
"84","Shelby",7284,2102,1905,44,153,0.288577704557935,2021-12-15
"85","Sioux",20590,6392,5933,77,382,0.310441962117533,2021-12-15
"86","Story",70864,14439,13562,60,817,0.203756491307293,2021-12-15
"87","Tama",10931,2953,2693,78,182,0.270149117189644,2021-12-15
"88","Taylor",3437,1047,952,17,78,0.304626127436718,2021-12-15
"89","Union",8662,2100,1832,42,226,0.242438235973216,2021-12-15
"90","Van Buren",3897,1010,888,24,98,0.259173723376957,2021-12-15
"91","Wapello",25466,6869,6210,153,506,0.269732191942197,2021-12-15
"92","Warren",37709,9040,8213,109,718,0.239730568299345,2021-12-15
"93","Washington",17450,4115,3813,66,236,0.235816618911175,2021-12-15
"94","Wayne",3610,925,801,26,98,0.256232686980609,2021-12-15
"95","Webster",27434,7792,7160,128,504,0.284027119632573,2021-12-15
"96","Winnebago",8547,2372,2090,40,242,0.277524277524278,2021-12-15
"97","Winneshiek",13607,2859,2496,44,319,0.210112442125377,2021-12-15
"98","Woodbury",77062,21345,20073,276,996,0.276984765513483,2021-12-15
"99","Worth",5253,1292,1187,10,95,0.245954692556634,2021-12-15
"100","Wright",9968,2806,2595,54,157,0.281500802568218,2021-12-15
"101","Totals",2241518,552898,504849,7680,40369,0.246662306526202,2021-12-14
