"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-02-24,"Adair",10629,911,673,26,20,6,3360,801,102,2021-02-24
"Adams",2021-02-24,"Adams",4521,325,303,4,4,0,1479,317,10,2021-02-24
"Allamakee",2021-02-24,"Allamakee",17793,1434,1279,44,37,7,5612,1391,68,2021-02-24
"Appanoose",2021-02-24,"Appanoose",15219,1381,1103,47,43,4,5612,1221,71,2021-02-24
"Audubon",2021-02-24,"Audubon",9880,482,418,9,8,1,2430,467,40,2021-02-24
"Benton",2021-02-24,"Benton",30721,2489,2104,54,44,10,11725,2332,174,2021-02-24
"Black Hawk",2021-02-24,"Black Hawk",181310,16161,13970,286,268,18,65729,14799,543,2021-02-24
"Boone",2021-02-24,"Boone",37676,2580,2231,30,28,2,12779,2396,135,2021-02-24
"Bremer",2021-02-24,"Bremer",31346,2765,2458,54,47,7,11330,2632,120,2021-02-24
"Buchanan",2021-02-24,"Buchanan",25193,1831,1610,30,26,4,8724,1740,100,2021-02-24
"Buena Vista",2021-02-24,"Buena Vista",38947,4694,3962,36,33,3,13984,4064,66,2021-02-24
"Butler",2021-02-24,"Butler",24614,1654,1496,31,28,3,6588,1572,45,2021-02-24
"Calhoun",2021-02-24,"Calhoun",15727,1329,1233,10,10,0,4967,1278,35,2021-02-24
"Carroll",2021-02-24,"Carroll",31070,2842,2548,48,40,8,10653,2645,49,2021-02-24
"Cass",2021-02-24,"Cass",17832,1321,1112,48,45,3,5885,1250,90,2021-02-24
"Cedar",2021-02-24,"Cedar",25460,1750,1547,22,21,1,8434,1672,103,2021-02-24
"Cerro Gordo",2021-02-24,"Cerro Gordo",65580,5311,4715,80,68,12,23020,4953,158,2021-02-24
"Cherokee",2021-02-24,"Cherokee",17238,1534,1372,35,29,6,5598,1437,30,2021-02-24
"Chickasaw",2021-02-24,"Chickasaw",14977,1246,1138,13,12,1,5084,1182,31,2021-02-24
"Clarke",2021-02-24,"Clarke",11431,990,805,20,20,0,4529,931,106,2021-02-24
"Clay",2021-02-24,"Clay",24993,1930,1723,25,20,5,7733,1826,78,2021-02-24
"Clayton",2021-02-24,"Clayton",20694,1678,1504,53,45,8,6501,1593,36,2021-02-24
"Clinton",2021-02-24,"Clinton",52034,5398,4562,83,73,10,20642,4942,297,2021-02-24
"Crawford",2021-02-24,"Crawford",23072,2713,2336,35,31,4,8260,2481,110,2021-02-24
"Dallas",2021-02-24,"Dallas",107389,11204,9133,90,79,11,49890,9973,750,2021-02-24
"Davis",2021-02-24,"Davis",9088,820,691,23,22,1,3148,750,36,2021-02-24
"Decatur",2021-02-24,"Decatur",8637,571,503,9,9,0,3293,551,39,2021-02-24
"Delaware",2021-02-24,"Delaware",22803,1886,1738,39,34,5,7359,1847,70,2021-02-24
"Des Moines",2021-02-24,"Des Moines",46547,4538,3950,59,52,7,19694,4216,207,2021-02-24
"Dickinson",2021-02-24,"Dickinson",21805,2158,1869,38,32,6,9589,1994,87,2021-02-24
"Dubuque",2021-02-24,"Dubuque",157806,13440,11565,194,180,14,53382,12261,502,2021-02-24
"Emmet",2021-02-24,"Emmet",13929,1207,1068,40,38,2,4677,1136,28,2021-02-24
"Fayette",2021-02-24,"Fayette",29423,1841,1656,33,30,3,8583,1761,72,2021-02-24
"Floyd",2021-02-24,"Floyd",21804,1621,1384,39,30,9,7191,1464,41,2021-02-24
"Franklin",2021-02-24,"Franklin",17191,1183,1027,19,18,1,4878,1086,40,2021-02-24
"Fremont",2021-02-24,"Fremont",6313,581,529,9,7,2,2472,549,11,2021-02-24
"Greene",2021-02-24,"Greene",12803,767,692,10,10,0,3837,722,20,2021-02-24
"Grundy",2021-02-24,"Grundy",16249,1379,1208,30,25,5,5408,1304,66,2021-02-24
"Guthrie",2021-02-24,"Guthrie",15113,1160,1023,28,23,5,5204,1080,29,2021-02-24
"Hamilton",2021-02-24,"Hamilton",20423,1911,1596,41,40,1,7063,1726,89,2021-02-24
"Hancock",2021-02-24,"Hancock",18105,1462,1312,29,24,5,5611,1367,26,2021-02-24
"Hardin",2021-02-24,"Hardin",28863,1794,1565,38,32,6,7773,1667,64,2021-02-24
"Harrison",2021-02-24,"Harrison",17632,1787,1533,69,65,4,6045,1660,58,2021-02-24
"Henry",2021-02-24,"Henry",30975,2921,2668,35,35,0,10254,2782,79,2021-02-24
"Howard",2021-02-24,"Howard",14011,1025,859,21,17,4,4201,981,101,2021-02-24
"Humboldt",2021-02-24,"Humboldt",13225,1167,1056,25,22,3,4427,1119,38,2021-02-24
"Ida",2021-02-24,"Ida",10060,905,738,32,30,2,3044,804,34,2021-02-24
"Iowa",2021-02-24,"Iowa",24934,1437,1274,23,21,2,7549,1369,72,2021-02-24
"Jackson",2021-02-24,"Jackson",21707,2199,1941,38,35,3,8401,2080,101,2021-02-24
"Jasper",2021-02-24,"Jasper",42388,4057,3335,65,61,4,16762,3730,330,2021-02-24
"Jefferson",2021-02-24,"Jefferson",17245,1373,1216,32,27,5,7194,1267,19,2021-02-24
"Johnson",2021-02-24,"Johnson",177141,13724,12282,73,68,5,73660,12970,615,2021-02-24
"Jones",2021-02-24,"Jones",21822,2934,2717,54,50,4,9245,2839,68,2021-02-24
"Keokuk",2021-02-24,"Keokuk",13003,975,846,29,29,0,3870,908,33,2021-02-24
"Kossuth",2021-02-24,"Kossuth",21379,2068,1809,54,47,7,7313,1958,95,2021-02-24
"Lee",2021-02-24,"Lee",45572,3724,3275,51,38,13,14795,3505,179,2021-02-24
"Linn",2021-02-24,"Linn",244150,20511,17946,311,281,30,108232,19286,1029,2021-02-24
"Louisa",2021-02-24,"Louisa",14761,1278,1137,41,34,7,5062,1211,33,2021-02-24
"Lucas",2021-02-24,"Lucas",7917,728,653,21,17,4,3533,696,22,2021-02-24
"Lyon",2021-02-24,"Lyon",12680,1454,1358,41,37,4,4293,1447,48,2021-02-24
"Madison",2021-02-24,"Madison",16895,1531,1268,18,14,4,7088,1390,104,2021-02-24
"Mahaska",2021-02-24,"Mahaska",25857,2225,1957,45,40,5,9710,2128,126,2021-02-24
"Marion",2021-02-24,"Marion",34468,3562,3100,69,60,9,14637,3361,192,2021-02-24
"Marshall",2021-02-24,"Marshall",69325,4936,4289,72,64,8,19771,4586,225,2021-02-24
"Mills",2021-02-24,"Mills",18819,1619,1377,20,17,3,7217,1464,67,2021-02-24
"Mitchell",2021-02-24,"Mitchell",14981,1299,1146,40,38,2,5140,1191,5,2021-02-24
"Monona",2021-02-24,"Monona",15349,813,703,25,24,1,3500,759,31,2021-02-24
"Monroe",2021-02-24,"Monroe",8206,923,806,28,21,7,3161,879,45,2021-02-24
"Montgomery",2021-02-24,"Montgomery",12080,1037,878,36,34,2,4145,961,47,2021-02-24
"Muscatine",2021-02-24,"Muscatine",45353,4459,3891,89,80,9,19796,4154,174,2021-02-24
"O'Brien",2021-02-24,"O'Brien",21542,1924,1668,58,54,4,6209,1781,55,2021-02-24
"Osceola",2021-02-24,"Osceola",6739,698,639,14,12,2,2256,670,17,2021-02-24
"Page",2021-02-24,"Page",17223,1814,1673,19,18,1,5915,1753,61,2021-02-24
"Palo Alto",2021-02-24,"Palo Alto",15438,1040,912,21,19,2,4184,995,62,2021-02-24
"Pending Investigation",2021-02-24,"Pending Investigation",13208,926,805,0,0,0,6586,902,97,2021-02-24
"Plymouth",2021-02-24,"Plymouth",32785,3925,3480,77,69,8,12430,3643,86,2021-02-24
"Pocahontas",2021-02-24,"Pocahontas",11233,851,773,19,19,0,3247,804,12,2021-02-24
"Polk",2021-02-24,"Polk",567479,57522,46929,545,485,60,253354,50897,3423,2021-02-24
"Pottawattamie",2021-02-24,"Pottawattamie",101467,10678,9128,140,125,15,44148,9702,434,2021-02-24
"Poweshiek",2021-02-24,"Poweshiek",33482,1531,1353,29,27,2,8202,1459,77,2021-02-24
"Ringgold",2021-02-24,"Ringgold",8447,516,458,16,15,1,2229,498,24,2021-02-24
"Sac",2021-02-24,"Sac",16686,1234,1120,18,18,0,4939,1161,23,2021-02-24
"Scott",2021-02-24,"Scott",175001,18178,15880,205,190,15,79318,16907,822,2021-02-24
"Shelby",2021-02-24,"Shelby",13813,1197,1058,33,30,3,4971,1139,48,2021-02-24
"Sioux",2021-02-24,"Sioux",36479,4904,4547,68,65,3,14785,4732,117,2021-02-24
"Story",2021-02-24,"Story",136674,10116,8862,45,39,6,52558,9430,523,2021-02-24
"Tama",2021-02-24,"Tama",27709,2113,1860,64,62,2,7915,1993,69,2021-02-24
"Taylor",2021-02-24,"Taylor",7175,662,601,12,10,2,2368,636,23,2021-02-24
"Union",2021-02-24,"Union",14700,1259,1110,31,26,5,6155,1179,38,2021-02-24
"Van Buren",2021-02-24,"Van Buren",7175,559,493,18,15,3,2550,534,23,2021-02-24
"Wapello",2021-02-24,"Wapello",38939,4251,3515,107,103,4,16753,3907,285,2021-02-24
"Warren",2021-02-24,"Warren",62466,5492,4623,71,66,5,25781,5026,332,2021-02-24
"Washington",2021-02-24,"Washington",34624,2533,2218,45,41,4,11037,2378,115,2021-02-24
"Wayne",2021-02-24,"Wayne",5024,486,402,21,17,4,2059,447,24,2021-02-24
"Webster",2021-02-24,"Webster",59515,5146,4685,86,72,14,20263,4889,118,2021-02-24
"Winnebago",2021-02-24,"Winnebago",14792,1374,1206,30,25,5,5740,1280,44,2021-02-24
"Winneshiek",2021-02-24,"Winneshiek",30020,1867,1607,26,22,4,9397,1796,163,2021-02-24
"Woodbury",2021-02-24,"Woodbury",121729,14856,13019,211,195,16,55115,13607,377,2021-02-24
"Worth",2021-02-24,"Worth",10704,688,621,7,6,1,3470,652,24,2021-02-24
"Wright",2021-02-24,"Wright",18453,1791,1662,31,26,5,7505,1725,32,2021-02-24
"Total",2021-02-24,"Totals",3994904,361074,311676,5415,4862,553,1543194,333383,16292,2021-02-24
