"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Emmet",2021-04-02,"Emmet",15703,1311,1111,40,38,2,4977,1234,83,2021-04-02
"Fayette",2021-04-02,"Fayette",33309,1901,1757,39,34,5,9159,1821,25,2021-04-02
"Floyd",2021-04-02,"Floyd",23960,1692,1440,41,31,10,7598,1525,44,2021-04-02
"Franklin",2021-04-02,"Franklin",18574,1214,1068,21,19,2,5203,1116,27,2021-04-02
"Fremont",2021-04-02,"Fremont",6857,621,548,10,8,2,2609,590,32,2021-04-02
"Greene",2021-04-02,"Greene",14028,804,722,10,10,0,4054,753,21,2021-04-02
"Grundy",2021-04-02,"Grundy",18327,1416,1293,31,26,5,5695,1340,16,2021-04-02
"Guthrie",2021-04-02,"Guthrie",17173,1241,1078,28,23,5,5575,1160,54,2021-04-02
"Hamilton",2021-04-02,"Hamilton",22294,1947,1697,46,43,3,7445,1760,17,2021-04-02
"Hancock",2021-04-02,"Hancock",19868,1506,1348,33,27,6,5898,1408,27,2021-04-02
"Hardin",2021-04-02,"Hardin",32411,1888,1665,40,33,7,8289,1762,57,2021-04-02
"Harrison",2021-04-02,"Harrison",20083,1839,1605,71,67,4,6332,1710,34,2021-04-02
"Henry",2021-04-02,"Henry",34196,2975,2763,37,36,1,10834,2839,39,2021-04-02
"Howard",2021-04-02,"Howard",15956,1068,973,22,18,4,4555,1022,27,2021-04-02
"Humboldt",2021-04-02,"Humboldt",14681,1226,1112,26,23,3,4698,1175,37,2021-04-02
"Ida",2021-04-02,"Ida",11696,986,777,32,30,2,3299,875,66,2021-04-02
"Iowa",2021-04-02,"Iowa",27887,1501,1381,23,21,2,7996,1438,34,2021-04-02
"Jackson",2021-04-02,"Jackson",24107,2276,2063,42,39,3,8996,2151,46,2021-04-02
"Jasper",2021-04-02,"Jasper",48521,4367,3826,69,64,5,17998,4034,139,2021-04-02
"Jefferson",2021-04-02,"Jefferson",19299,1416,1263,35,29,6,7580,1300,2,2021-04-02
"Johnson",2021-04-02,"Johnson",196349,14394,13061,79,74,5,78504,13575,435,2021-04-02
"Jones",2021-04-02,"Jones",24259,3005,2796,55,51,4,9801,2897,46,2021-04-02
"Keokuk",2021-04-02,"Keokuk",14749,1006,897,30,30,0,4158,936,9,2021-04-02
"Kossuth",2021-04-02,"Kossuth",24420,2193,1935,58,51,7,7810,2076,83,2021-04-02
"Lee",2021-04-02,"Lee",50897,3871,3575,55,42,13,15692,3639,9,2021-04-02
"Linn",2021-04-02,"Linn",270965,21233,19158,325,291,34,115200,19921,438,2021-04-02
"Louisa",2021-04-02,"Louisa",16280,1313,1182,48,41,7,5339,1248,18,2021-04-02
"Lucas",2021-04-02,"Lucas",8792,774,700,22,18,4,3749,746,24,2021-04-02
"Lyon",2021-04-02,"Lyon",14604,1515,1419,41,37,4,4520,1507,47,2021-04-02
"Madison",2021-04-02,"Madison",19264,1640,1439,19,15,4,7604,1505,47,2021-04-02
"Mahaska",2021-04-02,"Mahaska",28952,2304,2101,49,44,5,10285,2198,48,2021-04-02
"Marion",2021-04-02,"Marion",39468,3710,3357,75,64,11,15817,3510,78,2021-04-02
"Marshall",2021-04-02,"Marshall",77493,5099,4582,74,66,8,21107,4739,83,2021-04-02
"Mills",2021-04-02,"Mills",20265,1714,1468,20,17,3,7582,1555,67,2021-04-02
"Mitchell",2021-04-02,"Mitchell",16822,1358,1178,41,38,3,5418,1248,29,2021-04-02
"Monona",2021-04-02,"Monona",17195,848,741,30,28,2,3712,794,23,2021-04-02
"Monroe",2021-04-02,"Monroe",9162,958,871,28,21,7,3430,917,18,2021-04-02
"Montgomery",2021-04-02,"Montgomery",13486,1060,932,37,35,2,4204,983,14,2021-04-02
"Muscatine",2021-04-02,"Muscatine",51026,4771,4174,96,87,9,21146,4456,186,2021-04-02
"O'Brien",2021-04-02,"O'Brien",24380,2075,1780,58,54,4,6599,1929,91,2021-04-02
"Osceola",2021-04-02,"Osceola",7968,744,670,16,13,3,2433,717,31,2021-04-02
"Page",2021-04-02,"Page",20036,1924,1790,19,18,1,6276,1859,50,2021-04-02
"Palo Alto",2021-04-02,"Palo Alto",17254,1126,992,22,20,2,4421,1076,62,2021-04-02
"Pending Investigation",2021-04-02,"Pending Investigation",11651,1040,935,0,0,0,6005,1018,83,2021-04-02
"Plymouth",2021-04-02,"Plymouth",35852,4168,3610,79,71,8,13108,3856,167,2021-04-02
"Pocahontas",2021-04-02,"Pocahontas",12193,874,793,20,20,0,3404,830,17,2021-04-02
"Polk",2021-04-02,"Polk",643528,61605,51484,581,516,65,271273,54595,2530,2021-04-02
"Pottawattamie",2021-04-02,"Pottawattamie",111787,11389,9749,154,136,18,46713,10335,432,2021-04-02
"Poweshiek",2021-04-02,"Poweshiek",39776,1586,1456,32,29,3,8822,1512,24,2021-04-02
"Ringgold",2021-04-02,"Ringgold",9172,549,490,22,18,4,2359,529,17,2021-04-02
"Sac",2021-04-02,"Sac",18639,1319,1174,19,19,0,5288,1239,46,2021-04-02
"Scott",2021-04-02,"Scott",194371,19507,17032,227,208,19,84501,18101,842,2021-04-02
"Shelby",2021-04-02,"Shelby",15870,1297,1134,34,31,3,5350,1240,72,2021-04-02
"Sioux",2021-04-02,"Sioux",41550,5145,4729,69,66,3,15814,4963,165,2021-04-02
"Story",2021-04-02,"Story",152920,10811,9579,46,40,6,55392,10079,454,2021-04-02
"Tama",2021-04-02,"Tama",30891,2175,1959,68,65,3,8329,2052,25,2021-04-02
"Taylor",2021-04-02,"Taylor",8033,668,631,12,10,2,2477,643,0,2021-04-02
"Union",2021-04-02,"Union",16167,1305,1166,32,26,6,6453,1223,25,2021-04-02
"Van Buren",2021-04-02,"Van Buren",7941,571,522,18,15,3,2709,546,6,2021-04-02
"Wapello",2021-04-02,"Wapello",44306,4581,3945,118,114,4,18144,4222,159,2021-04-02
"Warren",2021-04-02,"Warren",71064,5871,5071,80,71,9,27520,5388,237,2021-04-02
"Washington",2021-04-02,"Washington",38456,2614,2355,49,45,4,11713,2448,44,2021-04-02
"Wayne",2021-04-02,"Wayne",6317,553,449,23,18,5,2388,515,43,2021-04-02
"Webster",2021-04-02,"Webster",65422,5321,4869,89,75,14,21119,5042,84,2021-04-02
"Winnebago",2021-04-02,"Winnebago",16445,1438,1275,31,26,5,6158,1340,34,2021-04-02
"Winneshiek",2021-04-02,"Winneshiek",35925,1973,1800,32,27,5,10155,1895,63,2021-04-02
"Woodbury",2021-04-02,"Woodbury",136559,15832,13638,218,200,18,59137,14554,698,2021-04-02
"Worth",2021-04-02,"Worth",11978,720,663,8,7,1,3707,679,8,2021-04-02
"Wright",2021-04-02,"Wright",19852,1836,1713,35,28,7,7779,1769,21,2021-04-02
"Total",2021-04-02,"Totals",4475922,380755,334008,5751,5118,633,1641638,351650,11891,2021-04-02
