"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"91","Warren",35401,7871,7170,97,604,0.222338352023954,2021-10-28
"92","Washington",16131,3706,3396,57,253,0.229743971235509,2021-10-28
"93","Wayne",3278,769,656,24,89,0.234594264795607,2021-10-28
"94","Webster",26060,7012,6537,116,359,0.269071373752878,2021-10-28
"95","Winnebago",7897,1889,1741,33,115,0.23920476130176,2021-10-28
"96","Winneshiek",12688,2363,2207,39,117,0.186238965952081,2021-10-28
"97","Woodbury",73461,19487,17805,245,1437,0.265270007214713,2021-10-28
"98","Worth",4892,1100,1002,8,90,0.224856909239575,2021-10-28
"99","Wright",9512,2478,2249,45,184,0.260513036164844,2021-10-28
"101","Totals",2099885,483337,446048,6965,30324,0.230173080906812,2021-10-26
