"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"1","Adair",4391,1062,961,35,66,0.241858346618082,2021-10-28
"2","Adams",2041,519,454,7,58,0.254287114159726,2021-10-28
"3","Allamakee",7795,1963,1802,54,107,0.251828094932649,2021-10-28
"4","Appanoose",7817,1849,1584,51,214,0.236535755404887,2021-10-28
"5","Audubon",3385,682,600,14,68,0.201477104874446,2021-10-28
"6","Benton",16260,3662,3302,57,303,0.225215252152522,2021-10-28
"7","Black Hawk",88972,20474,19326,363,785,0.230117340286832,2021-10-28
"8","Boone",17340,3572,3246,37,289,0.205997693194925,2021-10-28
"9","Bremer",15248,3610,3324,68,218,0.236752360965372,2021-10-28
"10","Buchanan",12109,2819,2532,39,248,0.232802048063424,2021-10-28
"11","Buena Vista",18178,4938,4785,47,106,0.271647045879635,2021-10-28
"12","Butler",8743,2111,1927,39,145,0.241450303099623,2021-10-28
"13","Calhoun",6576,1897,1768,16,113,0.288473236009732,2021-10-28
"14","Carroll",13542,3491,3270,53,168,0.257790577462709,2021-10-28
"15","Cass",7919,2116,1676,59,381,0.267205455234247,2021-10-28
"16","Cedar",11495,2527,2322,27,178,0.219834710743802,2021-10-28
"17","Cerro Gordo",31031,7087,6496,113,478,0.228384518707099,2021-10-28
"18","Cherokee",7273,1963,1823,45,95,0.2699023786608,2021-10-28
"19","Chickasaw",6883,1614,1454,18,142,0.23449077437164,2021-10-28
"20","Clarke",6250,1438,1316,29,93,0.23008,2021-10-28
"21","Clay",10402,2836,2613,35,188,0.272639876946741,2021-10-28
"22","Clayton",9218,2184,1984,58,142,0.236927750054242,2021-10-28
"23","Clinton",29329,7052,6418,104,530,0.240444611135736,2021-10-28
"24","Crawford",10638,3410,3273,47,90,0.32054897537131,2021-10-28
"25","Dallas",68756,14280,13301,108,871,0.207690965152132,2021-10-28
"26","Davis",4529,1169,1055,25,89,0.258114374034003,2021-10-28
"27","Decatur",4366,836,773,13,50,0.191479615208429,2021-10-28
"28","Delaware",9971,2635,2398,49,188,0.264266372480193,2021-10-28
"29","Des Moines",26982,6793,6299,97,397,0.25176043288118,2021-10-28
"30","Dickinson",12410,3032,2812,52,168,0.244319097502014,2021-10-28
"31","Dubuque",69717,16204,14795,232,1177,0.232425376880818,2021-10-28
"32","Emmet",6298,1690,1525,46,119,0.268339155287393,2021-10-28
"33","Fayette",11822,2646,2323,52,271,0.223819996616478,2021-10-28
"34","Floyd",9776,2293,2014,46,233,0.234554009819967,2021-10-28
"35","Franklin",6960,1666,1529,28,109,0.239367816091954,2021-10-28
"36","Fremont",3566,883,778,11,94,0.247616376892877,2021-10-28
"37","Greene",5278,1183,1058,17,108,0.224137931034483,2021-10-28
"38","Grundy",7136,1697,1602,37,58,0.237808295964126,2021-10-28
"39","Guthrie",7403,1571,1442,34,95,0.212211265703093,2021-10-28
"40","Hamilton",9605,2390,2173,56,161,0.248828735033837,2021-10-28
"41","Hancock",7539,1897,1728,39,130,0.251624883936862,2021-10-28
"42","Hardin",10993,2718,2502,51,165,0.247248248885654,2021-10-28
"43","Harrison",7910,2214,2034,78,102,0.279898862199747,2021-10-28
"44","Henry",14106,3948,3613,49,286,0.279880901743939,2021-10-28
"45","Howard",5670,1312,1182,23,107,0.231393298059965,2021-10-28
"46","Humboldt",5874,1714,1559,27,128,0.291794347974123,2021-10-28
"47","Ida",4208,1206,1084,41,81,0.286596958174905,2021-10-28
"48","Iowa",10373,2126,1896,29,201,0.204955172081365,2021-10-28
"49","Jackson",11461,2763,2548,46,169,0.241078439926708,2021-10-28
"50","Jasper",23401,5844,5409,82,353,0.249732917396692,2021-10-28
"51","Jefferson",11152,2047,1851,40,156,0.183554519368723,2021-10-28
"52","Johnson",104243,18168,17237,101,830,0.174285083890525,2021-10-28
"53","Jones",12573,3749,3425,61,263,0.298178636761314,2021-10-28
"54","Keokuk",5700,1412,1260,35,117,0.247719298245614,2021-10-28
"55","Kossuth",9863,2750,2561,74,115,0.278819831694211,2021-10-28
"56","Lee",21124,5703,5391,97,215,0.269977277030865,2021-10-28
"57","Linn",151104,29729,27041,403,2285,0.196745288013554,2021-10-28
"58","Louisa",6994,1715,1612,52,51,0.245210180154418,2021-10-28
"59","Lucas",5000,1145,1019,24,102,0.229,2021-10-28
"60","Lyon",5958,1949,1785,42,122,0.327123195703256,2021-10-28
"61","Madison",9953,2211,2041,25,145,0.222144077162665,2021-10-28
"62","Mahaska",13610,3325,2861,58,406,0.244305657604702,2021-10-28
"63","Marion",20791,5162,4695,92,375,0.248280505988168,2021-10-28
"64","Marshall",26920,6476,6016,88,372,0.240564635958395,2021-10-28
"65","Mills",9228,2050,1894,29,127,0.222149978326831,2021-10-28
"66","Mitchell",6635,1664,1510,43,111,0.250791258477769,2021-10-28
"67","Monona",4473,1104,997,39,68,0.246814218645205,2021-10-28
"68","Monroe",4505,1362,1197,37,128,0.302330743618202,2021-10-28
"69","Montgomery",5542,1482,1284,42,156,0.267412486466979,2021-10-28
"70","Muscatine",27400,6400,6013,115,272,0.233576642335766,2021-10-28
"71","O'Brien",7981,2302,2091,63,148,0.288435033203859,2021-10-28
"72","Osceola",3067,971,847,17,107,0.316596022171503,2021-10-28
"73","Page",8165,2554,2280,28,246,0.312798530312309,2021-10-28
"74","Palo Alto",5507,1435,1338,32,65,0.260577446885782,2021-10-28
"75","Plymouth",15490,4674,4402,88,184,0.301743060038735,2021-10-28
"76","Pocahontas",4224,1129,1015,24,90,0.267282196969697,2021-10-28
"77","Polk",352163,75692,70552,739,4401,0.214934561552463,2021-10-28
"78","Pottawattamie",58821,14649,13550,202,897,0.249043708879482,2021-10-28
"79","Poweshiek",11239,2164,1925,41,198,0.192543820624611,2021-10-28
"80","Ringgold",2903,690,618,28,44,0.2376851532897,2021-10-28
"81","Sac",6468,1605,1489,25,91,0.248144712430427,2021-10-28
"82","Scott",110152,24987,23653,276,1058,0.22684109230881,2021-10-28
"83","Shelby",6827,1828,1588,41,199,0.267760363263513,2021-10-28
"84","Sioux",19311,5741,5442,77,222,0.29729169903164,2021-10-28
"85","Story",67522,13019,12308,53,658,0.19281123189479,2021-10-28
"86","Tama",10358,2669,2472,76,121,0.257675226877776,2021-10-28
"87","Taylor",3143,810,743,13,54,0.25771555838371,2021-10-28
"88","Union",8014,1654,1511,38,105,0.20638881956576,2021-10-28
"89","Van Buren",3621,851,759,21,71,0.235017950842309,2021-10-28
"90","Wapello",23876,6049,5324,139,586,0.253350644999162,2021-10-28
