"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Adair",2021-01-24,"Adair",3159,696,582,20,16,4,94,0.220322886989554
"Adams",2021-01-24,"Adams",1378,299,254,3,3,0,42,0.216981132075472
"Allamakee",2021-01-24,"Allamakee",5241,1309,1128,30,26,4,151,0.249761495897729
"Appanoose",2021-01-24,"Appanoose",5194,1125,940,40,39,1,145,0.216596072391221
"Audubon",2021-01-24,"Audubon",2233,422,361,8,8,0,53,0.188983430362741
"Benton",2021-01-24,"Benton",10931,2130,1938,50,40,10,142,0.194858658860123
"Black Hawk",2021-01-24,"Black Hawk",60983,14078,12584,243,229,14,1251,0.230851220832035
"Boone",2021-01-24,"Boone",11885,2227,1821,17,15,2,389,0.187379049221708
"Bremer",2021-01-24,"Bremer",10373,2498,2257,48,44,4,193,0.240817506989299
"Buchanan",2021-01-24,"Buchanan",8138,1621,1408,24,22,2,189,0.199188989923814
"Buena Vista",2021-01-24,"Buena Vista",13473,3963,3642,30,27,3,291,0.29414384324204
"Butler",2021-01-24,"Butler",6071,1513,1248,24,21,3,241,0.249217591830012
"Calhoun",2021-01-24,"Calhoun",4753,1234,1162,9,9,0,63,0.25962549968441
"Carroll",2021-01-24,"Carroll",10165,2583,2294,34,28,6,255,0.254107230693556
"Cass",2021-01-24,"Cass",5504,1150,985,43,41,2,122,0.208938953488372
"Cedar",2021-01-24,"Cedar",7861,1555,1342,19,18,1,194,0.197811983208243
"Cerro Gordo",2021-01-24,"Cerro Gordo",21111,4735,4236,72,61,11,427,0.224290654161338
"Cherokee",2021-01-24,"Cherokee",5292,1400,1204,27,23,4,169,0.264550264550265
"Chickasaw",2021-01-24,"Chickasaw",4660,1137,1015,12,11,1,110,0.243991416309013
"Clarke",2021-01-24,"Clarke",4136,811,656,8,8,0,147,0.196083172147002
"Clay",2021-01-24,"Clay",7290,1725,1511,21,17,4,193,0.236625514403292
"Clayton",2021-01-24,"Clayton",6094,1538,1352,49,41,8,137,0.252379389563505
"Clinton",2021-01-24,"Clinton",19114,4579,4031,68,62,6,480,0.239562624254473
"Crawford",2021-01-24,"Crawford",7824,2345,2066,24,21,3,255,0.29971881390593
"Dallas",2021-01-24,"Dallas",46558,9079,7719,72,61,11,1288,0.195004080931311
"Davis",2021-01-24,"Davis",2799,701,624,21,20,1,56,0.250446588067167
"Decatur",2021-01-24,"Decatur",2983,496,417,4,4,0,75,0.166275561515253
"Delaware",2021-01-24,"Delaware",6941,1762,1580,36,32,4,146,0.253853911540124
"Des Moines",2021-01-24,"Des Moines",18492,3949,3434,43,39,4,472,0.213551806186459
"Dickinson",2021-01-24,"Dickinson",9156,1887,1662,29,26,3,196,0.206094364351245
"Dubuque",2021-01-24,"Dubuque",50736,11623,10378,159,150,9,1086,0.229087827183854
"Emmet",2021-01-24,"Emmet",4447,1113,963,32,31,1,118,0.250281088374185
"Fayette",2021-01-24,"Fayette",7967,1659,1330,24,22,2,305,0.208233965106063
"Floyd",2021-01-24,"Floyd",6739,1415,1243,36,28,8,136,0.209971805905921
"Franklin",2021-01-24,"Franklin",4493,1033,851,18,17,1,164,0.22991319830848
"Fremont",2021-01-24,"Fremont",2368,524,455,6,4,2,63,0.221283783783784
"Greene",2021-01-24,"Greene",3665,697,636,7,7,0,54,0.190177353342428
"Grundy",2021-01-24,"Grundy",5010,1226,1063,28,23,5,135,0.244710578842315
"Guthrie",2021-01-24,"Guthrie",4922,1041,917,24,19,5,100,0.21149939049167
"Hamilton",2021-01-24,"Hamilton",6556,1623,1434,30,29,1,159,0.247559487492373
"Hancock",2021-01-24,"Hancock",5169,1315,1134,24,19,5,157,0.254401238150513
"Hardin",2021-01-24,"Hardin",7240,1570,1429,31,28,3,110,0.216850828729282
"Harrison",2021-01-24,"Harrison",5759,1582,1372,62,58,4,148,0.274700468831394
