"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-06-04,"Adair",12697,993,833,32,22,10,3807,873,8,2021-06-04
"Adams",2021-06-04,"Adams",6064,355,337,4,4,0,1680,344,3,2021-06-04
"Allamakee",2021-06-04,"Allamakee",22532,1581,1459,51,41,10,6522,1523,13,2021-06-04
"Appanoose",2021-06-04,"Appanoose",18966,1467,1231,49,44,5,6383,1289,9,2021-06-04
"Audubon",2021-06-04,"Audubon",13327,541,495,10,9,1,2854,520,15,2021-06-04
"Benton",2021-06-04,"Benton",39521,2743,2503,55,44,11,13555,2580,22,2021-06-04
"Black Hawk",2021-06-04,"Black Hawk",224870,17433,15478,310,287,23,74003,15948,160,2021-06-04
"Boone",2021-06-04,"Boone",46259,2868,2606,34,31,3,14674,2678,38,2021-06-04
"Bremer",2021-06-04,"Bremer",41696,3009,2770,60,51,9,12924,2872,42,2021-06-04
"Buchanan",2021-06-04,"Buchanan",33157,2031,1871,33,27,6,10017,1923,19,2021-06-04
"Buena Vista",2021-06-04,"Buena Vista",46658,4915,4201,40,36,4,15370,4258,17,2021-06-04
"Butler",2021-06-04,"Butler",30780,1752,1607,35,31,4,7430,1659,17,2021-06-04
"Calhoun",2021-06-04,"Calhoun",19477,1439,1358,13,12,1,5573,1388,17,2021-06-04
"Carroll",2021-06-04,"Carroll",38542,3080,2802,52,43,9,11893,2866,12,2021-06-04
"Cass",2021-06-04,"Cass",21654,1477,1330,54,48,6,6693,1392,8,2021-06-04
"Cedar",2021-06-04,"Cedar",33079,2003,1867,23,21,2,9690,1913,23,2021-06-04
"Cerro Gordo",2021-06-04,"Cerro Gordo",81567,5949,5280,90,75,15,26559,5505,135,2021-06-04
"Cherokee",2021-06-04,"Cherokee",21960,1694,1546,38,30,8,6267,1593,9,2021-06-04
"Chickasaw",2021-06-04,"Chickasaw",18536,1316,1227,16,14,2,5766,1244,1,2021-06-04
"Clarke",2021-06-04,"Clarke",14170,1068,977,24,22,2,5165,1008,7,2021-06-04
"Clay",2021-06-04,"Clay",32375,2271,2124,27,22,5,8887,2162,11,2021-06-04
"Clayton",2021-06-04,"Clayton",26701,1792,1645,57,48,9,7575,1705,3,2021-06-04
"Clinton",2021-06-04,"Clinton",68026,6082,5437,93,79,14,24607,5601,71,2021-06-04
"Crawford",2021-06-04,"Crawford",29485,2925,2624,40,35,5,9210,2679,15,2021-06-04
"Dallas",2021-06-04,"Dallas",134642,12594,11044,99,85,14,57411,11257,114,2021-06-04
"Davis",2021-06-04,"Davis",11835,922,802,24,23,1,3717,850,24,2021-06-04
"Decatur",2021-06-04,"Decatur",10860,629,603,9,9,0,3741,613,1,2021-06-04
"Delaware",2021-06-04,"Delaware",30845,2158,2040,41,37,4,8524,2108,27,2021-06-04
"Des Moines",2021-06-04,"Des Moines",60038,5028,4477,68,56,12,22473,4654,109,2021-06-04
"Dickinson",2021-06-04,"Dickinson",28818,2682,2436,44,38,6,11000,2491,11,2021-06-04
"Dubuque",2021-06-04,"Dubuque",203099,14781,13129,209,193,16,60153,13466,128,2021-06-04
"Emmet",2021-06-04,"Emmet",17953,1434,1295,40,38,2,5455,1354,19,2021-06-04
"Fayette",2021-06-04,"Fayette",38071,1941,1812,42,37,5,9792,1857,3,2021-06-04
"Floyd",2021-06-04,"Floyd",27064,1801,1560,42,32,10,8186,1623,21,2021-06-04
"Franklin",2021-06-04,"Franklin",21105,1338,1151,21,19,2,5745,1226,54,2021-06-04
"Fremont",2021-06-04,"Fremont",7961,661,617,9,7,2,2824,626,0,2021-06-04
"Greene",2021-06-04,"Greene",15606,829,765,11,10,1,4355,780,4,2021-06-04
"Grundy",2021-06-04,"Grundy",20093,1446,1331,33,27,6,6064,1366,2,2021-06-04
"Guthrie",2021-06-04,"Guthrie",19683,1312,1186,32,26,6,6075,1227,9,2021-06-04
"Hamilton",2021-06-04,"Hamilton",24322,2000,1747,51,46,5,7973,1810,12,2021-06-04
"Hancock",2021-06-04,"Hancock",22843,1597,1435,34,27,7,6464,1497,28,2021-06-04
"Hardin",2021-06-04,"Hardin",37244,2006,1809,44,34,10,8999,1870,17,2021-06-04
"Harrison",2021-06-04,"Harrison",22231,1932,1722,73,69,4,6744,1797,2,2021-06-04
"Henry",2021-06-04,"Henry",38234,3090,2874,37,36,1,11592,2939,28,2021-06-04
"Howard",2021-06-04,"Howard",17606,1092,1022,22,18,4,4831,1047,3,2021-06-04
"Humboldt",2021-06-04,"Humboldt",16036,1246,1162,26,23,3,4930,1194,6,2021-06-04
"Ida",2021-06-04,"Ida",13101,1028,864,35,32,3,3515,914,15,2021-06-04
"Iowa",2021-06-04,"Iowa",31109,1561,1463,24,22,2,8609,1497,10,2021-06-04
"Jackson",2021-06-04,"Jackson",27300,2380,2170,42,39,3,9730,2247,35,2021-06-04
"Jasper",2021-06-04,"Jasper",54767,4552,4106,72,67,5,19389,4204,26,2021-06-04
"Jefferson",2021-06-04,"Jefferson",21948,1451,1300,35,29,6,8270,1333,-2,2021-06-04
"Johnson",2021-06-04,"Johnson",222726,15453,14338,85,77,8,85540,14576,153,2021-06-04
"Jones",2021-06-04,"Jones",28115,3135,2920,57,51,6,10642,3008,31,2021-06-04
"Keokuk",2021-06-04,"Keokuk",16406,1030,926,31,31,0,4498,963,6,2021-06-04
"Kossuth",2021-06-04,"Kossuth",27532,2281,2097,65,56,9,8326,2160,-2,2021-06-04
"Lee",2021-06-04,"Lee",57074,4047,3698,56,43,13,16834,3799,45,2021-06-04
"Linn",2021-06-04,"Linn",309123,22493,20439,338,302,36,124922,21086,309,2021-06-04
"Louisa",2021-06-04,"Louisa",18258,1360,1232,49,42,7,5705,1292,11,2021-06-04
"Lucas",2021-06-04,"Lucas",9993,808,752,23,18,5,4088,779,4,2021-06-04
"Lyon",2021-06-04,"Lyon",17319,1598,1537,41,37,4,4990,1587,9,2021-06-04
"Madison",2021-06-04,"Madison",22135,1785,1597,19,15,4,8290,1642,26,2021-06-04
"Mahaska",2021-06-04,"Mahaska",33028,2425,2239,51,46,5,11092,2319,29,2021-06-04
"Marion",2021-06-04,"Marion",44751,3855,3552,76,65,11,17037,3653,25,2021-06-04
"Marshall",2021-06-04,"Marshall",86146,5233,4745,76,68,8,22691,4861,40,2021-06-04
"Mills",2021-06-04,"Mills",22121,1795,1593,24,21,3,7937,1628,11,2021-06-04
"Mitchell",2021-06-04,"Mitchell",18824,1377,1228,42,39,3,5698,1265,-5,2021-06-04
"Monona",2021-06-04,"Monona",18802,888,801,31,29,2,3959,829,-3,2021-06-04
"Monroe",2021-06-04,"Monroe",10236,1005,922,29,22,7,3723,958,7,2021-06-04
"Montgomery",2021-06-04,"Montgomery",14950,1116,996,38,36,2,4484,1036,2,2021-06-04
"Muscatine",2021-06-04,"Muscatine",59412,5205,4681,104,95,9,22874,4866,81,2021-06-04
"O'Brien",2021-06-04,"O'Brien",27371,2153,1935,61,56,5,6951,1997,1,2021-06-04
"Osceola",2021-06-04,"Osceola",9646,817,766,16,13,3,2677,790,8,2021-06-04
"Page",2021-06-04,"Page",22592,2005,1905,22,20,2,6623,1938,11,2021-06-04
"Palo Alto",2021-06-04,"Palo Alto",19779,1194,1099,23,22,1,4713,1135,13,2021-06-04
"Pending Investigation",2021-06-04,"Pending Investigation",8249,987,943,0,0,0,4393,964,21,2021-06-04
"Plymouth",2021-06-04,"Plymouth",40138,4336,3926,80,72,8,13848,4024,18,2021-06-04
"Pocahontas",2021-06-04,"Pocahontas",14209,903,836,22,22,0,3600,858,0,2021-06-04
"Polk",2021-06-04,"Polk",734866,65425,56811,636,558,78,293399,58044,597,2021-06-04
"Pottawattamie",2021-06-04,"Pottawattamie",125718,12324,10917,172,150,22,49929,11190,101,2021-06-04
"Poweshiek",2021-06-04,"Poweshiek",47671,1646,1522,35,32,3,9349,1566,9,2021-06-04
"Ringgold",2021-06-04,"Ringgold",10477,578,539,24,18,6,2510,559,-4,2021-06-04
"Sac",2021-06-04,"Sac",21670,1394,1284,19,19,0,5625,1307,4,2021-06-04
"Scott",2021-06-04,"Scott",227077,21682,19658,244,220,24,93011,20254,352,2021-06-04
"Shelby",2021-06-04,"Shelby",18116,1372,1272,37,33,4,5783,1310,1,2021-06-04
"Sioux",2021-06-04,"Sioux",47991,5346,5065,74,71,3,16911,5164,25,2021-06-04
"Story",2021-06-04,"Story",168919,11460,10516,48,42,6,58782,10695,131,2021-06-04
"Tama",2021-06-04,"Tama",34141,2232,2019,71,67,4,8871,2109,19,2021-06-04
"Taylor",2021-06-04,"Taylor",9300,687,647,12,10,2,2661,664,5,2021-06-04
"Union",2021-06-04,"Union",18166,1376,1252,34,26,8,6896,1293,7,2021-06-04
"Van Buren",2021-06-04,"Van Buren",8962,590,541,18,15,3,2913,564,5,2021-06-04
"Wapello",2021-06-04,"Wapello",49762,4693,4170,122,118,4,19563,4328,36,2021-06-04
"Warren",2021-06-04,"Warren",82180,6321,5662,90,80,10,29738,5813,61,2021-06-04
"Washington",2021-06-04,"Washington",43912,2730,2493,51,47,4,12571,2563,19,2021-06-04
"Wayne",2021-06-04,"Wayne",7622,585,513,23,18,5,2649,543,7,2021-06-04
"Webster",2021-06-04,"Webster",71902,5426,5021,94,79,15,22134,5138,23,2021-06-04
"Winnebago",2021-06-04,"Winnebago",18753,1553,1385,31,26,5,6680,1439,23,2021-06-04
"Winneshiek",2021-06-04,"Winneshiek",41860,2054,1934,35,30,5,10867,1974,5,2021-06-04
"Woodbury",2021-06-04,"Woodbury",153592,16516,14895,229,210,19,63066,15209,85,2021-06-04
"Worth",2021-06-04,"Worth",14052,801,735,8,7,1,4081,757,14,2021-06-04
"Wright",2021-06-04,"Wright",21623,1930,1804,40,33,7,8203,1857,13,2021-06-04
"Total",2021-06-04,"Totals",5073780,402280,361888,6065,5362,703,1765992,371723,3770,2021-06-04
