"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Hardin",2021-01-04,"Hardin",6885,1466,1265,26,24,2,175,0.212926652142338
"Harrison",2021-01-04,"Harrison",5429,1460,1143,58,55,3,259,0.268926137410204
"Henry",2021-01-04,"Henry",9209,2494,2175,27,27,0,292,0.270822021935064
"Howard",2021-01-04,"Howard",3576,747,581,17,13,4,149,0.208892617449664
"Humboldt",2021-01-04,"Humboldt",3957,984,832,18,15,3,134,0.248673237300986
"Ida",2021-01-04,"Ida",2660,701,571,29,28,1,101,0.263533834586466
"Iowa",2021-01-04,"Iowa",6637,1149,1017,21,20,1,111,0.173120385716438
"Jackson",2021-01-04,"Jackson",7349,1788,1593,29,28,1,166,0.243298407946659
"Jasper",2021-01-04,"Jasper",14578,2932,2371,54,52,2,507,0.201124982850871
"Jefferson",2021-01-04,"Jefferson",6139,1042,798,20,19,1,224,0.16973448444372
"Johnson",2021-01-04,"Johnson",65480,11290,10003,47,43,4,1240,0.172419059254734
"Jones",2021-01-04,"Jones",8229,2603,2422,48,47,1,133,0.31632033053834
"Keokuk",2021-01-04,"Keokuk",3342,798,691,25,25,0,82,0.238779174147217
"Kossuth",2021-01-04,"Kossuth",6405,1568,1312,32,31,1,224,0.244808743169399
"Lee",2021-01-04,"Lee",13045,2907,2383,25,21,4,499,0.222844001533154
"Linn",2021-01-04,"Linn",95910,16751,14991,249,233,16,1511,0.174653320821604
"Louisa",2021-01-04,"Louisa",4521,1084,911,24,20,4,149,0.2397699623977
"Lucas",2021-01-04,"Lucas",3073,593,361,8,8,0,224,0.192971038073544
"Lyon",2021-01-04,"Lyon",3804,1266,1099,25,23,2,142,0.332807570977918
"Madison",2021-01-04,"Madison",5983,986,785,8,7,1,193,0.164800267424369
"Mahaska",2021-01-04,"Mahaska",8490,1762,1345,35,32,3,382,0.2075382803298
"Marion",2021-01-04,"Marion",12567,2741,2184,49,42,7,508,0.218110925439643
"Marshall",2021-01-04,"Marshall",16980,4049,3637,57,54,3,355,0.238457008244994
"Mills",2021-01-04,"Mills",6606,1297,1136,15,14,1,146,0.196336663639116
"Mitchell",2021-01-04,"Mitchell",4654,1059,861,30,30,0,168,0.22754619681994
"Monona",2021-01-04,"Monona",3092,554,475,16,15,1,63,0.179172056921087
"Monroe",2021-01-04,"Monroe",2690,696,465,17,16,1,214,0.258736059479554
"Montgomery",2021-01-04,"Montgomery",3530,771,535,15,14,1,221,0.218413597733711
"Muscatine",2021-01-04,"Muscatine",17605,3612,3132,75,68,7,405,0.205168986083499
"O'Brien",2021-01-04,"O'Brien",5582,1605,1406,53,49,4,146,0.287531350770333
"Osceola",2021-01-04,"Osceola",2040,616,560,8,7,1,48,0.301960784313725
"Page",2021-01-04,"Page",5110,1386,1249,14,13,1,123,0.271232876712329
"Palo Alto",2021-01-04,"Palo Alto",3739,825,705,8,8,0,112,0.220647231880182
"Pending Investigation",2021-01-04,"Pending Investigation",9938,764,396,0,0,0,368,0.0768766351378547
"Plymouth",2021-01-04,"Plymouth",11347,3377,2972,53,47,6,352,0.297611703533974
"Pocahontas",2021-01-04,"Pocahontas",3009,729,610,12,12,0,107,0.242273180458624
"Polk",2021-01-04,"Polk",221740,41962,35833,413,376,37,5716,0.189239650040588
"Pottawattamie",2021-01-04,"Pottawattamie",39833,8391,7070,98,89,9,1223,0.210654482464288
"Poweshiek",2021-01-04,"Poweshiek",6930,1223,1051,24,22,2,148,0.176479076479076
"Ringgold",2021-01-04,"Ringgold",1952,367,279,8,7,1,80,0.188012295081967
"Sac",2021-01-04,"Sac",4465,1046,922,14,14,0,110,0.234266517357223
"Scott",2021-01-04,"Scott",70574,14295,12235,152,144,8,1908,0.202553348258565
"Shelby",2021-01-04,"Shelby",4299,956,808,25,25,0,123,0.222377297045825
"Sioux",2021-01-04,"Sioux",13362,4371,3910,44,43,1,417,0.327121688370004
"Story",2021-01-04,"Story",46006,8073,7203,31,27,4,839,0.175477111681085
"Tama",2021-01-04,"Tama",6978,1766,1547,56,54,2,163,0.253081112066495
"Taylor",2021-01-04,"Taylor",2131,547,481,9,7,2,57,0.25668700140779
"Union",2021-01-04,"Union",5564,1035,870,19,19,0,146,0.186017253774263
"Van Buren",2021-01-04,"Van Buren",2217,458,405,11,10,1,42,0.20658547586829
"Wapello",2021-01-04,"Wapello",13776,3158,2689,92,90,2,377,0.229239256678281
"Warren",2021-01-04,"Warren",22492,3875,3101,34,32,2,740,0.172283478570158
"Washington",2021-01-04,"Washington",9658,1907,1543,28,27,1,336,0.197452888796852
"Wayne",2021-01-04,"Wayne",1840,389,314,21,17,4,54,0.211413043478261
"Webster",2021-01-04,"Webster",18588,4463,3848,64,57,7,551,0.240101140520766
"Winnebago",2021-01-04,"Winnebago",5033,1108,968,28,23,5,112,0.22014702960461
"Winneshiek",2021-01-04,"Winneshiek",8029,1399,1104,18,16,2,277,0.174243367791755
"Woodbury",2021-01-04,"Woodbury",50102,12393,10986,168,155,13,1239,0.247355394994212
"Worth",2021-01-04,"Worth",3010,535,406,3,2,1,126,0.177740863787375
"Wright",2021-01-04,"Wright",6851,1542,1349,18,16,2,175,0.225076631148737
"Total",2021-01-04,"Totals",1365703,284860,244621,3946,3621,325,36293,0.208581221539383
