"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Adair",2021-01-04,"Adair",2969,616,478,17,13,4,121,0.207477265072415
"Adams",2021-01-04,"Adams",1295,271,194,2,2,0,75,0.209266409266409
"Allamakee",2021-01-04,"Allamakee",4963,1196,923,26,22,4,247,0.240983276244207
"Appanoose",2021-01-04,"Appanoose",4843,984,849,36,36,0,99,0.203179847202147
"Audubon",2021-01-04,"Audubon",2077,385,314,7,7,0,64,0.185363505055368
"Benton",2021-01-04,"Benton",10374,1997,1773,38,34,4,186,0.192500481974166
"Black Hawk",2021-01-04,"Black Hawk",57691,12906,11424,220,207,13,1262,0.223709070738937
"Boone",2021-01-04,"Boone",10976,1954,1549,15,13,2,390,0.178024781341108
"Bremer",2021-01-04,"Bremer",9539,2279,2076,44,40,4,159,0.238913932278017
"Buchanan",2021-01-04,"Buchanan",7677,1461,1265,17,16,1,179,0.19030871434154
"Buena Vista",2021-01-04,"Buena Vista",12911,3749,3230,26,23,3,493,0.290372550538301
"Butler",2021-01-04,"Butler",5665,1300,1110,23,20,3,167,0.229479258605472
"Calhoun",2021-01-04,"Calhoun",4582,1174,1103,9,9,0,62,0.256219991270188
"Carroll",2021-01-04,"Carroll",9652,2409,2065,31,25,6,313,0.249585578118525
"Cass",2021-01-04,"Cass",5191,1064,850,39,37,2,175,0.20497014062801
"Cedar",2021-01-04,"Cedar",7359,1409,1177,19,18,1,213,0.191466231824976
"Cerro Gordo",2021-01-04,"Cerro Gordo",19919,4366,3824,62,51,11,480,0.219187710226417
"Cherokee",2021-01-04,"Cherokee",4959,1264,1013,22,20,2,229,0.254890098810244
"Chickasaw",2021-01-04,"Chickasaw",4381,1050,933,11,10,1,106,0.239671307920566
"Clarke",2021-01-04,"Clarke",3809,698,524,6,6,0,168,0.183250196902074
"Clay",2021-01-04,"Clay",6912,1561,1302,13,10,3,246,0.22583912037037
"Clayton",2021-01-04,"Clayton",5707,1410,1198,46,39,7,166,0.247065007885053
"Clinton",2021-01-04,"Clinton",17907,4161,3568,55,49,6,538,0.232367230691908
"Crawford",2021-01-04,"Crawford",7422,2137,1847,22,19,3,268,0.28792778226893
"Dallas",2021-01-04,"Dallas",43717,8032,6831,67,57,10,1134,0.183727154196308
"Davis",2021-01-04,"Davis",2622,651,535,20,19,1,96,0.248283752860412
"Decatur",2021-01-04,"Decatur",2773,431,359,4,4,0,68,0.155427335016228
"Delaware",2021-01-04,"Delaware",6607,1645,1484,32,31,1,129,0.248978356288785
"Des Moines",2021-01-04,"Des Moines",17409,3577,3104,35,32,3,438,0.205468435866506
"Dickinson",2021-01-04,"Dickinson",8724,1729,1505,20,18,2,204,0.198188904172398
"Dubuque",2021-01-04,"Dubuque",48160,10730,9606,139,131,8,985,0.222799003322259
"Emmet",2021-01-04,"Emmet",4166,1023,826,27,26,1,170,0.245559289486318
"Fayette",2021-01-04,"Fayette",7404,1438,1132,19,18,1,287,0.194219340896813
"Floyd",2021-01-04,"Floyd",6358,1293,1139,34,26,8,120,0.203365838313935
"Franklin",2021-01-04,"Franklin",4197,923,767,17,16,1,139,0.219918989754587
"Fremont",2021-01-04,"Fremont",2215,473,406,5,3,2,62,0.213544018058691
"Greene",2021-01-04,"Greene",3513,650,555,7,7,0,88,0.185027042413891
"Grundy",2021-01-04,"Grundy",4685,1105,900,18,14,4,187,0.235859124866596
"Guthrie",2021-01-04,"Guthrie",4673,962,805,23,18,5,134,0.205863471003638
"Hamilton",2021-01-04,"Hamilton",6212,1495,1237,24,24,0,234,0.240663232453316
"Hancock",2021-01-04,"Hancock",4868,1191,947,24,19,5,220,0.244658997534922
