"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","1254","49","21","1","27","0.0390749601275917",2020-08-30
"Adams","Adams","491","23","17","0","6","0.0468431771894094",2020-08-30
"Allamakee","Allamakee","2344","174","147","4","23","0.0742320819112628",2020-08-30
"Appanoose","Appanoose","1899","82","61","3","18","0.0431806213796735",2020-08-30
"Audubon","Audubon","847","41","27","1","13","0.0484061393152302",2020-08-30
"Benton","Benton","4042","201","145","1","55","0.049727857496289",2020-08-30
"Black Hawk","Black Hawk","28665","3762","2940","74","748","0.131240188383046",2020-08-30
"Boone","Boone","4826","343","231","4","108","0.0710733526730211",2020-08-30
"Bremer","Bremer","4167","294","186","7","101","0.0705543556515479",2020-08-30
"Buchanan","Buchanan","3472","173","108","1","64","0.0498271889400922",2020-08-30
"Buena Vista","Buena Vista","8315","1825","1773","12","40","0.219482862297054",2020-08-30
"Butler","Butler","2663","199","151","2","46","0.0747277506571536",2020-08-30
"Calhoun","Calhoun","1932","125","86","2","37","0.0646997929606625",2020-08-30
"Carroll","Carroll","4228","371","197","2","172","0.0877483443708609",2020-08-30
"Cass","Cass","2032","112","98","2","12","0.0551181102362205",2020-08-30
"Cedar","Cedar","2897","151","121","1","29","0.052122885743873",2020-08-30
"Cerro Gordo","Cerro Gordo","9440","818","564","20","234","0.0866525423728813",2020-08-30
"Cherokee","Cherokee","1963","139","123","2","14","0.0708099847172695",2020-08-30
"Chickasaw","Chickasaw","1963","107","80","0","27","0.054508405501783",2020-08-30
"Clarke","Clarke","1831","238","183","3","52","0.12998361551065",2020-08-30
"Clay","Clay","3006","236","171","3","62","0.0785096473719228",2020-08-30
"Clayton","Clayton","2672","179","136","3","40","0.0669910179640719",2020-08-30
"Clinton","Clinton","7638","814","322","10","482","0.106572401152134",2020-08-30
"Crawford","Crawford","4088","830","715","3","112","0.203033268101761",2020-08-30
"Dallas","Dallas","20878","2366","1782","39","545","0.11332503113325",2020-08-30
"Davis","Davis","995","81","48","2","31","0.0814070351758794",2020-08-30
"Decatur","Decatur","1118","43","24","0","19","0.0384615384615385",2020-08-30
"Delaware","Delaware","2993","212","145","3","64","0.0708319411961243",2020-08-30
"Des Moines","Des Moines","6601","554","138","5","411","0.0839266777760945",2020-08-30
"Dickinson","Dickinson","4387","424","367","6","51","0.0966491907909733",2020-08-30
"Dubuque","Dubuque","23951","2024","1523","36","465","0.0845058661433761",2020-08-30
"Emmet","Emmet","1784","220","181","8","31","0.123318385650224",2020-08-30
"Fayette","Fayette","3207","138","81","1","56","0.0430308699719364",2020-08-30
"Floyd","Floyd","3196","214","171","3","40","0.0669586983729662",2020-08-30
"Franklin","Franklin","2131","295","245","17","33","0.138432660722665",2020-08-30
"Fremont","Fremont","840","58","35","0","23","0.0690476190476191",2020-08-30
"Greene","Greene","1479","54","38","0","16","0.0365111561866126",2020-08-30
"Grundy","Grundy","2204","126","73","1","52","0.0571687840290381",2020-08-30
"Guthrie","Guthrie","2098","171","126","5","40","0.0815061963775024",2020-08-30
"Hamilton","Hamilton","3095","279","231","2","46","0.0901453957996769",2020-08-30
"Hancock","Hancock","2119","154","126","2","26","0.0726757904672015",2020-08-30
"Hardin","Hardin","3015","230","166","1","63","0.0762852404643449",2020-08-30
"Harrison","Harrison","1933","147","117","1","29","0.0760475944128298",2020-08-30
"Henry","Henry","3507","276","110","4","162","0.0786997433704021",2020-08-30
"Howard","Howard","1546","130","54","2","74","0.0840879689521345",2020-08-30
"Humboldt","Humboldt","1795","153","89","2","62","0.0852367688022284",2020-08-30
"Ida","Ida","1089","40","29","0","11","0.0367309458218549",2020-08-30
"Iowa","Iowa","3026","111","89","1","21","0.0366820885657634",2020-08-30
"Jackson","Jackson","3102","205","139","1","65","0.0660863958736299",2020-08-30
"Jasper","Jasper","5923","578","432","30","116","0.0975856829309472",2020-08-30
"Jefferson","Jefferson","2320","117","76","0","41","0.0504310344827586",2020-08-30
"Johnson","Johnson","31337","3720","1928","26","1766","0.118709512716597",2020-08-30
"Jones","Jones","3001","169","130","2","37","0.0563145618127291",2020-08-30
"Keokuk","Keokuk","1261","59","29","1","29","0.0467882632831086",2020-08-30
"Kossuth","Kossuth","2510","120","79","0","41","0.047808764940239",2020-08-30
"Lee","Lee","4594","397","94","5","298","0.086417065737919",2020-08-30
"Linn","Linn","40925","2960","2406","94","460","0.072327428222358",2020-08-30
"Louisa","Louisa","2090","396","362","14","20","0.189473684210526",2020-08-30
"Lucas","Lucas","1127","93","43","5","45","0.0825199645075421",2020-08-30
"Lyon","Lyon","1293","148","129","2","17","0.11446249033256",2020-08-30
"Madison","Madison","2791","164","104","2","58","0.0587603009673952",2020-08-30
"Mahaska","Mahaska","3630","213","145","18","50","0.0586776859504132",2020-08-30
"Marion","Marion","5035","465","204","0","261","0.0923535253227408",2020-08-30
"Marshall","Marshall","9450","1635","1384","32","219","0.173015873015873",2020-08-30
"Mills","Mills","3067","128","83","1","44","0.0417345940658624",2020-08-30
"Mitchell","Mitchell","2207","106","76","0","30","0.0480289986406887",2020-08-30
"Monona","Monona","1344","107","92","1","14","0.0796130952380952",2020-08-30
"Monroe","Monroe","1031","104","59","8","37","0.100872938894277",2020-08-30
"Montgomery","Montgomery","1545","76","60","4","12","0.0491909385113269",2020-08-30
"Muscatine","Muscatine","7816","954","780","51","123","0.122057318321392",2020-08-30
"O'Brien","O'Brien","2292","195","127","7","61","0.0850785340314136",2020-08-30
"Osceola","Osceola","749","98","79","0","19","0.130841121495327",2020-08-30
"Page","Page","2227","111","106","0","5","0.0498428378985182",2020-08-30
"Palo Alto","Palo Alto","1695","112","79","0","33","0.0660766961651917",2020-08-30
"Pending Investigation","Pending Investigation","7789","16","1","0","15","0.00205417897034279",2020-08-30
"Plymouth","Plymouth","4985","725","435","18","272","0.14543630892678",2020-08-30
"Pocahontas","Pocahontas","1389","129","110","2","17","0.0928725701943845",2020-08-30
"Polk","Polk","107602","13218","9624","225","3369","0.122841582870207",2020-08-30
"Pottawattamie","Pottawattamie","17531","1618","1329","34","255","0.0922936512463636",2020-08-30
"Poweshiek","Poweshiek","2753","183","155","8","20","0.0664729386124228",2020-08-30
"Ringgold","Ringgold","850","32","26","1","5","0.0376470588235294",2020-08-30
"Sac","Sac","1973","113","82","0","31","0.05727318803852",2020-08-30
"Scott","Scott","29667","2180","1628","20","532","0.073482320423366",2020-08-30
"Shelby","Shelby","1868","215","205","1","9","0.115096359743041",2020-08-30
"Sioux","Sioux","5517","886","593","3","290","0.160594526010513",2020-08-30
"Story","Story","24340","2342","1129","16","1197","0.0962202136400986",2020-08-30
"Tama","Tama","3693","621","511","29","81","0.168155970755483",2020-08-30
"Taylor","Taylor","1024","112","102","1","9","0.109375",2020-08-30
"Union","Union","2507","93","68","3","22","0.0370961308336657",2020-08-30
"Van Buren","Van Buren","949","100","32","1","67","0.105374077976818",2020-08-30
"Wapello","Wapello","6736","1076","903","49","124","0.159738717339667",2020-08-30
"Warren","Warren","10000","771","534","5","232","0.0771",2020-08-30
"Washington","Washington","3603","335","296","11","28","0.0929780738273661",2020-08-30
"Wayne","Wayne","713","47","29","2","16","0.0659186535764376",2020-08-30
"Webster","Webster","10167","1005","632","8","365","0.0988492180584243",2020-08-30
"Winnebago","Winnebago","2390","159","78","7","74","0.0665271966527197",2020-08-30
"Winneshiek","Winneshiek","3083","216","113","3","100","0.0700616282841388",2020-08-30
"Woodbury","Woodbury","24240","4100","3602","56","442","0.169141914191419",2020-08-30
"Worth","Worth","1307","79","62","0","17","0.0604437643458301",2020-08-30
"Wright","Wright","3746","517","431","1","85","0.138013881473572",2020-08-30
"Total","Totals","630446","64104","46526","1110","16468","0.101680397686717",2020-08-30
