"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","2413","356","144","5","207","0.147534189805222",2020-11-17
"Adams","Adams","1029","138","69","1","68","0.134110787172012",2020-11-17
"Allamakee","Allamakee","3923","627","336","9","282","0.159826663267907",2020-11-17
"Appanoose","Appanoose","3930","636","216","3","417","0.161832061068702",2020-11-17
"Audubon","Audubon","1691","263","133","1","129","0.155529272619752",2020-11-17
"Benton","Benton","8585","1380","522","11","847","0.160745486313337",2020-11-17
"Black Hawk","Black Hawk","48112","9309","5182","118","4009","0.193486032590622",2020-11-17
"Boone","Boone","8602","1115","673","10","432","0.129621018367821",2020-11-17
"Bremer","Bremer","7865","1549","622","12","915","0.196948506039415",2020-11-17
"Buchanan","Buchanan","6369","942","402","7","533","0.147903909561941",2020-11-17
"Buena Vista","Buena Vista","11161","2742","2202","13","527","0.245676910671087",2020-11-17
"Butler","Butler","4697","793","439","3","351","0.168831168831169",2020-11-17
"Calhoun","Calhoun","3924","892","345","6","541","0.227319062181448",2020-11-17
"Carroll","Carroll","8097","1742","1032","14","696","0.215141410398913",2020-11-17
"Cass","Cass","4158","662","440","16","206","0.159211159211159",2020-11-17
"Cedar","Cedar","5956","871","399","13","459","0.146239086635326",2020-11-17
"Cerro Gordo","Cerro Gordo","16133","2785","1243","33","1509","0.172627533626728",2020-11-17
"Cherokee","Cherokee","3894","663","374","4","285","0.170261941448382",2020-11-17
"Chickasaw","Chickasaw","3579","646","467","1","178","0.18049734562727",2020-11-17
"Clarke","Clarke","3072","435","312","4","119","0.1416015625",2020-11-17
"Clay","Clay","5467","917","496","4","417","0.167733674775928",2020-11-17
"Clayton","Clayton","4600","867","392","4","471","0.188478260869565",2020-11-17
"Clinton","Clinton","14373","2692","1369","35","1288","0.187295623738955",2020-11-17
"Crawford","Crawford","6536","1615","1305","15","295","0.247093023255814",2020-11-17
"Dallas","Dallas","35506","5409","3274","54","2081","0.152340449501493",2020-11-17
"Davis","Davis","1974","348","159","4","185","0.17629179331307",2020-11-17
"Decatur","Decatur","2232","270","132","0","138","0.120967741935484",2020-11-17
"Delaware","Delaware","5501","1220","693","20","507","0.221777858571169",2020-11-17
"Des Moines","Des Moines","14130","2382","1270","14","1098","0.168577494692144",2020-11-17
"Dickinson","Dickinson","7097","1120","692","9","419","0.157813160490348",2020-11-17
"Dubuque","Dubuque","41035","7935","4768","84","3083","0.193371512123797",2020-11-17
"Emmet","Emmet","3272","631","389","22","220","0.192848410757946",2020-11-17
"Fayette","Fayette","5928","829","344","8","477","0.139844804318489",2020-11-17
"Floyd","Floyd","5211","792","476","12","304","0.151986183074266",2020-11-17
"Franklin","Franklin","3413","592","392","19","181","0.17345443891005",2020-11-17
"Fremont","Fremont","1807","312","185","2","125","0.172661870503597",2020-11-17
"Greene","Greene","2905","420","178","0","242","0.144578313253012",2020-11-17
"Grundy","Grundy","3865","673","280","7","386","0.174126778783959",2020-11-17
"Guthrie","Guthrie","3782","624","359","15","250","0.164992067689053",2020-11-17
"Hamilton","Hamilton","4948","822","499","6","317","0.166127728375101",2020-11-17
"Hancock","Hancock","3852","693","321","6","366","0.179906542056075",2020-11-17
"Hardin","Hardin","5542","921","440","9","472","0.166185492601949",2020-11-17
"Harrison","Harrison","4299","931","598","25","308","0.216561991160735",2020-11-17
"Henry","Henry","7345","1560","997","7","556","0.212389380530973",2020-11-17
"Howard","Howard","2809","415","246","9","160","0.147739409042364",2020-11-17
"Humboldt","Humboldt","3278","589","309","3","277","0.179682733374009",2020-11-17
"Ida","Ida","2127","401","181","6","214","0.188528443817583",2020-11-17
"Iowa","Iowa","5594","776","366","11","399","0.138720057204147",2020-11-17
"Jackson","Jackson","6005","1225","549","6","670","0.203996669442132",2020-11-17
"Jasper","Jasper","11471","1859","1004","36","819","0.162060849097725",2020-11-17
"Jefferson","Jefferson","4471","518","207","1","310","0.115857749944084",2020-11-17
"Johnson","Johnson","54114","8362","5630","35","2697","0.154525631075138",2020-11-17
"Jones","Jones","6906","1869","417","8","1444","0.270634231103388",2020-11-17
"Keokuk","Keokuk","2624","443","142","2","299","0.168826219512195",2020-11-17
"Kossuth","Kossuth","5034","798","436","3","359","0.158522050059595",2020-11-17
"Lee","Lee","10285","1685","888","14","783","0.163830821584832",2020-11-17
"Linn","Linn","78829","11877","5007","150","6720","0.150667901406843",2020-11-17
"Louisa","Louisa","3705","721","487","16","218","0.194601889338731",2020-11-17
"Lucas","Lucas","2339","286","184","6","96","0.122274476271911",2020-11-17
"Lyon","Lyon","2911","811","511","8","292","0.278598419787015",2020-11-17
"Madison","Madison","4817","576","343","4","229","0.119576499896201",2020-11-17
"Mahaska","Mahaska","6895","1097","626","26","445","0.159100797679478",2020-11-17
"Marion","Marion","9866","1700","1014","17","669","0.172308939793229",2020-11-17
"Marshall","Marshall","14616","3037","1905","39","1093","0.207785987958402",2020-11-17
"Mills","Mills","5399","856","345","4","507","0.158547879236896",2020-11-17
"Mitchell","Mitchell","3829","604","234","4","366","0.157743536171324",2020-11-17
