"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Monona","Monona","2532","345","232","2","111","0.136255924170616",2020-11-17
"Monroe","Monroe","2060","380","236","12","132","0.184466019417476",2020-11-17
"Montgomery","Montgomery","2736","364","201","9","154","0.133040935672515",2020-11-17
"Muscatine","Muscatine","14126","2377","1309","61","1007","0.168271272830242",2020-11-17
"O'Brien","O'Brien","4508","1105","585","24","496","0.245119787045253",2020-11-17
"Osceola","Osceola","1670","445","265","0","180","0.266467065868263",2020-11-17
"Page","Page","4285","1002","426","3","573","0.233838973162194",2020-11-17
"Palo Alto","Palo Alto","3068","521","290","3","228","0.169817470664928",2020-11-17
"Pending Investigation","Pending Investigation","7479","547","0","0","547","0.073138120069528",2020-11-17
"Plymouth","Plymouth","9353","2403","1546","34","823","0.256922912434513",2020-11-17
"Pocahontas","Pocahontas","2520","463","210","2","251","0.183730158730159",2020-11-17
"Polk","Polk","180685","28365","17924","308","10133","0.156985914713452",2020-11-17
"Pottawattamie","Pottawattamie","31286","5046","3146","56","1844","0.161286198299559",2020-11-17
"Poweshiek","Poweshiek","5653","830","467","11","352","0.146824694852291",2020-11-17
"Ringgold","Ringgold","1601","147","94","2","51","0.0918176139912555",2020-11-17
"Sac","Sac","3782","687","367","6","314","0.181649920676891",2020-11-17
"Scott","Scott","55777","8790","4236","60","4494","0.157591838930025",2020-11-17
"Shelby","Shelby","3442","651","436","3","212","0.189134224288205",2020-11-17
"Sioux","Sioux","11024","3271","2302","22","947","0.296716255442671",2020-11-17
"Story","Story","37794","5622","3869","19","1734","0.148753770439752",2020-11-17
"Tama","Tama","5954","1358","858","39","461","0.228081961706416",2020-11-17
"Taylor","Taylor","1775","384","224","2","158","0.216338028169014",2020-11-17
"Union","Union","4550","571","258","6","307","0.125494505494505",2020-11-17
"Van Buren","Van Buren","1781","294","160","4","130","0.165075800112296",2020-11-17
"Wapello","Wapello","10967","2189","1487","69","633","0.199598796389167",2020-11-17
"Warren","Warren","18021","2246","1159","9","1078","0.124632373342212",2020-11-17
"Washington","Washington","7769","1133","604","12","517","0.145836014931137",2020-11-17
"Wayne","Wayne","1525","264","127","6","131","0.173114754098361",2020-11-17
"Webster","Webster","15818","2977","1716","25","1236","0.188203312681755",2020-11-17
"Winnebago","Winnebago","4231","779","432","21","326","0.184117229969274",2020-11-17
"Winneshiek","Winneshiek","6251","766","497","9","260","0.122540393537034",2020-11-17
"Woodbury","Woodbury","42154","9311","6846","108","2357","0.220880580727808",2020-11-17
"Worth","Worth","2365","277","132","0","145","0.117124735729387",2020-11-17
"Wright","Wright","5782","1044","697","3","344","0.180560359737115",2020-11-17
"Total","Totals","1114058","190580","109929","2023","78628","0.17106829267417",2020-11-17
