"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Adair",2021-01-01,"Adair",2962,608,470,17,13,4,121,0.205266711681296
"Adams",2021-01-01,"Adams",1284,266,192,2,2,0,72,0.207165109034268
"Allamakee",2021-01-01,"Allamakee",4941,1181,909,25,21,4,247,0.239020441206234
"Appanoose",2021-01-01,"Appanoose",4815,972,836,36,36,0,100,0.201869158878505
"Audubon",2021-01-01,"Audubon",2074,381,310,7,7,0,64,0.183702989392478
"Benton",2021-01-01,"Benton",10340,1984,1758,37,33,4,189,0.191876208897485
"Black Hawk",2021-01-01,"Black Hawk",57394,12804,11304,218,205,13,1282,0.223089521552776
"Boone",2021-01-01,"Boone",10906,1918,1509,15,13,2,394,0.17586649550706
"Bremer",2021-01-01,"Bremer",9501,2269,2056,44,40,4,169,0.238816966635091
"Buchanan",2021-01-01,"Buchanan",7649,1446,1252,16,15,1,178,0.189044319518891
"Buena Vista",2021-01-01,"Buena Vista",12884,3726,3201,26,23,3,499,0.289195901893822
"Butler",2021-01-01,"Butler",5631,1282,1092,22,20,2,168,0.227668264961818
"Calhoun",2021-01-01,"Calhoun",4571,1173,1096,9,9,0,68,0.256617807919492
"Carroll",2021-01-01,"Carroll",9614,2390,2047,30,24,6,313,0.248595797794882
"Cass",2021-01-01,"Cass",5164,1055,840,38,36,2,177,0.20429899302866
"Cedar",2021-01-01,"Cedar",7335,1397,1156,18,17,1,223,0.190456714383095
"Cerro Gordo",2021-01-01,"Cerro Gordo",19848,4352,3742,62,51,11,548,0.219266424828698
"Cherokee",2021-01-01,"Cherokee",4924,1239,989,22,20,2,228,0.251624695369618
"Chickasaw",2021-01-01,"Chickasaw",4357,1039,923,11,10,1,105,0.238466834978196
"Clarke",2021-01-01,"Clarke",3789,688,511,6,6,0,171,0.18157825283716
"Clay",2021-01-01,"Clay",6893,1550,1281,12,9,3,257,0.224865805890033
"Clayton",2021-01-01,"Clayton",5677,1390,1177,46,39,7,167,0.244847630790911
"Clinton",2021-01-01,"Clinton",17838,4143,3513,55,49,6,575,0.232256979482005
"Crawford",2021-01-01,"Crawford",7407,2130,1835,22,19,3,273,0.287565816119887
"Dallas",2021-01-01,"Dallas",43539,7957,6719,66,56,10,1172,0.18275569030065
"Davis",2021-01-01,"Davis",2606,639,527,20,19,1,92,0.245203376822717
"Decatur",2021-01-01,"Decatur",2771,430,346,3,3,0,81,0.155178635871527
"Delaware",2021-01-01,"Delaware",6588,1635,1473,29,28,1,133,0.248178506375228
"Des Moines",2021-01-01,"Des Moines",17317,3543,3068,34,31,3,441,0.204596639140729
"Dickinson",2021-01-01,"Dickinson",8708,1716,1473,19,17,2,224,0.197060174552136
"Dubuque",2021-01-01,"Dubuque",47956,10640,9516,136,128,8,988,0.221870047543582
"Emmet",2021-01-01,"Emmet",4153,1019,821,24,23,1,174,0.245364796532627
"Fayette",2021-01-01,"Fayette",7350,1408,1120,19,18,1,269,0.19156462585034
"Floyd",2021-01-01,"Floyd",6341,1283,1119,34,26,8,130,0.202334016716606
"Franklin",2021-01-01,"Franklin",4170,908,758,17,16,1,133,0.217745803357314
"Fremont",2021-01-01,"Fremont",2205,469,400,5,3,2,64,0.212698412698413
"Greene",2021-01-01,"Greene",3500,648,545,7,7,0,96,0.185142857142857
"Grundy",2021-01-01,"Grundy",4670,1095,893,17,14,3,185,0.234475374732334
"Guthrie",2021-01-01,"Guthrie",4652,952,795,23,18,5,134,0.204643164230439
"Hamilton",2021-01-01,"Hamilton",6193,1489,1210,24,24,0,255,0.240432746649443
"Hancock",2021-01-01,"Hancock",4856,1183,924,24,19,5,235,0.243616144975288
"Hardin",2021-01-01,"Hardin",6849,1455,1253,26,24,2,176,0.212439772229523
"Harrison",2021-01-01,"Harrison",5401,1443,1127,53,50,3,263,0.267172745787817
"Henry",2021-01-01,"Henry",9178,2484,2130,27,27,0,327,0.27064719982567
"Howard",2021-01-01,"Howard",3559,727,576,17,13,4,134,0.204270862601854
"Humboldt",2021-01-01,"Humboldt",3950,983,827,18,15,3,138,0.248860759493671
"Ida",2021-01-01,"Ida",2654,699,562,28,27,1,109,0.263376036171816
"Iowa",2021-01-01,"Iowa",6605,1139,1006,21,20,1,112,0.172445117335352
"Jackson",2021-01-01,"Jackson",7314,1785,1575,29,28,1,181,0.244052502050861
"Jasper",2021-01-01,"Jasper",14493,2895,2327,53,51,2,515,0.199751604222728
"Jefferson",2021-01-01,"Jefferson",6119,1031,777,20,19,1,234,0.16849158359209
